sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,sex-race
1,23,Less than 25,0,0,0,0,0,M,Driving Under The Influence,0,Male-African-American
1,57,Greater than 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,25,25 - 45,0,0,1,0,9,F,arrest case no charge,0,Male-African-American
0,23,Less than 25,0,0,0,0,2,F,Battery on Law Enforc Officer,1,Female-African-American
0,36,25 - 45,0,0,0,0,2,M,Viol Prot Injunc Repeat Viol,0,Female-African-American
1,41,25 - 45,0,0,0,0,5,M,Driving License Suspended,0,Male-African-American
0,39,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-Other
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,1,Male-African-American
1,31,25 - 45,0,0,0,0,2,M,Susp Drivers Lic 1st Offense,0,Male-African-American
1,37,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,59,Greater than 45,1,0,0,0,2,F,Possession Of Methamphetamine,0,Male-Caucasian
0,43,25 - 45,0,0,0,0,2,F,Possession of Cocaine,0,Female-African-American
0,43,25 - 45,1,0,0,0,3,M,Viol Injunct Domestic Violence,1,Female-Caucasian
0,54,Greater than 45,1,0,0,0,1,M,Driving Under The Influence,0,Female-Caucasian
1,36,25 - 45,0,0,0,0,3,M,Viol Injunct Domestic Violence,1,Male-Other
1,56,Greater than 45,0,0,0,0,0,M,Tresspass in Structure or Conveyance,0,Male-African-American
1,25,25 - 45,0,1,0,0,2,F,Possession of Cocaine,0,Male-African-American
1,48,Greater than 45,0,0,0,0,4,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,34,25 - 45,0,1,0,0,21,M,Battery,1,Male-African-American
1,28,25 - 45,1,0,0,0,0,F,Traffick Oxycodone     4g><14g,0,Male-Caucasian
1,32,25 - 45,1,0,0,0,1,F,Burglary Structure Unoccup,0,Male-Caucasian
0,31,25 - 45,1,0,0,0,2,F,Grand Theft (Motor Vehicle),0,Female-Caucasian
0,32,25 - 45,1,0,0,1,4,F,Resist Officer w/Violence,0,Female-Caucasian
1,48,Greater than 45,0,0,0,0,0,M,Felony Battery (Dom Strang),0,Male-African-American
1,35,25 - 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
1,22,Less than 25,0,0,0,0,0,F,Att Burgl Unoccupied Dwel,0,Male-African-American
1,28,25 - 45,0,0,0,0,4,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,26,25 - 45,0,0,0,0,0,M,Operating W/O Valid License,0,Male-African-American
1,34,25 - 45,1,0,0,0,0,F,Possession of Oxycodone,0,Male-Caucasian
1,22,Less than 25,0,0,0,0,3,F,Agg Assault W/int Com Fel Dome,0,Male-African-American
1,44,25 - 45,1,0,0,0,5,F,arrest case no charge,0,Male-Caucasian
1,57,Greater than 45,1,0,0,0,1,F,Aggravated Assault w/Firearm,0,Male-Caucasian
1,20,Less than 25,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,60,Greater than 45,0,0,0,0,13,F,Possession Of Heroin,0,Male-African-American
0,22,Less than 25,0,0,0,0,2,F,Agg Battery Grt/Bod/Harm,0,Female-African-American
1,43,25 - 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,72,Greater than 45,1,0,0,0,7,F,Robbery Sudd Snatch No Weapon,0,Male-Caucasian
1,60,Greater than 45,0,0,0,0,0,F,Att Burgl Struc/Conv Dwel/Occp,0,Male-African-American
1,30,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
0,43,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,48,Greater than 45,0,0,0,0,1,M,Battery,0,Male-Hispanic
1,54,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Other
1,45,Greater than 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,36,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-Other
1,31,25 - 45,1,0,0,0,1,M,Driving Under The Influence,0,Male-Caucasian
1,40,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,50,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,26,25 - 45,0,0,0,0,1,M,arrest case no charge,0,Female-Other
1,41,25 - 45,0,0,0,0,7,F,arrest case no charge,0,Male-African-American
0,28,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
1,35,25 - 45,0,0,0,0,5,M,Reckless Driving,0,Male-Hispanic
0,30,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,45,Greater than 45,1,0,0,0,3,M,Battery,1,Male-Caucasian
0,24,Less than 25,0,0,0,0,2,F,Forging Bank Bills/Promis Note,0,Female-African-American
1,56,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,24,Less than 25,0,0,4,0,14,F,Grand Theft (Motor Vehicle),1,Male-African-American
1,38,25 - 45,0,0,0,0,11,F,Felony Batt(Great Bodily Harm),0,Male-African-American
1,22,Less than 25,1,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,5,M,arrest case no charge,0,Male-African-American
1,25,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,53,Greater than 45,0,0,0,0,1,F,Driving While License Revoked,0,Male-Hispanic
1,30,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,33,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Male-Caucasian
1,35,25 - 45,0,0,0,0,5,F,Aggrav Stalking After Injunctn,1,Male-African-American
0,33,25 - 45,0,0,0,0,0,F,Neglect Child / No Bodily Harm,0,Female-African-American
1,59,Greater than 45,0,0,0,0,1,M,Battery,0,Male-Other
0,33,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,24,Less than 25,0,0,0,3,3,F,Aggravated Assault W/Dead Weap,1,Male-African-American
1,43,25 - 45,0,0,0,0,5,F,Poss Wep Conv Felon,0,Male-African-American
1,37,25 - 45,0,0,0,0,11,M,Battery,1,Male-African-American
1,53,Greater than 45,0,0,0,0,13,F,Poss of Cocaine W/I/D/S 1000FT Park,0,Male-African-American
0,30,25 - 45,1,0,0,0,1,M,Petit Theft $100- $300,0,Female-Caucasian
1,37,25 - 45,1,0,0,0,4,M,Aggravated Battery / Pregnant,1,Male-Caucasian
1,25,25 - 45,1,0,0,0,0,F,Possession Of Heroin,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-Hispanic
0,28,25 - 45,1,0,0,0,0,M,DOC/Cause Public Danger,0,Female-Caucasian
1,58,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,8,F,Aggravated Assault W/Dead Weap,0,Male-African-American
1,38,25 - 45,0,0,0,0,0,F,arrest case no charge,0,Male-African-American
1,38,25 - 45,1,0,0,0,2,F,Possession Of Heroin,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,Male-African-American
1,58,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,53,Greater than 45,1,0,0,0,2,F,Fail Sex Offend Report Bylaw,0,Male-Caucasian
1,35,25 - 45,0,0,0,0,6,F,Uttering a Forged Instrument,1,Male-African-American
1,39,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,36,25 - 45,0,0,0,0,1,M,Extradition/Defendants,0,Male-Hispanic
1,37,25 - 45,0,0,0,0,0,M,Tresspass Struct/Conveyance,0,Male-African-American
1,39,25 - 45,1,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,0,Male-Caucasian
0,52,Greater than 45,1,0,0,0,3,M,Driving Under The Influence,0,Female-Caucasian
1,60,Greater than 45,0,0,0,0,1,M,Battery,0,Male-Other
1,37,25 - 45,0,0,0,0,2,M,Aggravated Battery / Pregnant,0,Male-Hispanic
1,23,Less than 25,0,0,0,0,6,F,Possession of Cocaine,1,Male-African-American
1,28,25 - 45,0,0,0,0,5,F,Possession of Cocaine,0,Male-African-American
1,38,25 - 45,1,0,0,0,12,F,Grand Theft of the 2nd Degree,0,Male-Caucasian
1,42,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
0,25,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,7,F,Grand Theft (Motor Vehicle),1,Male-African-American
0,35,25 - 45,1,0,0,0,1,M,Battery,0,Female-Caucasian
1,37,25 - 45,1,0,0,0,0,F,Burglary Conveyance Unoccup,0,Male-Caucasian
0,33,25 - 45,0,0,0,0,2,F,Failure To Return Hired Vehicle,0,Female-African-American
0,51,Greater than 45,1,0,0,0,4,F,arrest case no charge,0,Female-Caucasian
1,39,25 - 45,1,0,0,0,3,F,Possession of Hydromorphone,0,Male-Caucasian
1,35,25 - 45,0,0,0,0,5,M,Viol Pretrial Release Dom Viol,1,Male-Hispanic
1,40,25 - 45,0,0,0,0,3,F,Felony Battery (Dom Strang),0,Male-African-American
1,37,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,47,Greater than 45,1,0,0,0,5,M,Viol Injunct Domestic Violence,1,Male-Caucasian
0,23,Less than 25,1,0,0,0,0,M,Poss Of Controlled Substance,0,Female-Caucasian
1,63,Greater than 45,1,0,0,0,10,F,Corrupt Public Servant,1,Male-Caucasian
1,38,25 - 45,0,0,1,0,16,F,Poss of Cocaine W/I/D/S 1000FT Park,1,Male-African-American
1,31,25 - 45,0,0,0,0,4,F,Tampering With Physical Evidence,1,Male-African-American
1,23,Less than 25,0,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,Male-African-American
1,38,25 - 45,0,0,0,0,1,M,Operating W/O Valid License,0,Male-Hispanic
0,47,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,22,Less than 25,1,0,0,0,1,F,Grand Theft (Motor Vehicle),0,Male-Caucasian
0,65,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Female-Caucasian
0,22,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,34,25 - 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Hispanic
0,38,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Female-Hispanic
1,49,Greater than 45,0,0,0,0,0,F,Resist Officer w/Violence,0,Male-Hispanic
1,34,25 - 45,0,0,0,0,5,F,Agg Assault W/int Com Fel Dome,0,Male-African-American
1,21,Less than 25,0,0,1,2,1,F,Carrying Concealed Firearm,0,Male-African-American
1,46,Greater than 45,0,0,0,0,9,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,57,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,40,25 - 45,0,0,0,0,21,F,Felony Battery,0,Male-African-American
0,30,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,21,Less than 25,1,0,1,0,4,M,Battery,1,Male-Caucasian
0,39,25 - 45,0,0,2,0,22,F,Possession of Cocaine,1,Female-African-American
1,24,Less than 25,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Male-African-American
0,45,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,51,Greater than 45,0,0,0,0,3,F,DWI w/Inj Susp Lic / Habit Off,0,Male-African-American
1,27,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,32,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,49,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,30,25 - 45,0,0,0,0,6,M,Battery,0,Male-Asian
1,30,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,4,F,Felony Driving While Lic Suspd,0,Male-African-American
1,28,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,29,25 - 45,0,0,0,0,1,F,Stalking (Aggravated),0,Male-African-American
1,38,25 - 45,1,0,0,0,0,M,DUI Blood Alcohol Above 0.20,0,Male-Caucasian
1,37,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,30,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Male-Hispanic
1,51,Greater than 45,0,1,0,1,19,F,Felony Petit Theft,0,Male-African-American
1,65,Greater than 45,0,0,0,0,7,M,Possess Cannabis/20 Grams Or Less,0,Male-African-American
0,32,25 - 45,0,0,0,0,1,M,Battery,0,Female-African-American
1,35,25 - 45,0,0,0,0,1,F,Poss Contr Subst W/o Prescript,0,Male-African-American
1,57,Greater than 45,1,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,36,25 - 45,0,2,0,0,4,M,Battery,1,Female-African-American
1,35,25 - 45,1,0,0,0,3,F,Possession of Cocaine,1,Male-Caucasian
1,33,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,47,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
0,53,Greater than 45,0,0,0,0,0,M,Battery,0,Female-Hispanic
0,36,25 - 45,0,0,0,0,1,F,Possession of Cocaine,1,Female-African-American
0,25,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,52,Greater than 45,0,0,0,0,10,F,Felony Battery w/Prior Convict,0,Male-Hispanic
1,45,Greater than 45,0,1,0,1,20,M,arrest case no charge,0,Male-African-American
1,42,25 - 45,0,0,0,0,10,M,Driving License Suspended,1,Male-African-American
1,49,Greater than 45,0,0,0,0,4,F,Possession of Cocaine,0,Male-African-American
1,40,25 - 45,1,0,0,0,0,M,Petit Theft,1,Male-Caucasian
1,23,Less than 25,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
1,31,25 - 45,1,0,0,0,3,M,Battery,0,Male-Caucasian
0,28,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,45,Greater than 45,1,0,0,0,0,F,Att Burgl Unoccupied Dwel,0,Male-Caucasian
1,39,25 - 45,0,0,0,0,7,F,Aggravated Battery / Pregnant,1,Male-African-American
1,24,Less than 25,0,0,1,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,46,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,3,F,Resist Officer w/Violence,0,Male-Caucasian
0,34,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,34,25 - 45,0,0,0,0,3,M,Battery,0,Male-Hispanic
1,29,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,55,Greater than 45,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,Female-African-American
1,26,25 - 45,0,0,0,0,0,M,arrest case no charge,0,Male-African-American
1,24,Less than 25,0,0,0,0,1,F,Possession of Codeine,0,Male-African-American
1,29,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,26,25 - 45,1,1,0,0,2,F,Possession of Cannabis,0,Male-Caucasian
1,54,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,14,F,Possession of Cocaine,1,Male-African-American
1,35,25 - 45,0,0,1,0,8,F,Driving While License Revoked,0,Male-African-American
1,25,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Male-African-American
1,25,25 - 45,0,0,0,0,0,F,"Del 3,4 Methylenedioxymethcath",0,Male-African-American
1,53,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,41,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,24,Less than 25,1,0,0,0,1,F,Possession Of Amphetamine,0,Male-Caucasian
1,23,Less than 25,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,42,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-African-American
0,32,25 - 45,0,0,0,0,3,M,Battery on Law Enforc Officer,0,Female-African-American
1,40,25 - 45,0,0,0,0,13,F,arrest case no charge,0,Male-African-American
1,27,25 - 45,0,0,0,0,2,F,Lease For Purpose Trafficking,0,Male-African-American
1,32,25 - 45,0,0,0,0,1,M,DUI Blood Alcohol Above 0.20,1,Male-African-American
1,29,25 - 45,1,0,0,0,2,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,49,Greater than 45,0,0,0,0,0,M,Poss Of RX Without RX,0,Male-African-American
1,50,Greater than 45,1,0,0,0,0,F,Lewd or Lascivious Molestation,0,Male-Caucasian
0,28,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
1,25,25 - 45,0,0,0,0,4,M,Battery,1,Male-African-American
1,45,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,0,Male-Caucasian
1,37,25 - 45,0,0,0,0,2,F,Lewd/Lasciv Molest Elder Persn,0,Male-Other
1,24,Less than 25,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,40,25 - 45,1,0,0,0,2,M,arrest case no charge,0,Male-Caucasian
0,33,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Female-Hispanic
1,53,Greater than 45,0,0,0,0,18,F,arrest case no charge,0,Male-Hispanic
1,55,Greater than 45,0,0,0,0,0,M,Viol Injunct Domestic Violence,0,Male-Hispanic
1,30,25 - 45,0,0,0,0,6,F,Aggravated Assault W/Dead Weap,1,Male-Other
1,55,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
0,23,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,32,25 - 45,1,0,0,0,2,F,Aggravated Assault W/dead Weap,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,3,F,arrest case no charge,0,Male-Caucasian
1,22,Less than 25,0,0,1,0,1,F,Burglary Dwelling Occupied,0,Male-African-American
1,47,Greater than 45,1,0,0,0,2,F,Dealing in Stolen Property,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,5,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,34,25 - 45,0,0,0,0,4,M,Battery,0,Male-African-American
1,65,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
0,23,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,44,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,24,Less than 25,0,0,0,0,1,M,Battery,0,Male-African-American
1,51,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,39,25 - 45,1,0,0,0,6,F,arrest case no charge,0,Male-Caucasian
1,24,Less than 25,1,0,0,0,1,F,Aggravated Assault W/Dead Weap,0,Male-Caucasian
1,31,25 - 45,0,0,0,2,11,F,Poss Pyrrolidinovalerophenone,1,Male-African-American
0,35,25 - 45,0,0,0,0,0,M,Petit Theft $100- $300,0,Female-African-American
1,30,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Other
0,39,25 - 45,0,0,0,0,4,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,51,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,22,Less than 25,1,0,0,1,1,F,arrest case no charge,0,Male-Caucasian
1,29,25 - 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,33,25 - 45,1,0,0,0,3,M,Battery,1,Male-Caucasian
1,54,Greater than 45,0,0,0,0,0,F,Aggravated Assault,0,Male-Other
1,48,Greater than 45,0,0,0,0,10,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,23,Less than 25,0,0,0,0,0,M,Battery,0,Male-African-American
1,23,Less than 25,1,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Male-Caucasian
1,47,Greater than 45,0,0,0,0,1,M,Battery,0,Male-Asian
1,21,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Other
1,48,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,50,Greater than 45,1,0,0,0,3,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,49,Greater than 45,0,2,0,0,13,F,Driving While License Revoked,0,Male-African-American
1,58,Greater than 45,1,0,0,0,2,F,Resist Officer w/Violence,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,6,F,Possession of Cocaine,0,Male-African-American
1,23,Less than 25,0,0,0,2,1,M,Battery,0,Male-African-American
1,33,25 - 45,0,0,0,0,0,F,arrest case no charge,1,Male-Other
1,57,Greater than 45,1,0,0,0,6,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
0,31,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,57,Greater than 45,0,0,0,0,19,F,Possession of Cocaine,0,Male-African-American
1,57,Greater than 45,1,0,0,0,12,M,DUI - Enhanced,0,Male-Caucasian
1,45,Greater than 45,0,0,0,0,11,F,Felony Battery w/Prior Convict,0,Male-African-American
1,42,25 - 45,1,0,0,0,0,F,Tampering With Physical Evidence,0,Male-Caucasian
1,48,Greater than 45,0,0,0,0,7,F,Carrying Concealed Firearm,0,Male-Other
0,28,25 - 45,1,0,0,0,0,F,Driving While License Revoked,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,1,M,Battery,1,Male-African-American
0,34,25 - 45,1,0,0,0,3,M,Battery,0,Female-Caucasian
1,27,25 - 45,0,0,0,0,0,F,Tampering With Physical Evidence,0,Male-African-American
1,39,25 - 45,0,0,0,0,4,F,Aggrav Child Abuse-Agg Battery,0,Male-African-American
1,27,25 - 45,0,0,0,0,4,F,arrest case no charge,1,Male-African-American
1,26,25 - 45,1,0,0,0,2,F,Aggravated Assault W/Dead Weap,1,Male-Caucasian
1,27,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,4,F,Felony Driving While Lic Suspd,0,Male-African-American
1,27,25 - 45,0,0,0,0,7,F,Driving While License Revoked,0,Male-African-American
0,24,Less than 25,1,0,0,0,0,F,Uttering a Forged Instrument,0,Female-Caucasian
1,20,Less than 25,1,0,0,0,0,F,Child Abuse,0,Male-Caucasian
0,23,Less than 25,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
0,48,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,0,Female-African-American
0,41,25 - 45,1,0,0,0,3,F,Driving While License Revoked,0,Female-Caucasian
0,22,Less than 25,1,0,0,0,2,F,arrest case no charge,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,7,F,Felony Driving While Lic Suspd,0,Male-African-American
1,44,25 - 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-African-American
1,60,Greater than 45,0,0,0,0,3,M,DUI - Enhanced,0,Male-African-American
1,49,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,10,M,Battery,1,Male-African-American
1,52,Greater than 45,1,0,0,0,0,F,Manufacture Cannabis,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,0,F,Poss Wep Conv Felon,0,Male-African-American
1,55,Greater than 45,0,0,0,0,5,F,Felony Battery w/Prior Convict,1,Male-African-American
1,33,25 - 45,0,0,0,0,0,M,Resist/Obstruct W/O Violence,0,Male-African-American
0,27,25 - 45,0,0,0,0,0,M,Assault,0,Female-African-American
1,33,25 - 45,1,0,0,0,0,F,Burglary Assault/Battery Armed,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,29,25 - 45,0,0,0,0,0,M,DWLS Canceled Disqul 1st Off,0,Male-African-American
1,32,25 - 45,0,0,0,0,1,M,Driving Under The Influence,0,Male-African-American
1,37,25 - 45,1,0,0,0,4,M,Battery,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,15,F,arrest case no charge,0,Male-African-American
1,31,25 - 45,0,0,0,0,6,F,arrest case no charge,0,Male-African-American
0,36,25 - 45,1,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,0,Female-Caucasian
0,37,25 - 45,0,0,0,0,1,F,Burglary With Assault/battery,0,Female-African-American
1,34,25 - 45,1,0,0,0,5,M,Petit Theft,1,Male-Caucasian
0,45,Greater than 45,0,0,0,0,1,F,Driving While License Revoked,0,Female-African-American
1,70,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,0,Male-African-American
1,23,Less than 25,0,1,0,0,4,F,arrest case no charge,0,Male-African-American
1,27,25 - 45,1,0,0,0,5,M,Driving License Suspended,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,23,Less than 25,1,0,0,0,2,M,Battery,0,Female-Caucasian
0,46,Greater than 45,1,0,0,0,1,F,Felony Batt(Great Bodily Harm),0,Female-Caucasian
0,27,25 - 45,0,1,0,0,1,F,arrest case no charge,0,Female-African-American
1,45,Greater than 45,1,0,0,0,7,F,Felony Battery,0,Male-Caucasian
1,42,25 - 45,0,0,0,0,1,M,arrest case no charge,0,Male-African-American
1,49,Greater than 45,1,0,0,0,3,F,Possession of Cocaine,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,0,F,Carrying Concealed Firearm,0,Male-Hispanic
0,52,Greater than 45,1,0,0,0,1,F,Battery on Law Enforc Officer,0,Female-Caucasian
1,37,25 - 45,0,0,0,0,4,M,Battery,1,Male-Hispanic
1,26,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,47,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-Hispanic
1,25,25 - 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
1,21,Less than 25,0,1,0,0,1,F,Burglary Conveyance Unoccup,1,Male-African-American
1,48,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,24,Less than 25,0,0,0,0,0,F,Uttering a Forged Instrument,0,Female-Other
1,22,Less than 25,0,0,0,0,0,F,Burglary Dwelling Occupied,1,Male-African-American
1,38,25 - 45,1,0,0,0,2,M,Battery,0,Male-Caucasian
1,54,Greater than 45,0,0,0,0,2,M,Battery,0,Male-Other
1,24,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-Hispanic
0,44,25 - 45,1,0,0,0,0,M,Disorderly Conduct,1,Female-Caucasian
1,64,Greater than 45,1,0,0,0,0,M,Operating W/O Valid License,0,Male-Caucasian
0,45,Greater than 45,0,0,0,0,0,M,Battery,0,Female-Other
1,49,Greater than 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,33,25 - 45,0,0,0,0,0,M,Battery,0,Male-Asian
1,44,25 - 45,0,0,0,0,2,F,Leaving the Scene of Accident,0,Male-Hispanic
1,51,Greater than 45,0,0,0,0,3,F,arrest case no charge,0,Male-African-American
1,50,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,0,Male-African-American
1,33,25 - 45,1,0,2,0,2,M,Viol Injunct Domestic Violence,0,Male-Caucasian
0,54,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,34,25 - 45,1,0,0,0,3,F,Driving While License Revoked,0,Male-Caucasian
1,21,Less than 25,0,0,0,0,1,F,Bribery Athletic Contests,1,Male-African-American
1,33,25 - 45,0,0,0,0,5,F,Felony Driving While Lic Suspd,0,Male-African-American
1,32,25 - 45,0,0,0,1,9,M,arrest case no charge,1,Male-African-American
