id,sex,age,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid,race,days_b_screening_arrest
5939,Male,39,Greater than 45,0,0,0,0,F,Possess Cannabis/20 Grams Or Less,0,African-American,-1
5943,Male,38,25 - 45,0,0,0,3,F,arrest case no charge,0,Other,-1
5946,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
5947,Male,34,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
5948,Male,52,25 - 45,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,African-American,
5951,Female,33,25 - 45,0,0,0,0,F,Battery,0,African-American,-2
5952,Male,29,25 - 45,0,0,0,3,M,arrest case no charge,0,African-American,
5953,Male,51,Greater than 45,0,0,0,13,F,arrest case no charge,0,African-American,0
5954,Male,51,Greater than 45,0,0,0,0,M,Viol Injunct Domestic Violence,0,African-American,-7
5955,Male,33,25 - 45,0,0,0,3,M,Possession of Cocaine,0,African-American,
5957,Male,29,25 - 45,0,0,0,5,F,Aggravated Assault W/Dead Weap,1,African-American,-1
5960,Male,48,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
5964,Female,25,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-6
5967,Female,38,25 - 45,0,0,0,6,M,Possession of Cocaine,1,African-American,752
5970,Male,29,25 - 45,0,0,0,0,F,Aggravated Assault W/dead Weap,0,African-American,0
5971,Male,42,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
5974,Male,20,Less than 25,0,0,0,0,M,arrest case no charge,0,African-American,-1
5975,Male,42,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
5978,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
5984,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
5985,Male,56,Less than 25,0,0,0,0,M,Pos Cannabis W/Intent Sel/Del,0,African-American,0
5988,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
5989,Female,39,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-2
5990,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,1,African-American,88
5992,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
5993,Male,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
5995,Male,34,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
5997,Male,20,Less than 25,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Caucasian,-5
6001,Male,29,25 - 45,0,0,0,6,F,Driving License Suspended,1,African-American,0
6002,Female,33,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6004,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6005,Male,29,25 - 45,0,0,0,5,F,arrest case no charge,0,African-American,-104
6006,Female,38,25 - 45,0,0,0,0,M,Aggravated Assault W/Dead Weap,0,African-American,-3
6009,Male,29,25 - 45,0,0,0,3,M,Aggravated Battery,0,African-American,702
6010,Male,43,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
6011,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
6013,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-24
6021,Male,29,25 - 45,0,0,0,0,M,Battery,1,African-American,-16
6023,Male,55,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
6024,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-166
6030,Male,43,Greater than 45,0,0,0,4,M,Grand Theft in the 3rd Degree,0,African-American,0
6032,Male,25,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
6034,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
6035,Male,54,25 - 45,0,0,0,3,M,Battery,0,Asian,0
6036,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6041,Male,43,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6043,Male,43,Greater than 45,0,0,0,0,F,Felony Battery (Dom Strang),0,Caucasian,-1
6045,Male,34,25 - 45,0,0,0,0,M,Possession of Cocaine,0,African-American,
6046,Male,47,Greater than 45,0,0,0,6,F,Driving While License Revoked,0,African-American,-1
6047,Male,52,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6048,Male,29,25 - 45,0,0,0,3,M,Possession of Cocaine,0,African-American,0
6051,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6058,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
6062,Male,48,Greater than 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,-23
6064,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-3
6065,Male,52,Greater than 45,0,0,0,8,F,Possession of Cocaine,0,African-American,-1
6066,Male,48,Greater than 45,0,0,0,7,M,Grand Theft (Motor Vehicle),0,African-American,0
6071,Male,42,Greater than 45,0,0,0,6,F,Resist Officer w/Violence,0,African-American,-1
6073,Male,38,25 - 45,0,0,0,0,F,Tampering With Physical Evidence,0,African-American,0
6074,Male,47,Greater than 45,0,0,0,7,F,Aggravated Assault w/Firearm,0,African-American,-1
6077,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,521
6078,Female,25,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
6079,Male,38,25 - 45,0,0,0,0,F,Felony Driving While Lic Suspd,0,African-American,
6080,Male,25,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
6081,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6084,Male,25,25 - 45,0,0,0,0,F,Resist Officer w/Violence,0,African-American,-1
6085,Male,38,25 - 45,0,0,0,0,F,Battery,0,African-American,0
6087,Female,48,Greater than 45,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,0,African-American,1001
6089,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
6097,Male,25,25 - 45,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,African-American,-1
6099,Male,29,25 - 45,0,0,0,8,F,Criminal Mischief,1,African-American,
6101,Male,25,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
6105,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6106,Male,25,25 - 45,0,0,0,3,F,Driving While License Revoked,0,African-American,-1
6107,Female,20,Less than 25,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
6109,Male,20,Less than 25,0,0,0,0,F,Child Abuse,0,Caucasian,-1
6110,Female,20,Less than 25,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
6111,Female,43,Greater than 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,0
6114,Female,38,25 - 45,0,0,0,0,F,Driving While License Revoked,0,Caucasian,-1
6118,Male,48,Greater than 45,0,0,0,5,F,arrest case no charge,0,Caucasian,-98
6119,Female,25,25 - 45,0,0,0,0,M,Burglary Dwelling Occupied,0,African-American,
6123,Female,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
6125,Male,29,Greater than 45,0,0,0,3,F,Possession of Cocaine,0,African-American,-1
6127,Male,42,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6129,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-90
6131,Male,55,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
6133,Male,43,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
6134,Male,29,25 - 45,0,0,0,4,F,Crim Use of Personal ID Info,0,African-American,-59
6135,Male,29,25 - 45,0,0,0,4,M,Battery,1,African-American,0
6137,Male,47,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
6139,Female,25,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,
6140,Male,33,25 - 45,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,African-American,-1
6143,Male,51,Greater than 45,0,0,0,0,M,Battery,1,African-American,-1
6145,Male,33,25 - 45,0,0,0,3,M,Battery,0,African-American,
6146,Male,29,25 - 45,0,0,0,0,M,Resist/Obstruct W/O Violence,0,African-American,-1
6148,Female,25,25 - 45,0,0,0,0,M,Assault,0,African-American,0
6150,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
6152,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6153,Male,29,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
6154,Male,29,25 - 45,0,0,0,0,M,Driving Under The Influence,0,African-American,0
6156,Male,33,25 - 45,0,0,0,3,M,Battery,0,Caucasian,0
6159,Male,29,25 - 45,0,0,0,6,M,arrest case no charge,0,African-American,0
6161,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,0
6162,Male,33,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,-1
6163,Male,33,25 - 45,0,0,0,0,M,Aggrav Battery w/Deadly Weapon,0,African-American,-309
6164,Female,33,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-11
6165,Male,29,25 - 45,0,0,0,3,M,arrest case no charge,1,African-American,-1
6167,Female,47,Greater than 45,0,0,0,6,M,Battery,1,African-American,316
6171,Female,42,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-4
6173,Male,67,Greater than 45,0,0,0,0,M,Driving Under The Influence,0,African-American,-1
6175,Male,25,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,607
6177,Male,25,Less than 25,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,-1
6178,Male,25,25 - 45,0,0,0,3,M,Driving License Suspended,0,Caucasian,-12
6180,Male,25,Less than 25,0,0,0,0,M,arrest case no charge,1,African-American,334
6182,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6183,Female,20,Less than 25,0,0,0,0,M,Battery,0,Caucasian,-1
6189,Female,39,Greater than 45,0,0,0,0,F,Battery,1,African-American,-1
6191,Female,25,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,0
6192,Male,39,Greater than 45,0,0,0,5,F,Viol Pretrial Release Dom Viol,0,African-American,-1
6193,Male,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-12
6198,Male,43,Greater than 45,0,0,0,0,F,Driving While License Revoked,0,Caucasian,0
6200,Male,29,25 - 45,0,0,0,0,F,Possession of Cannabis,0,African-American,0
6201,Female,47,Greater than 45,0,0,0,0,F,Battery,0,African-American,-8
6202,Male,33,25 - 45,0,0,0,3,M,Battery,1,African-American,0
6203,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6206,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-27
6208,Male,25,25 - 45,0,0,0,0,F,DUI Level 0.15 Or Minor In Veh,0,African-American,0
6210,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
6212,Male,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
6213,Female,34,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-55
6215,Female,25,25 - 45,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
6216,Male,20,25 - 45,0,0,0,0,M,Burglary Dwelling Occupied,1,African-American,-1
6219,Male,33,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,
6221,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,0
6223,Male,55,Greater than 45,0,0,0,3,M,Battery,0,African-American,-1
6224,Male,25,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,0
6226,Female,39,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
6228,Male,56,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
6230,Female,47,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
6231,Male,47,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6234,Male,42,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,
6236,Male,38,25 - 45,0,0,0,0,M,Battery,0,Asian,-1
6238,Male,42,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6239,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6240,Male,47,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
6241,Male,29,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,Caucasian,-22
6242,Female,48,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,-1
6245,Male,29,25 - 45,0,0,0,11,F,arrest case no charge,0,African-American,-78
6248,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,Caucasian,-1
6250,Male,20,Greater than 45,0,0,0,0,F,Driving While License Revoked,1,African-American,-1
6251,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,0
6256,Male,29,25 - 45,0,0,0,4,M,arrest case no charge,1,African-American,-1
6259,Male,39,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
6264,Female,29,25 - 45,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,African-American,-1
6266,Male,42,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-86
6268,Female,29,25 - 45,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-1
6271,Male,25,25 - 45,0,0,0,0,F,Viol Prot Injunc Repeat Viol,0,African-American,-1
6278,Female,29,25 - 45,0,0,0,0,F,Battery,0,African-American,0
6280,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6281,Male,25,25 - 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,-1
6283,Female,60,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-2
6284,Male,20,Greater than 45,0,0,0,0,F,Burglary Structure Unoccup,0,African-American,-1
6287,Male,29,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
6292,Male,51,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-28
6293,Female,42,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
6297,Female,25,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
6299,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6300,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6302,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6303,Female,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-7
6305,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-72
6312,Male,33,25 - 45,0,0,0,4,F,Grand Theft in the 3rd Degree,1,African-American,-1
6317,Male,33,25 - 45,0,0,0,5,F,arrest case no charge,1,Caucasian,0
6321,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,
6324,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6326,Male,20,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
6328,Female,61,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-4
6330,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
6332,Male,47,Greater than 45,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American,-1
6335,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6337,Male,47,Greater than 45,0,0,0,6,F,arrest case no charge,0,African-American,-11
6341,Male,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6344,Male,25,25 - 45,0,0,0,3,M,arrest case no charge,0,African-American,-76
6345,Male,20,Less than 25,0,0,0,0,F,Possession of Cannabis,0,African-American,-4
6349,Female,29,25 - 45,0,0,0,0,F,Battery,0,African-American,0
6353,Male,52,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
6356,Male,33,25 - 45,0,0,0,3,F,Burglary Structure Unoccup,1,Hispanic,-23
6360,Male,34,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6361,Male,25,Less than 25,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
6362,Female,29,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American,-1
6369,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,
6372,Male,25,Greater than 45,0,0,0,0,F,Burglary Dwelling Occupied,1,African-American,0
6376,Male,55,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
6379,Male,20,Less than 25,0,0,0,0,F,Battery,0,Caucasian,-1
6380,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,0
6382,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6383,Male,48,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
6386,Male,29,25 - 45,0,0,0,0,F,Battery,1,African-American,-1
6387,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6390,Male,42,Greater than 45,0,0,0,0,F,Battery,0,African-American,230
6393,Male,25,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
6394,Male,42,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
6395,Male,48,Greater than 45,0,0,0,0,M,Battery,0,African-American,
6396,Male,48,25 - 45,0,0,0,3,F,Felony Petit Theft,0,Caucasian,0
6398,Female,38,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
6399,Male,30,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-20
6401,Male,48,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
6402,Male,29,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6405,Male,68,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,
6406,Male,42,Greater than 45,0,0,0,11,F,DUI Level 0.15 Or Minor In Veh,0,African-American,
6412,Male,25,Less than 25,0,0,0,3,M,Grand Theft in the 3rd Degree,0,African-American,-1
6413,Male,42,Greater than 45,0,0,0,4,F,Battery,0,African-American,-1
6414,Male,29,25 - 45,0,0,0,3,F,Possession of Cannabis,0,African-American,
6415,Male,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,
6422,Male,20,Less than 25,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,-1
6424,Male,42,Greater than 45,0,0,0,0,M,Driving While License Revoked,0,African-American,-22
6425,Female,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6427,Male,33,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,
6430,Male,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
6431,Female,25,Less than 25,0,0,0,3,F,Felony Driving While Lic Suspd,1,African-American,-1
6432,Male,38,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian,-3
6434,Female,29,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,
6436,Male,29,25 - 45,0,0,0,0,M,Assault,0,African-American,0
6439,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
6441,Male,33,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,0
6443,Male,25,25 - 45,0,0,0,3,F,Driving While License Revoked,0,African-American,0
6446,Male,29,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
6447,Male,25,Less than 25,0,0,0,0,F,Burglary Conveyance Unoccup,0,African-American,-1
6448,Male,25,25 - 45,0,0,0,3,M,Burglary Unoccupied Dwelling,1,African-American,-1
6450,Male,33,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6458,Female,33,25 - 45,0,0,0,0,M,Child Abuse,0,Hispanic,0
6462,Male,25,Less than 25,0,0,0,0,F,arrest case no charge,1,African-American,-1
6463,Male,29,25 - 45,0,0,0,6,F,Felony Battery (Dom Strang),0,African-American,0
6466,Male,48,25 - 45,0,0,0,0,M,Battery,0,African-American,0
6467,Male,33,25 - 45,0,0,0,6,F,arrest case no charge,0,African-American,0
6468,Female,56,Greater than 45,0,0,0,0,F,Possession of Cannabis,0,African-American,0
6470,Male,20,Greater than 45,0,0,0,0,F,Possession Of Alprazolam,1,African-American,0
6475,Male,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,
6477,Male,52,Greater than 45,0,0,0,3,F,Felony Petit Theft,1,Caucasian,0
6481,Female,25,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
6483,Male,48,Greater than 45,0,0,0,8,F,arrest case no charge,0,African-American,-13
6484,Male,47,Greater than 45,0,0,0,0,F,Petit Theft,0,Caucasian,-6
6485,Male,51,Greater than 45,0,0,0,0,F,False Imprisonment,0,African-American,-1
6487,Female,33,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6488,Male,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
6490,Male,20,Less than 25,0,0,0,0,F,Possession of Cocaine,1,African-American,-1
6491,Female,38,25 - 45,0,0,0,0,M,Battery,1,African-American,0
6492,Male,29,25 - 45,0,0,0,0,M,Burglary Dwelling Assault/Batt,0,African-American,-1
6495,Male,33,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6496,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-1
6497,Male,29,25 - 45,0,0,0,3,M,Battery,1,African-American,-1
6498,Female,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian,
6500,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-2
6501,Female,68,Greater than 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
6502,Male,25,25 - 45,0,0,0,3,M,arrest case no charge,1,African-American,0
6505,Male,25,25 - 45,0,0,0,3,F,Driving While License Revoked,0,African-American,0
6508,Female,33,25 - 45,0,0,0,0,F,Neglect Child / No Bodily Harm,0,African-American,-1
6512,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6514,Male,25,25 - 45,0,0,0,0,F,Carrying Concealed Firearm,0,Caucasian,0
6518,Male,29,25 - 45,0,0,0,0,M,Burglary Unoccupied Dwelling,0,African-American,
6520,Female,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6524,Male,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian,-1
6525,Male,43,Less than 25,0,0,0,0,F,Possession Of Alprazolam,1,African-American,-2
6526,Female,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6527,Female,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6533,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6534,Female,29,25 - 45,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-1
6536,Male,52,25 - 45,0,0,0,0,M,Battery,0,African-American,-3
6537,Male,25,25 - 45,0,0,0,3,F,Tamper With Witness/Victim/CI,1,African-American,0
6538,Male,33,25 - 45,0,0,0,0,M,arrest case no charge,0,Caucasian,
6539,Male,38,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
6546,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6551,Male,34,25 - 45,0,0,0,0,M,Poss Of Controlled Substance,0,African-American,-1
6553,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,561
6554,Female,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6557,Male,55,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,
6560,Male,51,Greater than 45,0,0,0,3,F,Felony Petit Theft,0,African-American,-1
6563,Male,29,25 - 45,0,0,0,3,M,Battery,1,African-American,-1
6564,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
6570,Male,42,25 - 45,0,0,0,0,F,Battery,0,African-American,-7
6571,Male,47,Greater than 45,0,0,0,6,M,Felony Driving While Lic Suspd,1,African-American,-1
6572,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-23
6573,Male,25,25 - 45,0,0,0,0,F,DUI Property Damage/Injury,1,African-American,-1
6575,Male,42,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,367
6577,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
6578,Male,68,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,
6580,Male,43,25 - 45,0,0,0,0,M,Driving Under The Influence,0,African-American,0
6583,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6584,Male,29,25 - 45,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
6587,Male,20,Less than 25,0,0,0,0,M,arrest case no charge,1,African-American,-1
6588,Male,20,Less than 25,0,0,0,0,M,Aggravated Assault w/Firearm,0,African-American,-1
6591,Female,60,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-1
6592,Female,52,25 - 45,0,0,0,0,M,Neglect Child / No Bodily Harm,0,African-American,-1
6593,Male,55,Greater than 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,-1
6594,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
6595,Male,38,25 - 45,0,0,0,0,F,Battery,0,African-American,0
6597,Male,33,25 - 45,0,0,0,4,F,Possession Of Alprazolam,1,African-American,-1
6601,Male,47,Greater than 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
6603,Male,25,Less than 25,0,0,0,6,M,arrest case no charge,1,African-American,-31
6604,Male,33,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American,-1
6605,Female,20,Less than 25,0,0,0,0,F,Deliver Cocaine,0,African-American,-6
6606,Male,38,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6611,Male,51,Greater than 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6613,Male,25,25 - 45,0,0,0,0,F,Burglary Unoccupied Dwelling,0,African-American,-1
6614,Male,20,Less than 25,0,0,0,0,M,arrest case no charge,0,Caucasian,-1
6615,Female,47,Greater than 45,0,0,0,0,F,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
6626,Male,25,25 - 45,0,0,0,0,F,Possess Cannabis/20 Grams Or Less,0,African-American,-1
6627,Male,38,25 - 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,-38
6633,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,225
6636,Male,20,Less than 25,0,0,0,0,M,Burglary Structure Unoccup,0,African-American,-1
6637,Female,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
6639,Male,47,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
6642,Male,30,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
6645,Female,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
6650,Male,25,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
6651,Female,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
6653,Female,29,25 - 45,0,0,0,3,F,arrest case no charge,0,Caucasian,-1
6655,Female,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-10
6657,Female,38,Greater than 45,0,0,0,6,F,arrest case no charge,1,African-American,-1
6659,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,0
6661,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,0
6662,Male,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
6663,Male,38,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
6665,Female,25,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
6667,Female,25,Less than 25,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-23
6669,Male,38,25 - 45,0,0,0,15,F,arrest case no charge,0,African-American,-45
