status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
A12,33,A32,A42,7678,A62,A72,4,A93,A102,1,A123,28,A143,A151,1,A174,1,A192,A201,2
A14,21,A34,A42,1291,A61,A74,4,A93,A101,3,A122,35,A143,A152,1,A173,1,A191,A201,1
A12,18,A32,A42,1554,A61,A75,4,A93,A101,2,A121,37,A143,A152,1,A172,1,A191,A201,1
A13,4,A34,A40,996,A62,A75,2,A93,A101,4,A123,26,A143,A153,3,A173,2,A192,A201,1
A11,24,A32,A40,3017,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,2
A11,33,A32,A41,3872,A61,A72,2,A93,A101,4,A121,36,A143,A152,1,A173,2,A191,A201,1
A13,7,A32,A43,666,A62,A72,2,A93,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1
A12,21,A34,A43,932,A62,A72,4,A93,A101,4,A124,34,A141,A152,1,A173,2,A191,A201,2
A14,24,A32,A40,1199,A61,A72,4,A93,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2
A11,10,A32,A40,1092,A65,A73,4,A93,A103,4,A121,25,A143,A152,1,A172,1,A191,A201,2
A13,14,A34,A41,1755,A63,A73,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1
A12,14,A31,A40,5324,A62,A71,1,A93,A101,2,A123,32,A143,A152,1,A174,2,A191,A201,2
A14,24,A32,A43,1882,A61,A72,4,A93,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,1
A14,33,A32,A43,7678,A62,A75,4,A93,A101,2,A123,38,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A43,666,A61,A74,4,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,2
A14,33,A32,A41,3622,A61,A73,2,A93,A101,2,A123,30,A143,A153,1,A172,1,A192,A201,1
A13,14,A32,A49,1961,A61,A74,2,A93,A101,4,A122,25,A143,A151,1,A173,1,A192,A201,1
A12,12,A33,A43,666,A61,A73,4,A93,A102,4,A121,20,A143,A152,1,A173,1,A191,A201,1
A12,21,A32,A40,1603,A61,A72,4,A93,A101,1,A122,45,A143,A152,1,A173,1,A191,A201,1
A11,4,A34,A40,448,A61,A74,4,A93,A101,3,A122,34,A143,A152,1,A173,1,A191,A202,1
A11,7,A34,A40,1154,A61,A72,2,A93,A101,4,A121,35,A143,A152,1,A172,2,A191,A202,1
A14,36,A34,A40,7127,A61,A72,2,A93,A101,4,A122,23,A143,A152,1,A173,1,A192,A201,2
A11,7,A32,A40,932,A62,A75,3,A93,A101,2,A122,37,A143,A152,1,A173,1,A191,A201,1
A14,7,A34,A43,448,A65,A72,4,A93,A101,4,A124,33,A143,A153,1,A173,1,A191,A201,1
A14,21,A32,A45,3872,A61,A75,3,A93,A101,4,A121,37,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A43,3190,A61,A73,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,2
A11,45,A30,A42,5324,A61,A73,3,A93,A101,4,A121,44,A143,A152,1,A173,2,A191,A201,2
A14,24,A32,A41,3380,A62,A74,3,A93,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1
A12,15,A32,A43,1092,A61,A73,4,A93,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1
A12,21,A32,A41,7127,A61,A72,2,A93,A101,3,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A46,1516,A62,A73,4,A93,A101,3,A123,30,A143,A152,1,A173,1,A191,A201,1
A12,4,A34,A43,1231,A61,A74,2,A93,A101,1,A121,36,A143,A152,1,A172,2,A191,A201,1
A11,36,A32,A43,1516,A61,A73,4,A93,A101,4,A123,30,A143,A151,1,A173,1,A191,A201,2
A11,7,A32,A40,362,A61,A72,3,A93,A101,4,A121,36,A143,A152,1,A172,2,A192,A201,1
A12,33,A32,A46,1603,A61,A74,3,A93,A101,1,A123,30,A143,A152,1,A173,2,A191,A201,1
A12,15,A32,A40,2606,A62,A73,2,A93,A101,4,A123,28,A143,A152,1,A173,1,A192,A201,2
A14,12,A33,A41,2133,A61,A73,4,A93,A101,4,A121,46,A143,A151,1,A173,1,A191,A201,1
A14,24,A32,A42,1554,A62,A73,4,A93,A101,3,A122,30,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A43,2327,A65,A72,4,A93,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A46,1554,A61,A72,2,A93,A101,1,A124,33,A143,A151,1,A173,1,A191,A201,2
A11,4,A32,A40,1366,A61,A71,4,A93,A101,3,A122,62,A143,A152,1,A174,1,A192,A201,1
A12,15,A34,A42,3622,A61,A75,3,A93,A101,4,A122,34,A143,A152,1,A173,1,A192,A201,1
A11,45,A32,A40,5954,A61,A73,4,A93,A101,4,A124,36,A141,A152,1,A173,1,A191,A201,2
A13,15,A32,A42,3017,A61,A72,1,A93,A101,1,A122,40,A142,A152,1,A172,1,A191,A201,1
A12,12,A32,A43,2238,A61,A71,1,A93,A101,1,A121,25,A143,A151,1,A173,1,A191,A201,2
A12,21,A32,A40,1453,A61,A75,4,A93,A101,4,A124,49,A143,A153,1,A173,1,A192,A201,1
A11,27,A32,A42,4454,A65,A75,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,2
A13,15,A32,A42,2133,A61,A73,2,A93,A101,1,A121,32,A143,A152,1,A172,2,A191,A201,2
A14,12,A34,A40,996,A61,A75,4,A93,A101,4,A121,49,A143,A152,1,A172,1,A191,A201,1
A11,21,A33,A40,1092,A61,A71,4,A93,A101,2,A121,37,A143,A152,1,A173,2,A191,A201,2
A14,24,A34,A40,2039,A61,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A43,1274,A61,A74,3,A93,A101,1,A123,30,A141,A152,1,A173,2,A191,A201,1
A11,12,A32,A43,666,A64,A73,4,A93,A101,4,A121,23,A141,A152,1,A172,1,A191,A201,2
A14,45,A34,A42,7678,A65,A73,2,A93,A101,1,A121,33,A143,A152,1,A173,1,A192,A201,1
A14,12,A34,A45,996,A65,A74,4,A93,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,1
A14,7,A32,A43,1366,A63,A75,2,A93,A101,4,A122,38,A141,A152,1,A172,2,A191,A201,1
A11,45,A30,A40,9960,A61,A74,1,A93,A103,1,A121,40,A143,A152,1,A173,1,A192,A201,2
A12,12,A34,A40,1453,A62,A72,4,A93,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A43,1199,A61,A74,4,A93,A101,4,A123,61,A143,A152,1,A174,1,A192,A201,1
A12,12,A32,A43,1092,A61,A72,2,A93,A101,1,A123,21,A142,A152,1,A173,1,A191,A201,2
A12,15,A30,A40,2238,A62,A72,3,A93,A101,3,A123,28,A143,A152,1,A173,1,A191,A201,2
A14,21,A30,A40,4811,A65,A73,1,A93,A101,4,A123,28,A141,A152,1,A173,1,A192,A201,2
A11,21,A31,A42,2762,A61,A74,3,A93,A101,4,A123,25,A141,A152,1,A173,1,A191,A201,2
A12,15,A34,A42,1409,A61,A72,2,A93,A101,2,A121,30,A143,A152,1,A172,1,A191,A201,2
A11,21,A32,A43,2238,A62,A75,4,A93,A101,4,A124,42,A141,A153,1,A173,2,A192,A201,1
A11,21,A31,A43,1274,A61,A74,4,A93,A103,4,A123,23,A141,A151,1,A172,1,A191,A201,2
A13,4,A33,A43,666,A61,A72,2,A93,A101,1,A122,28,A141,A152,1,A173,1,A191,A201,1
A12,33,A32,A40,9960,A61,A73,1,A93,A101,4,A121,34,A143,A153,1,A173,1,A192,A201,2
A12,21,A33,A49,3622,A65,A73,4,A93,A101,2,A122,34,A141,A152,1,A174,1,A192,A201,1
A12,24,A33,A43,1554,A62,A74,3,A93,A101,2,A122,23,A143,A152,1,A173,1,A192,A201,1
A11,12,A32,A40,1154,A61,A74,2,A93,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2
A12,21,A34,A43,1882,A64,A72,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1
A12,45,A32,A43,3190,A65,A74,4,A93,A101,1,A123,36,A143,A152,1,A173,2,A192,A201,1
A11,48,A32,A43,7127,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,2
A11,24,A32,A49,3190,A61,A72,4,A93,A101,4,A121,23,A143,A152,1,A172,1,A192,A201,2
A14,27,A34,A43,4221,A61,A74,3,A93,A102,2,A123,34,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A41,5324,A61,A71,2,A93,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1
A11,15,A32,A49,797,A61,A73,4,A93,A101,4,A122,21,A143,A152,1,A172,1,A191,A201,1
A12,8,A32,A43,797,A61,A72,4,A93,A101,4,A123,25,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A42,2762,A61,A74,2,A93,A102,3,A123,23,A141,A152,1,A173,1,A191,A201,1
A12,12,A32,A43,2901,A61,A74,2,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A43,1882,A65,A73,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1
A12,36,A34,A40,2039,A61,A72,4,A93,A101,4,A123,25,A143,A152,3,A173,1,A191,A201,2
A14,24,A32,A42,1231,A61,A72,4,A93,A101,3,A123,32,A143,A152,1,A174,1,A191,A201,1
A12,15,A34,A40,797,A61,A75,3,A93,A103,3,A121,28,A141,A152,1,A173,1,A191,A201,2
A12,12,A32,A40,2327,A61,A72,1,A93,A101,3,A121,42,A143,A152,1,A172,2,A191,A201,1
A14,8,A32,A42,1382,A61,A73,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1
A12,33,A32,A45,1755,A61,A72,4,A93,A101,1,A121,32,A143,A151,1,A172,1,A191,A201,2
A14,12,A32,A40,2133,A61,A75,4,A93,A101,4,A124,45,A143,A153,1,A174,1,A192,A201,1
A11,15,A32,A42,2039,A61,A73,1,A93,A101,4,A121,20,A141,A152,1,A173,1,A191,A201,2
A11,8,A34,A49,2133,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,2,A191,A201,1
A11,12,A32,A42,996,A61,A73,4,A93,A103,1,A122,20,A143,A152,1,A172,1,A191,A201,1
A11,18,A32,A44,1409,A61,A73,4,A93,A101,3,A121,55,A143,A152,1,A172,1,A192,A201,2
A11,12,A34,A42,1554,A61,A74,3,A93,A101,3,A122,49,A143,A152,1,A173,1,A191,A201,2
A11,12,A34,A43,362,A61,A74,4,A93,A101,3,A121,49,A143,A152,3,A172,1,A192,A201,1
A12,24,A33,A40,1961,A65,A73,4,A93,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1
A14,21,A32,A49,1554,A64,A75,4,A93,A101,4,A121,34,A141,A152,1,A172,1,A191,A201,1
A12,24,A32,A40,2762,A61,A73,3,A93,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2
A11,21,A31,A410,1154,A65,A75,4,A93,A101,3,A123,35,A142,A152,1,A174,1,A192,A201,2
A12,4,A31,A40,932,A62,A72,1,A93,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2
A11,24,A32,A40,1453,A61,A74,4,A93,A101,4,A123,23,A143,A153,1,A173,1,A191,A201,2
A12,21,A30,A49,3380,A61,A73,1,A93,A101,4,A121,33,A143,A152,3,A172,1,A191,A201,2
A14,15,A34,A40,2039,A61,A74,2,A93,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,2
A14,21,A33,A45,3017,A61,A73,1,A93,A101,2,A122,30,A143,A153,1,A173,1,A191,A201,1
A12,7,A32,A43,2327,A61,A72,1,A93,A103,1,A121,40,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A42,886,A61,A73,4,A93,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,2
A12,24,A31,A45,1837,A61,A74,4,A93,A101,4,A124,33,A141,A153,1,A172,1,A191,A201,2
A14,36,A32,A42,3380,A61,A73,4,A93,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2
A13,10,A32,A42,1274,A61,A72,4,A93,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1
A11,21,A32,A42,2133,A63,A73,4,A93,A101,4,A121,21,A143,A152,1,A173,1,A192,A201,1
A14,21,A34,A49,3568,A61,A73,3,A93,A101,2,A121,62,A143,A152,1,A174,1,A192,A201,1
A12,36,A32,A43,2606,A62,A73,4,A93,A102,4,A124,44,A143,A153,1,A173,1,A191,A201,2
A14,15,A32,A43,1453,A61,A72,4,A93,A101,1,A121,32,A143,A152,1,A173,1,A191,A201,1
A14,14,A32,A41,1092,A65,A72,4,A93,A101,4,A124,38,A141,A153,1,A173,2,A191,A201,1
A11,12,A32,A44,750,A62,A71,4,A93,A101,3,A123,21,A143,A152,1,A173,1,A191,A201,2
A13,10,A32,A40,1231,A62,A75,1,A93,A101,4,A124,42,A143,A153,1,A172,2,A191,A201,2
A11,21,A32,A43,3380,A64,A71,4,A93,A101,2,A123,28,A141,A152,1,A173,1,A191,A201,1
A11,24,A31,A41,3622,A61,A73,1,A93,A103,4,A123,21,A141,A151,1,A173,1,A191,A202,1
A14,15,A33,A42,1755,A61,A74,4,A93,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,2
A12,45,A30,A49,9960,A65,A73,2,A93,A101,2,A123,42,A143,A152,1,A174,1,A192,A201,1
A12,48,A33,A43,7678,A65,A73,2,A93,A101,2,A124,25,A143,A152,1,A174,1,A191,A201,1
A11,7,A34,A40,3017,A61,A73,1,A93,A101,3,A121,34,A143,A151,3,A173,2,A191,A201,1
A12,27,A32,A42,3380,A62,A73,2,A93,A102,4,A123,21,A143,A152,1,A173,1,A191,A201,2
A14,12,A32,A40,362,A61,A73,4,A93,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1
A12,18,A32,A49,2901,A61,A74,2,A93,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A40,1274,A61,A73,3,A93,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,2
A14,48,A32,A40,3568,A65,A73,4,A93,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2
A11,12,A32,A49,1837,A61,A72,4,A93,A101,1,A123,21,A143,A151,1,A173,1,A191,A201,1
A11,15,A32,A43,1882,A61,A73,4,A93,A101,4,A124,55,A143,A153,1,A173,1,A191,A201,2
A14,14,A32,A43,1453,A65,A72,4,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A13,7,A32,A42,1516,A61,A73,2,A93,A101,2,A121,36,A143,A152,1,A173,1,A192,A201,1
A12,8,A31,A40,1199,A62,A71,2,A93,A101,3,A123,28,A143,A152,1,A173,1,A191,A201,2
A14,36,A32,A42,3190,A63,A73,4,A93,A101,4,A121,33,A143,A152,1,A173,1,A192,A201,1
A14,8,A32,A49,3017,A65,A72,1,A93,A101,4,A121,55,A143,A152,1,A172,1,A191,A201,1
A11,24,A32,A43,3757,A61,A73,2,A93,A103,4,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A42,1274,A61,A73,4,A93,A101,3,A123,37,A141,A152,1,A173,1,A191,A201,2
A12,14,A32,A43,1199,A65,A72,4,A93,A101,1,A122,21,A143,A152,1,A173,1,A191,A201,1
A14,8,A32,A49,1961,A61,A72,2,A93,A102,2,A123,20,A143,A152,1,A173,1,A191,A201,2
A12,24,A33,A40,1366,A61,A72,3,A93,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2
A14,12,A32,A40,1154,A61,A72,4,A93,A101,4,A122,40,A141,A152,3,A173,2,A191,A201,1
A14,24,A32,A43,1366,A63,A74,4,A93,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A12,48,A33,A43,12579,A61,A74,2,A93,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1
A14,12,A32,A43,1453,A61,A72,4,A93,A101,3,A123,33,A143,A152,1,A173,2,A191,A201,1
A11,36,A33,A43,3380,A61,A74,3,A93,A101,2,A122,25,A141,A152,1,A173,2,A192,A201,2
A11,15,A32,A40,750,A61,A71,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,2
A12,14,A32,A45,1092,A61,A75,4,A93,A101,4,A123,34,A143,A152,1,A172,1,A191,A201,1
A14,14,A32,A43,3568,A62,A73,3,A93,A101,2,A122,35,A143,A152,1,A174,1,A191,A201,2
A14,24,A34,A42,2762,A61,A74,4,A93,A101,2,A123,38,A143,A152,1,A173,1,A192,A201,1
A11,18,A34,A43,2762,A61,A74,4,A93,A101,1,A122,37,A143,A152,1,A174,1,A192,A201,1
A14,33,A33,A49,7127,A64,A72,4,A93,A101,4,A123,25,A143,A151,1,A173,1,A192,A201,2
A11,33,A32,A43,4221,A61,A73,2,A93,A103,2,A121,32,A143,A152,3,A173,1,A191,A201,1
A12,12,A32,A40,1382,A63,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2
A13,21,A32,A43,750,A61,A71,4,A93,A101,3,A124,34,A141,A153,1,A173,2,A191,A201,2
A11,12,A32,A40,362,A61,A73,4,A93,A101,4,A123,35,A143,A151,1,A172,2,A191,A201,2
A11,45,A32,A46,5954,A61,A72,4,A93,A101,1,A121,43,A143,A153,1,A174,1,A192,A201,1
A12,12,A32,A42,1409,A61,A73,4,A93,A101,2,A122,34,A143,A152,1,A172,1,A191,A201,2
A11,21,A32,A40,1603,A61,A72,4,A93,A102,1,A121,38,A143,A152,1,A173,1,A191,A201,2
A12,33,A32,A40,7127,A62,A72,2,A93,A101,4,A123,36,A143,A152,3,A174,1,A192,A201,2
A14,21,A34,A43,1755,A61,A74,4,A93,A101,3,A123,33,A143,A152,1,A173,1,A192,A201,1
A11,14,A32,A40,3190,A61,A71,1,A93,A101,4,A124,21,A143,A153,1,A173,1,A191,A201,1
A12,12,A32,A40,750,A61,A75,4,A93,A101,4,A123,36,A141,A152,1,A172,2,A191,A201,2
A14,45,A32,A43,8133,A65,A74,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A192,A201,1
A12,27,A30,A49,4221,A61,A73,2,A93,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A12,15,A32,A42,4454,A61,A75,2,A93,A101,1,A122,36,A143,A152,1,A173,1,A192,A201,1
A13,12,A32,A43,1516,A61,A73,3,A93,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,1
A11,12,A32,A40,1154,A65,A73,4,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,2
A14,18,A32,A42,1554,A61,A72,4,A93,A101,2,A121,43,A143,A152,1,A173,1,A191,A201,1
A12,7,A33,A42,797,A61,A71,4,A93,A101,1,A122,33,A142,A152,1,A174,1,A192,A201,1
A11,4,A34,A43,996,A61,A73,2,A93,A101,4,A121,44,A143,A152,1,A172,1,A191,A201,1
A14,21,A32,A49,4454,A61,A71,4,A93,A102,2,A124,25,A141,A152,1,A174,1,A191,A201,1
A12,27,A31,A42,2762,A64,A73,4,A93,A101,2,A123,32,A142,A152,1,A173,2,A191,A201,1
A14,48,A32,A49,3622,A61,A73,1,A93,A101,1,A121,26,A142,A152,1,A173,1,A191,A201,1
A11,12,A34,A40,3622,A61,A73,3,A93,A102,4,A122,37,A143,A151,1,A173,1,A192,A201,2
A13,27,A34,A43,2238,A61,A75,4,A93,A101,4,A122,40,A143,A152,1,A173,1,A191,A201,1
A14,21,A34,A40,3380,A62,A73,3,A93,A101,3,A122,25,A143,A152,1,A172,1,A192,A201,1
A14,33,A32,A49,3872,A62,A74,2,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,48,A32,A40,8133,A61,A72,2,A93,A101,4,A122,36,A143,A152,1,A174,1,A192,A201,1
A14,4,A34,A40,3380,A63,A73,1,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,18,A33,A49,1882,A63,A72,4,A93,A101,2,A121,36,A141,A152,1,A172,2,A191,A201,2
A14,27,A34,A43,4454,A61,A74,4,A93,A101,4,A123,26,A143,A152,1,A174,1,A192,A201,1
A14,21,A34,A42,3757,A61,A75,4,A93,A101,4,A123,32,A143,A152,1,A173,1,A192,A201,1
A12,48,A32,A42,7678,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,2
A11,21,A32,A43,1755,A61,A72,4,A93,A101,4,A121,55,A141,A151,1,A172,1,A191,A201,1
A14,15,A32,A43,1453,A61,A72,3,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,4,A32,A46,1554,A61,A72,1,A93,A101,2,A124,47,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A43,1603,A65,A73,4,A93,A101,4,A124,34,A143,A152,1,A173,1,A192,A201,1
A14,15,A33,A42,2039,A61,A73,4,A93,A101,3,A122,38,A141,A152,1,A173,1,A191,A201,1
A14,24,A34,A43,7127,A61,A72,3,A93,A101,3,A124,55,A143,A153,3,A173,1,A192,A201,1
A12,33,A33,A49,8133,A62,A74,1,A93,A101,3,A122,30,A143,A152,1,A172,2,A192,A201,1
A14,48,A32,A40,4811,A65,A73,4,A93,A101,4,A123,32,A143,A153,1,A173,2,A192,A201,1
A13,10,A34,A43,1154,A65,A74,4,A93,A101,2,A122,25,A143,A152,1,A173,1,A192,A201,1
A12,33,A33,A40,2133,A62,A75,4,A93,A101,3,A124,28,A143,A153,1,A173,1,A191,A201,1
A14,8,A32,A43,2039,A62,A75,3,A93,A102,4,A123,33,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A41,2901,A64,A73,1,A93,A101,3,A122,30,A143,A152,1,A173,2,A191,A201,1
A11,15,A34,A40,448,A61,A73,2,A93,A101,3,A122,21,A143,A152,3,A173,1,A191,A201,1
A12,15,A32,A45,2606,A62,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,21,A32,A43,2133,A62,A72,2,A93,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,7,A34,A40,3622,A61,A72,1,A93,A101,3,A121,37,A143,A152,1,A172,2,A191,A201,1
A14,21,A32,A43,1603,A61,A74,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,7,A32,A41,932,A63,A73,2,A93,A101,4,A122,43,A143,A151,1,A173,1,A191,A201,1
A12,12,A32,A43,797,A61,A74,4,A93,A103,3,A121,28,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A40,932,A61,A71,1,A93,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A43,1366,A61,A73,4,A93,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1
A13,14,A32,A40,1382,A61,A72,4,A93,A101,4,A123,35,A143,A151,1,A173,1,A192,A201,1
A14,12,A32,A42,1092,A63,A73,4,A93,A101,4,A123,28,A143,A152,1,A172,1,A191,A201,2
A11,45,A34,A41,4454,A61,A75,4,A93,A101,4,A124,40,A143,A153,1,A173,1,A192,A201,2
A13,24,A32,A43,1382,A62,A75,4,A93,A101,2,A124,42,A143,A153,1,A173,1,A192,A201,1
A12,27,A33,A49,1837,A62,A71,4,A93,A101,2,A122,36,A142,A152,1,A173,1,A191,A201,1
A12,27,A32,A49,2439,A61,A73,4,A93,A101,1,A123,32,A143,A152,1,A173,2,A192,A201,1
A14,15,A32,A40,5324,A63,A75,1,A93,A101,4,A124,33,A143,A153,1,A173,1,A191,A201,1
A12,45,A32,A40,4811,A62,A74,3,A93,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,2
A12,12,A30,A42,2901,A61,A72,4,A93,A101,3,A122,25,A143,A151,1,A173,1,A191,A201,2
A12,8,A32,A43,1199,A61,A75,4,A93,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A43,1516,A61,A73,2,A93,A101,2,A121,34,A143,A152,1,A172,2,A191,A201,1
A12,15,A32,A43,362,A63,A75,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1
A11,4,A31,A46,1199,A61,A75,4,A93,A101,4,A124,33,A143,A151,1,A173,1,A191,A201,2
A14,18,A32,A41,1837,A61,A72,4,A93,A101,4,A121,40,A143,A152,1,A174,1,A192,A201,1
A11,8,A34,A43,886,A61,A73,4,A93,A101,4,A121,23,A143,A152,1,A172,1,A191,A201,1
A12,48,A32,A40,12579,A61,A75,4,A93,A101,2,A121,25,A143,A152,1,A174,1,A192,A201,2
A14,27,A34,A41,5954,A64,A73,1,A93,A101,4,A123,51,A143,A152,1,A173,1,A191,A201,1
A14,27,A32,A43,2327,A65,A72,3,A93,A101,2,A123,35,A143,A152,1,A173,2,A192,A201,1
A12,15,A32,A43,1231,A61,A73,4,A93,A101,2,A124,30,A143,A153,1,A173,1,A192,A201,1
A13,21,A32,A43,2327,A65,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A12,18,A30,A41,8133,A62,A75,3,A93,A101,4,A123,36,A141,A152,1,A173,1,A192,A201,1
A13,8,A30,A43,1092,A61,A72,4,A93,A101,2,A123,32,A143,A152,1,A174,1,A192,A201,2
A12,4,A31,A49,448,A63,A72,4,A93,A101,2,A122,23,A141,A152,1,A173,2,A191,A201,2
A11,12,A32,A40,1231,A61,A73,4,A93,A101,2,A121,23,A143,A152,1,A172,1,A191,A201,2
A12,8,A32,A40,797,A63,A73,4,A93,A101,3,A121,61,A143,A152,1,A172,1,A191,A201,1
A14,27,A32,A40,2439,A61,A73,3,A93,A101,3,A121,21,A143,A152,1,A173,1,A192,A201,2
A14,4,A34,A40,362,A63,A73,2,A93,A101,2,A121,37,A141,A152,1,A172,1,A191,A201,1
A14,15,A34,A43,1603,A63,A73,2,A93,A101,2,A122,55,A143,A152,1,A172,1,A191,A201,1
A11,15,A32,A43,1882,A61,A73,4,A93,A101,4,A123,25,A141,A151,1,A173,1,A191,A201,2
A12,48,A31,A49,5954,A61,A75,4,A93,A101,3,A124,49,A143,A151,1,A173,1,A192,A201,2
A13,27,A34,A49,932,A61,A73,2,A93,A101,4,A121,36,A143,A152,3,A173,1,A192,A201,1
A12,21,A33,A43,4454,A61,A72,1,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1
A11,21,A32,A43,1453,A61,A73,2,A93,A101,4,A121,20,A143,A151,1,A172,2,A191,A201,2
A12,8,A32,A43,750,A61,A74,4,A93,A103,2,A121,38,A143,A152,1,A172,1,A191,A201,1
A14,24,A32,A41,2606,A64,A73,2,A93,A101,4,A123,28,A143,A152,1,A173,1,A192,A201,1
A14,4,A34,A40,3380,A61,A74,1,A93,A101,1,A121,34,A143,A152,1,A173,2,A191,A201,1
A12,36,A32,A44,4221,A65,A72,3,A93,A101,2,A124,28,A141,A152,1,A171,1,A192,A201,1
A12,24,A32,A40,12579,A61,A73,1,A93,A101,4,A123,23,A143,A151,1,A174,1,A191,A201,2
A11,15,A32,A40,3380,A62,A73,3,A93,A101,4,A123,33,A143,A152,1,A172,2,A192,A201,1
A12,7,A34,A40,4811,A61,A74,1,A93,A101,3,A121,38,A143,A152,1,A174,2,A192,A201,1
A12,27,A30,A49,4221,A62,A73,4,A93,A101,4,A123,26,A143,A152,1,A172,1,A191,A201,2
A11,21,A31,A40,1603,A62,A74,2,A93,A101,3,A123,30,A141,A152,1,A173,1,A191,A201,1
A12,10,A31,A43,797,A61,A73,4,A93,A101,4,A121,21,A142,A152,1,A172,1,A191,A201,1
A14,18,A32,A43,2439,A65,A75,4,A93,A101,3,A122,36,A143,A152,1,A173,1,A191,A201,1
A11,21,A34,A42,1837,A63,A73,4,A93,A101,4,A121,21,A142,A152,1,A173,1,A192,A201,1
