status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
A12,33,A32,A42,7758,A62,A72,4,A93,A102,1,A124,28,A143,A151,1,A174,1,A192,A201,2
A14,21,A32,A42,1316,A61,A73,4,A93,A101,3,A122,35,A143,A152,1,A173,1,A191,A201,1
A11,18,A32,A43,1537,A61,A75,4,A93,A103,2,A121,37,A143,A152,1,A174,1,A191,A201,1
A11,4,A34,A40,1049,A62,A73,2,A93,A101,4,A123,26,A143,A152,3,A173,2,A192,A201,1
A11,24,A32,A40,3029,A61,A72,4,A92,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,2
A11,33,A32,A42,3959,A61,A72,2,A93,A101,4,A122,37,A143,A152,1,A173,2,A191,A201,1
A12,7,A32,A43,701,A62,A73,2,A93,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1
A12,21,A34,A43,958,A62,A72,4,A93,A101,4,A124,34,A141,A152,1,A173,2,A191,A201,2
A11,24,A32,A40,1200,A61,A72,4,A93,A101,4,A122,23,A143,A152,1,A173,1,A192,A201,2
A14,10,A32,A40,1123,A65,A73,4,A93,A103,4,A122,25,A143,A152,1,A172,1,A191,A201,2
A13,14,A34,A41,1835,A63,A73,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1
A12,14,A31,A49,5511,A62,A71,1,A93,A101,2,A122,32,A143,A152,1,A174,2,A192,A201,2
A14,24,A32,A43,1842,A61,A73,4,A93,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,1
A14,33,A32,A40,7721,A62,A72,4,A93,A101,2,A123,39,A143,A152,1,A173,1,A192,A201,1
A11,12,A32,A43,674,A61,A74,4,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,2
A14,33,A32,A40,3676,A61,A73,2,A93,A101,2,A121,30,A143,A152,1,A174,1,A192,A201,1
A13,14,A32,A49,2030,A61,A74,2,A93,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,1
A11,12,A33,A43,662,A61,A73,4,A93,A102,4,A121,20,A143,A152,1,A173,1,A191,A201,1
A14,21,A32,A40,1747,A65,A72,4,A93,A101,1,A122,46,A143,A152,1,A173,1,A191,A201,1
A11,4,A34,A40,454,A61,A74,4,A93,A101,3,A122,34,A143,A152,1,A173,1,A191,A202,1
A11,7,A34,A40,1185,A61,A72,2,A93,A101,4,A121,35,A143,A152,1,A172,2,A191,A201,1
A14,36,A34,A41,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,1,A173,1,A192,A201,2
A11,7,A32,A40,951,A62,A72,3,A93,A101,2,A122,38,A143,A152,1,A173,1,A191,A201,1
A14,7,A34,A43,484,A65,A75,4,A93,A101,4,A121,33,A143,A151,1,A173,1,A191,A201,1
A14,21,A34,A45,3959,A61,A75,3,A93,A101,4,A124,38,A143,A153,1,A173,1,A191,A201,1
A11,15,A32,A43,3190,A61,A73,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,2
A11,45,A30,A42,5595,A61,A73,3,A93,A101,4,A123,45,A143,A152,1,A173,2,A191,A201,2
A14,24,A32,A41,3384,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A12,15,A32,A43,1098,A61,A73,4,A93,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1
A12,21,A32,A49,7228,A61,A72,2,A93,A101,3,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A46,1520,A62,A73,4,A93,A101,3,A123,30,A143,A152,1,A173,1,A191,A201,1
A14,4,A34,A43,1255,A61,A74,2,A93,A101,1,A121,37,A143,A152,1,A172,2,A191,A201,1
A14,36,A32,A43,1553,A61,A73,4,A93,A101,4,A123,30,A143,A151,1,A173,1,A191,A201,2
A11,7,A32,A40,392,A61,A72,3,A93,A101,4,A121,36,A143,A152,1,A172,2,A192,A201,1
A12,33,A32,A40,1747,A61,A74,3,A93,A101,1,A123,30,A143,A152,1,A173,2,A191,A201,1
A12,15,A32,A40,2611,A62,A73,2,A93,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,2
A14,12,A33,A41,2064,A61,A72,4,A93,A101,4,A121,46,A143,A151,1,A173,1,A191,A201,1
A14,24,A32,A42,1537,A62,A74,4,A93,A101,3,A122,30,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A43,2389,A65,A72,4,A93,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1
A13,24,A34,A46,1602,A61,A72,2,A93,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,2
A11,4,A32,A40,1366,A65,A71,4,A93,A101,3,A122,63,A143,A152,1,A174,1,A192,A201,1
A12,15,A34,A42,3622,A61,A75,3,A93,A101,4,A122,34,A143,A152,1,A173,1,A192,A201,1
A11,45,A32,A40,6148,A61,A75,4,A93,A101,4,A121,37,A141,A152,1,A174,1,A191,A201,2
A13,15,A32,A49,3017,A61,A74,1,A93,A101,1,A122,40,A142,A152,1,A172,1,A191,A201,1
A12,12,A32,A40,2146,A61,A72,1,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,2
A14,21,A33,A40,1498,A61,A72,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A192,A201,1
A11,27,A32,A42,4594,A65,A72,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,2
A13,15,A32,A42,2210,A61,A73,2,A93,A101,1,A121,32,A143,A152,1,A172,2,A191,A201,2
A14,12,A34,A40,1042,A61,A75,4,A93,A101,4,A121,50,A143,A152,1,A172,1,A191,A201,1
A11,21,A33,A40,1126,A61,A71,4,A93,A101,2,A121,38,A143,A152,1,A173,2,A191,A201,2
A14,24,A34,A40,2039,A61,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A43,1295,A61,A74,3,A93,A101,1,A123,30,A141,A152,1,A173,2,A191,A201,1
A11,12,A34,A43,662,A61,A73,4,A92,A101,4,A121,23,A141,A152,1,A172,1,A191,A201,2
A14,45,A34,A42,7758,A61,A74,2,A93,A101,1,A124,33,A143,A153,1,A173,1,A192,A201,1
A14,12,A34,A45,996,A64,A74,4,A93,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,1
A14,7,A31,A43,1388,A63,A72,2,A93,A101,4,A122,39,A143,A152,1,A172,2,A191,A201,1
A11,45,A32,A43,9398,A61,A74,1,A93,A101,1,A122,39,A143,A152,1,A173,1,A192,A201,2
A12,12,A34,A40,1498,A62,A72,4,A93,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A46,1199,A61,A74,4,A93,A101,4,A122,62,A143,A152,1,A174,1,A192,A201,1
A12,12,A32,A43,1126,A61,A72,2,A93,A101,1,A123,21,A142,A152,1,A173,1,A191,A201,2
A12,15,A30,A40,2241,A62,A72,3,A93,A101,3,A123,28,A143,A152,1,A173,1,A192,A201,2
A14,21,A30,A40,4817,A65,A73,1,A93,A101,4,A123,28,A141,A152,1,A173,1,A192,A201,2
A11,21,A32,A42,2825,A61,A74,3,A93,A101,4,A123,25,A141,A152,1,A173,1,A191,A201,2
A12,15,A32,A42,1445,A61,A72,2,A93,A101,2,A121,30,A143,A152,1,A172,1,A191,A201,2
A11,21,A32,A49,2299,A65,A75,4,A93,A101,4,A124,43,A141,A153,1,A173,2,A192,A201,1
A11,21,A32,A43,1295,A61,A74,4,A93,A103,4,A123,23,A141,A151,1,A172,1,A191,A201,2
A13,4,A33,A43,666,A61,A72,2,A93,A101,1,A122,28,A141,A152,1,A173,1,A191,A201,1
A12,33,A32,A40,10144,A65,A73,1,A93,A101,4,A121,34,A143,A153,1,A173,1,A192,A201,2
A12,21,A32,A49,3676,A65,A73,4,A93,A101,2,A122,34,A141,A152,1,A174,1,A191,A201,1
A12,24,A33,A43,1554,A62,A74,3,A93,A101,2,A121,23,A143,A151,1,A173,1,A192,A201,1
A11,12,A32,A40,1185,A61,A74,2,A93,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2
A14,21,A32,A43,1928,A64,A75,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1
A12,45,A32,A43,3342,A65,A74,4,A93,A101,1,A123,36,A143,A152,1,A173,2,A191,A201,1
A11,48,A32,A43,7119,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,2
A11,24,A32,A49,3190,A61,A72,4,A93,A101,4,A121,23,A143,A153,1,A174,1,A192,A201,2
A14,27,A34,A43,4351,A61,A72,3,A93,A102,2,A123,34,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A41,5324,A65,A71,2,A93,A101,4,A123,26,A143,A152,1,A174,1,A192,A201,1
A11,15,A32,A49,797,A61,A73,4,A93,A101,4,A121,21,A143,A152,1,A172,1,A191,A201,1
A12,8,A32,A43,841,A61,A72,4,A93,A101,4,A123,25,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A42,2764,A61,A74,2,A93,A102,3,A123,23,A141,A152,1,A173,1,A191,A201,1
A12,12,A32,A43,2901,A61,A74,2,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A46,1884,A65,A73,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1
A12,36,A34,A40,2122,A61,A72,4,A93,A101,4,A123,25,A143,A152,3,A173,1,A191,A201,2
A14,24,A32,A42,1216,A61,A72,4,A93,A101,3,A123,32,A143,A152,1,A172,1,A191,A201,1
A12,15,A34,A40,841,A61,A75,3,A93,A103,3,A121,28,A141,A152,1,A173,1,A191,A201,2
A12,12,A34,A40,2389,A61,A72,1,A93,A101,3,A121,43,A141,A152,1,A172,2,A191,A201,1
A14,8,A33,A42,1382,A61,A73,4,A92,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1
A12,33,A32,A45,1835,A61,A72,4,A93,A101,1,A124,32,A143,A151,1,A172,1,A191,A201,2
A12,12,A32,A40,2133,A61,A75,4,A93,A101,4,A124,46,A143,A153,1,A174,1,A192,A201,1
A11,15,A32,A48,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2
A11,8,A34,A49,2197,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,2,A191,A201,1
A11,12,A32,A42,1047,A61,A73,4,A93,A103,1,A122,20,A143,A152,1,A172,1,A191,A201,1
A11,18,A32,A44,1382,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A172,1,A192,A201,2
A11,12,A34,A42,1597,A61,A73,3,A93,A101,3,A122,50,A143,A152,1,A173,1,A191,A201,2
A11,12,A34,A43,362,A61,A74,4,A93,A101,3,A121,50,A143,A152,3,A172,1,A192,A201,1
A12,24,A33,A40,1961,A65,A73,4,A93,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1
A14,21,A32,A49,1555,A64,A75,4,A92,A101,4,A121,34,A141,A152,1,A172,1,A191,A201,1
A12,24,A32,A40,2760,A61,A73,3,A93,A101,4,A121,20,A143,A152,1,A172,1,A192,A201,2
A11,21,A34,A410,1185,A62,A72,4,A93,A101,3,A123,35,A142,A152,1,A174,1,A192,A201,2
A12,4,A34,A42,932,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2
A11,24,A32,A40,1453,A61,A74,4,A93,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,2
A12,21,A30,A49,3430,A61,A73,1,A93,A101,4,A121,33,A143,A152,3,A172,1,A191,A201,2
A14,15,A34,A40,2121,A61,A74,2,A93,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,2
A14,21,A33,A49,3077,A61,A73,1,A93,A101,2,A124,30,A143,A153,1,A173,1,A191,A201,1
A12,7,A32,A43,2327,A61,A72,1,A93,A103,1,A121,40,A143,A152,1,A173,1,A192,A201,1
A12,8,A32,A42,888,A61,A73,4,A92,A101,1,A121,30,A143,A152,1,A173,1,A191,A201,2
A12,24,A31,A46,1837,A61,A74,4,A93,A101,4,A124,33,A141,A153,1,A172,1,A191,A201,2
A14,36,A32,A40,3380,A61,A73,4,A93,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2
A13,10,A32,A42,1274,A61,A72,4,A93,A101,2,A124,23,A143,A152,1,A173,1,A191,A201,1
A11,21,A32,A42,2197,A63,A73,4,A93,A101,4,A121,21,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A49,3609,A61,A73,3,A93,A101,2,A121,63,A143,A152,1,A174,1,A192,A201,1
A12,36,A32,A43,2611,A62,A73,4,A93,A102,4,A124,45,A143,A153,1,A173,1,A191,A201,2
A14,15,A32,A43,1501,A61,A72,4,A93,A101,1,A121,32,A143,A152,1,A173,1,A191,A201,1
A14,14,A32,A44,1123,A65,A75,4,A93,A101,4,A121,39,A141,A153,1,A173,2,A191,A201,1
A11,12,A32,A40,750,A62,A71,4,A93,A101,3,A122,21,A143,A152,1,A173,1,A191,A201,2
A13,10,A33,A40,1231,A62,A75,1,A93,A101,4,A124,43,A143,A152,1,A172,2,A191,A201,2
A11,21,A32,A43,3380,A61,A72,4,A93,A101,2,A123,28,A141,A152,1,A173,1,A191,A201,1
A11,24,A31,A41,3622,A61,A73,1,A93,A103,4,A123,21,A141,A152,1,A173,1,A191,A202,1
A14,15,A33,A40,1766,A61,A74,4,A93,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,2
A12,45,A30,A49,10144,A65,A73,2,A93,A101,2,A123,43,A141,A152,1,A174,1,A191,A201,1
A12,48,A33,A43,7758,A65,A73,2,A93,A101,2,A124,25,A143,A153,1,A173,1,A191,A201,1
A11,7,A34,A40,3069,A61,A73,1,A93,A101,3,A121,34,A143,A151,3,A173,2,A191,A201,1
A12,27,A32,A42,3384,A62,A73,2,A92,A102,4,A123,21,A143,A152,1,A173,1,A191,A201,2
A14,12,A32,A40,385,A61,A73,4,A93,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1
A12,18,A34,A49,2993,A61,A74,2,A93,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A40,1291,A61,A73,3,A93,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,2
A14,48,A32,A49,3590,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2
A11,12,A32,A42,1837,A61,A72,4,A93,A101,1,A123,21,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A43,1934,A61,A73,4,A93,A101,4,A124,56,A143,A151,1,A173,1,A191,A201,2
A14,14,A32,A43,1495,A61,A75,4,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A13,7,A32,A42,1544,A61,A73,2,A93,A101,2,A121,36,A143,A152,1,A173,1,A192,A201,1
A12,8,A31,A40,1216,A62,A73,2,A93,A101,3,A124,28,A143,A152,1,A173,1,A191,A201,2
A14,36,A34,A42,3342,A63,A73,4,A93,A101,4,A121,33,A143,A152,1,A173,1,A192,A201,1
A14,8,A32,A43,3074,A65,A75,1,A93,A101,4,A121,56,A143,A152,1,A172,1,A191,A201,1
A11,24,A32,A43,3757,A61,A73,2,A93,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,15,A31,A42,1295,A61,A73,4,A93,A101,3,A123,38,A141,A152,1,A173,1,A191,A201,2
A12,14,A32,A43,1216,A65,A72,4,A93,A101,1,A122,21,A143,A152,1,A173,1,A191,A201,1
A14,8,A32,A44,1963,A61,A72,2,A93,A101,2,A123,20,A143,A151,1,A173,1,A191,A201,2
A12,24,A32,A40,1366,A61,A72,3,A93,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2
A14,12,A32,A46,1188,A61,A72,4,A93,A101,4,A122,41,A143,A152,3,A173,2,A191,A201,1
A14,24,A32,A43,1366,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A192,A201,1
A14,48,A33,A43,12612,A61,A74,2,A93,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1
A14,12,A32,A43,1455,A61,A72,4,A93,A101,3,A123,33,A143,A152,1,A173,2,A191,A201,1
A11,36,A33,A43,3441,A61,A74,3,A93,A101,2,A122,25,A141,A152,1,A173,2,A192,A201,2
A11,15,A32,A40,750,A61,A71,4,A93,A101,1,A121,26,A143,A152,1,A172,1,A191,A201,2
A12,14,A32,A45,1123,A61,A75,4,A93,A101,4,A123,34,A143,A152,1,A172,1,A191,A201,1
A14,14,A32,A46,3612,A62,A73,3,A93,A101,2,A122,35,A143,A152,1,A174,1,A192,A201,2
A14,24,A34,A42,2670,A61,A74,4,A93,A103,2,A123,38,A143,A152,1,A172,1,A192,A201,1
A11,18,A34,A41,2671,A61,A74,4,A93,A101,1,A122,37,A143,A152,1,A174,1,A192,A201,1
A14,33,A33,A49,7228,A61,A72,4,A93,A101,4,A123,25,A143,A151,1,A173,1,A192,A201,2
A11,33,A34,A43,4249,A61,A71,2,A93,A103,2,A123,32,A143,A152,3,A173,1,A191,A201,1
A14,12,A32,A40,1382,A63,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2
A13,21,A32,A40,760,A61,A74,4,A93,A101,3,A124,34,A141,A151,1,A173,2,A191,A201,2
A11,12,A32,A40,392,A61,A73,4,A93,A101,4,A123,35,A143,A151,1,A172,2,A191,A201,2
A11,45,A32,A46,6143,A61,A74,4,A93,A101,1,A124,44,A143,A153,1,A174,1,A191,A201,1
A12,12,A32,A42,1445,A61,A73,4,A93,A101,2,A122,34,A143,A152,1,A172,1,A191,A201,2
A11,21,A32,A40,1750,A61,A75,4,A93,A102,1,A121,39,A143,A152,1,A173,1,A191,A201,2
A12,33,A33,A40,7228,A62,A75,2,A93,A101,4,A123,37,A143,A152,3,A174,1,A192,A201,2
A14,21,A34,A41,1829,A61,A74,4,A93,A101,3,A123,33,A143,A152,1,A173,1,A192,A201,1
A11,14,A32,A40,3331,A61,A71,1,A93,A101,4,A124,21,A143,A153,1,A173,1,A191,A201,1
A12,12,A32,A40,754,A61,A72,4,A93,A101,4,A123,36,A141,A152,1,A172,2,A191,A201,2
A14,45,A32,A43,8335,A65,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A192,A201,1
A12,27,A30,A49,4221,A61,A73,2,A93,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A12,15,A34,A42,4594,A61,A75,2,A93,A101,1,A124,36,A143,A152,1,A173,1,A192,A201,1
A13,12,A32,A43,1495,A61,A73,3,A93,A101,4,A124,25,A143,A151,1,A173,1,A191,A201,1
A11,12,A32,A40,1126,A65,A73,4,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,2
A14,18,A32,A42,1597,A61,A75,4,A93,A101,2,A121,44,A143,A152,1,A173,1,A191,A201,1
A12,7,A32,A42,841,A61,A71,4,A93,A101,1,A122,33,A143,A152,1,A174,1,A192,A201,1
A13,4,A34,A46,999,A61,A73,2,A92,A101,4,A122,45,A143,A152,1,A172,1,A191,A201,1
A14,21,A34,A410,4591,A61,A71,4,A93,A101,2,A121,25,A141,A152,1,A174,1,A192,A201,1
A12,27,A31,A42,2820,A64,A73,4,A93,A101,2,A123,32,A142,A152,1,A173,2,A192,A201,1
A14,48,A31,A49,3622,A61,A73,1,A93,A101,1,A121,26,A142,A152,1,A173,1,A191,A201,1
A11,12,A34,A40,3711,A61,A72,3,A93,A101,4,A122,38,A143,A151,1,A173,1,A191,A201,2
A13,27,A34,A43,2299,A61,A75,4,A93,A101,4,A122,41,A143,A152,1,A173,1,A191,A201,1
A14,21,A34,A49,3430,A62,A73,3,A93,A101,3,A122,25,A143,A152,1,A172,1,A192,A201,1
A14,33,A32,A49,3965,A62,A74,2,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,48,A32,A40,8335,A61,A72,2,A93,A101,4,A124,37,A143,A152,1,A173,1,A192,A201,1
A14,4,A34,A40,3160,A63,A73,1,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,18,A33,A49,1934,A63,A72,4,A93,A101,2,A121,36,A141,A152,1,A172,2,A191,A201,2
A14,27,A34,A43,4454,A61,A74,4,A93,A101,4,A123,26,A143,A152,1,A174,1,A192,A201,1
A12,21,A32,A42,3844,A61,A72,4,A93,A101,4,A123,32,A143,A152,1,A173,1,A192,A201,1
A14,48,A34,A44,7432,A62,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,2
A11,21,A32,A43,1835,A61,A72,4,A93,A101,4,A121,56,A141,A151,1,A172,1,A191,A201,1
A14,15,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,4,A33,A43,1553,A61,A72,1,A93,A101,2,A124,48,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A43,1747,A65,A73,4,A93,A101,4,A124,34,A143,A152,1,A173,1,A192,A201,1
A14,15,A33,A49,1967,A61,A73,4,A93,A101,3,A121,38,A141,A152,1,A173,1,A191,A201,1
A14,24,A34,A40,6850,A61,A71,3,A94,A101,3,A124,54,A143,A153,3,A173,1,A192,A201,1
A12,33,A33,A49,8318,A62,A74,1,A93,A101,3,A122,30,A143,A152,1,A172,2,A192,A201,1
A14,48,A32,A49,5045,A65,A73,4,A93,A101,4,A124,32,A143,A151,1,A173,2,A192,A201,1
A13,10,A32,A43,1185,A65,A74,4,A93,A101,2,A122,25,A143,A152,1,A173,1,A192,A201,1
A12,33,A33,A40,2210,A62,A72,4,A93,A101,3,A121,28,A143,A151,1,A173,1,A191,A201,1
A14,8,A32,A43,2118,A62,A75,3,A93,A102,4,A123,33,A143,A152,1,A173,1,A192,A201,1
A11,12,A32,A40,2993,A64,A73,1,A93,A101,3,A122,30,A143,A152,1,A173,2,A191,A201,1
A14,15,A34,A42,601,A61,A73,2,A93,A101,3,A122,21,A143,A152,3,A173,1,A191,A201,1
A12,15,A32,A45,2611,A62,A73,3,A93,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1
A12,21,A32,A43,2210,A62,A72,2,A93,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,7,A34,A40,3676,A65,A72,1,A93,A101,3,A121,38,A143,A152,1,A172,2,A191,A201,1
A14,21,A32,A43,1747,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,1
A14,7,A32,A49,958,A63,A73,2,A93,A101,4,A122,44,A143,A151,1,A173,1,A191,A201,1
A12,12,A32,A43,846,A61,A74,4,A93,A103,3,A121,28,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A40,932,A61,A73,1,A93,A101,2,A123,35,A143,A152,1,A171,1,A191,A201,1
A14,15,A34,A43,1391,A61,A73,4,A93,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1
A13,14,A32,A43,1418,A61,A72,4,A93,A101,4,A123,35,A143,A151,1,A174,1,A192,A201,1
A14,12,A32,A42,1098,A63,A73,4,A93,A101,4,A123,28,A143,A152,1,A172,1,A191,A201,2
A11,45,A34,A41,4591,A61,A75,4,A93,A101,4,A121,41,A143,A153,1,A173,1,A192,A201,2
A13,24,A32,A43,1382,A62,A75,4,A93,A101,2,A124,42,A143,A153,1,A173,1,A192,A201,1
A12,27,A33,A49,1893,A62,A75,4,A93,A101,2,A122,36,A142,A152,1,A173,1,A191,A201,1
A12,27,A32,A49,2442,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1
A14,15,A32,A40,5324,A63,A75,1,A93,A101,4,A124,33,A143,A153,1,A173,1,A191,A201,1
A12,45,A32,A40,5045,A62,A74,3,A93,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,2
A12,12,A30,A45,2910,A61,A72,4,A93,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,2
A12,8,A32,A43,1199,A61,A75,4,A93,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A43,1544,A61,A73,2,A93,A101,2,A121,34,A143,A152,1,A172,2,A191,A201,1
A14,15,A32,A43,385,A63,A72,4,A93,A101,3,A122,30,A141,A152,1,A174,1,A192,A201,1
A11,4,A31,A46,1199,A61,A75,4,A93,A101,4,A124,33,A143,A153,1,A173,1,A191,A201,2
A14,18,A32,A41,1893,A61,A73,4,A93,A101,4,A121,41,A143,A152,1,A174,1,A192,A201,1
A11,8,A34,A43,907,A61,A73,4,A93,A101,4,A121,23,A143,A152,1,A172,1,A191,A201,1
A12,48,A32,A40,12612,A61,A74,4,A93,A101,2,A124,25,A143,A152,1,A171,1,A192,A201,2
A14,27,A34,A41,6148,A65,A73,1,A93,A101,4,A123,52,A143,A152,1,A173,1,A191,A201,1
A14,27,A34,A43,2384,A65,A75,3,A93,A101,2,A123,35,A143,A152,1,A173,2,A191,A201,1
A14,15,A32,A43,1255,A61,A73,4,A93,A101,2,A124,30,A143,A152,1,A173,1,A192,A201,1
A13,21,A34,A43,2389,A65,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A12,18,A30,A41,7855,A62,A75,3,A94,A101,4,A123,36,A141,A152,1,A173,1,A192,A201,1
A13,8,A30,A43,1126,A61,A72,4,A93,A101,2,A123,32,A143,A152,1,A174,1,A192,A201,2
A12,4,A31,A43,448,A64,A72,4,A93,A101,2,A122,23,A141,A152,1,A173,2,A191,A201,2
A11,12,A32,A40,1231,A61,A73,4,A93,A101,2,A121,23,A143,A152,1,A172,1,A191,A201,2
A12,8,A32,A43,797,A63,A73,4,A93,A101,3,A121,61,A143,A152,1,A172,1,A191,A201,1
A14,27,A32,A40,2445,A61,A73,3,A92,A101,3,A121,21,A143,A152,1,A173,1,A191,A201,2
A14,4,A34,A40,362,A63,A73,2,A93,A101,2,A121,37,A141,A152,1,A172,1,A191,A201,1
A14,15,A34,A43,1572,A61,A75,2,A93,A101,2,A122,54,A143,A152,1,A172,1,A191,A201,1
A11,15,A32,A43,1882,A61,A73,4,A93,A101,4,A123,25,A141,A151,1,A173,1,A191,A201,2
A12,48,A31,A49,5998,A61,A75,4,A93,A101,3,A124,50,A143,A152,1,A173,1,A191,A201,2
A14,27,A34,A40,960,A61,A73,2,A93,A101,4,A121,36,A143,A152,3,A173,1,A192,A201,1
A12,21,A33,A43,4594,A61,A72,1,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1
A11,21,A32,A43,1498,A61,A73,2,A93,A101,4,A121,20,A143,A151,1,A172,2,A191,A201,2
A12,8,A32,A43,750,A61,A74,4,A93,A103,2,A121,39,A143,A152,1,A172,1,A191,A201,1
A14,24,A33,A43,2606,A63,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A192,A201,1
A14,4,A34,A40,3380,A61,A74,1,A93,A101,1,A121,34,A143,A152,1,A173,2,A191,A201,1
A12,36,A31,A44,4210,A65,A72,3,A93,A101,2,A124,28,A141,A152,1,A171,1,A191,A201,1
A12,24,A32,A41,12389,A61,A73,1,A93,A101,4,A123,23,A143,A152,1,A174,1,A191,A201,2
A11,15,A32,A40,3441,A62,A73,3,A93,A101,4,A123,33,A143,A152,1,A172,2,A191,A201,1
A14,7,A34,A40,5084,A61,A74,1,A93,A101,3,A121,39,A143,A152,1,A174,2,A192,A201,1
A12,27,A30,A49,4221,A62,A73,4,A93,A101,4,A123,26,A143,A152,1,A172,1,A191,A201,2
A11,21,A31,A40,1750,A62,A74,2,A93,A101,3,A123,30,A141,A152,1,A173,1,A191,A201,1
A12,10,A31,A43,841,A61,A73,4,A93,A101,4,A121,21,A142,A152,1,A172,1,A191,A201,1
A14,18,A32,A43,2515,A65,A72,4,A93,A101,3,A122,36,A143,A152,1,A173,1,A192,A201,1
A11,21,A31,A42,1893,A63,A73,4,A93,A101,4,A121,21,A142,A152,1,A173,1,A192,A201,1
