@relation adultd
@attribute age {v0,v1,v2,v3}
@attribute workclass {Self-emp-inc,State-gov,Private,Local-gov,Self-emp-not-inc,Federal-gov,Pool}
@attribute fnlwgt {v0,v1,v2,v3}
@attribute education {Masters,Prof-school,12th,Assoc-voc,1st-4th,Assoc-acdm,HS-grad,Bachelors,Pool,9th,5th-6th,Some-college,11th,10th,Doctorate,7th-8th}
@attribute education-num {v0,v1,v2,v3}
@attribute marital-status {Separated,Widowed,Divorced,Married-spouse-absent,Never-married,Pool,Married-civ-spouse}
@attribute occupation {Farming-fishing,Pool,Craft-repair,Other-service,Transport-moving,Prof-specialty,Sales,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Protective-serv,Tech-support,Priv-house-serv}
@attribute relationship {Own-child,Wife,Unmarried,Other-relative,Husband,Not-in-family}
@attribute race {Amer-Indian-Eskimo,Asian-Pac-Islander,Other,Black,White}
@attribute sex {Male,Female}
@attribute capital-gain {v0,v3}
@attribute capital-loss {v0,v3}
@attribute hours-per-week {v0,v2,v3}
@attribute native-country {Canada,Germany,Philippines,Mexico,India,Puerto-Rico,United-States,Pool}
@attribute income {'>50K','<=50K'}
@data
v3,Private,v3,5th-6th,v0,Widowed,Other-service,Unmarried,White,Female,v0,v0,v3,Mexico,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v1,Private,v3,10th,v0,Never-married,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Self-emp-not-inc,v3,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v3,Prof-school,v3,Never-married,Adm-clerical,Not-in-family,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v0,HS-grad,v0,Separated,Machine-op-inspct,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v0,v0,United-States,'>50K'
v1,Local-gov,v3,Masters,v3,Never-married,Prof-specialty,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,?,'<=50K'
v3,Private,v0,HS-grad,v0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,v0,v3,v0,United-States,'<=50K'
v0,?,v0,HS-grad,v0,Married-civ-spouse,?,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v1,State-gov,v2,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Separated,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v2,Bachelors,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Never-married,Adm-clerical,Not-in-family,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,Pool,'<=50K'
v3,Self-emp-inc,v0,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v0,HS-grad,v0,Separated,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Local-gov,v3,Some-college,v1,Married-civ-spouse,Protective-serv,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Private,v1,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Divorced,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,12th,v0,Married-civ-spouse,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v1,Some-college,v1,Divorced,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v0,Bachelors,v3,Never-married,Sales,Unmarried,White,Female,v0,v0,v2,United-States,'<=50K'
v0,Private,v2,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v1,11th,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,11th,v0,Never-married,Farming-fishing,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,5th-6th,v0,Married-civ-spouse,Transport-moving,Wife,White,Female,v0,v0,v0,Mexico,'>50K'
v1,Private,v2,HS-grad,v0,Married-spouse-absent,Other-service,Not-in-family,White,Female,v0,v0,v0,Pool,'<=50K'
v2,Self-emp-not-inc,v0,Assoc-voc,v2,Married-civ-spouse,Farming-fishing,Husband,White,Male,v3,v0,v3,United-States,'<=50K'
v3,Federal-gov,v2,HS-grad,v0,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,v0,v0,v0,United-States,'<=50K'
v3,?,v2,HS-grad,v0,Widowed,?,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v1,11th,v0,Never-married,?,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Some-college,v1,Divorced,Adm-clerical,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,HS-grad,v0,Married-civ-spouse,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v2,Some-college,v1,Divorced,Transport-moving,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Divorced,Exec-managerial,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Local-gov,v3,10th,v0,Never-married,Craft-repair,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,?,v0,Some-college,v1,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Divorced,Machine-op-inspct,Not-in-family,White,Female,v0,v0,v2,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,11th,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,?,v2,HS-grad,v0,Married-civ-spouse,?,Husband,White,Male,v3,v0,v3,United-States,'<=50K'
v0,?,v1,Some-college,v1,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Local-gov,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Wife,Black,Female,v0,v0,v0,United-States,'>50K'
v0,Local-gov,v3,Bachelors,v3,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v0,Some-college,v1,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v2,United-States,'<=50K'
v0,?,v1,HS-grad,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Divorced,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Exec-managerial,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,12th,v0,Widowed,Machine-op-inspct,Other-relative,White,Female,v0,v0,v3,United-States,'<=50K'
v0,Private,v1,Some-college,v1,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v1,HS-grad,v0,Married-civ-spouse,Other-service,Wife,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Divorced,Transport-moving,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v1,Bachelors,v3,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v3,v0,United-States,'>50K'
v1,State-gov,v0,9th,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v2,United-States,'<=50K'
v3,Private,v2,Some-college,v1,Divorced,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Masters,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Prof-school,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Private,v0,7th-8th,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v1,Assoc-acdm,v2,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,Germany,'<=50K'
v0,Self-emp-not-inc,v0,Some-college,v1,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v0,Some-college,v1,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v0,Private,v2,11th,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Federal-gov,v0,HS-grad,v0,Married-civ-spouse,Adm-clerical,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,9th,v0,Married-civ-spouse,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v1,Bachelors,v3,Divorced,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'>50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v1,Some-college,v1,Divorced,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Local-gov,v3,Bachelors,v3,Never-married,Prof-specialty,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Some-college,v1,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Assoc-voc,v2,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Private,v2,Assoc-acdm,v2,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v0,v0,United-States,'>50K'
v3,Private,v2,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v1,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,HS-grad,v0,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,HS-grad,v0,Divorced,Machine-op-inspct,Other-relative,White,Female,v0,v0,v0,?,'<=50K'
v3,?,v3,HS-grad,v0,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,Pool,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v3,Private,v0,HS-grad,v0,Widowed,Other-service,Not-in-family,White,Female,v3,v0,v3,United-States,'<=50K'
v3,Private,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Local-gov,v2,Some-college,v1,Married-civ-spouse,Protective-serv,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v2,HS-grad,v0,Divorced,Machine-op-inspct,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v1,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Self-emp-not-inc,v2,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v3,v0,v3,United-States,'<=50K'
v2,Self-emp-inc,v0,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Divorced,Exec-managerial,Not-in-family,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Exec-managerial,Wife,White,Female,v0,v0,v2,United-States,'>50K'
v3,Local-gov,v1,HS-grad,v0,Widowed,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Never-married,Other-service,Unmarried,White,Male,v0,v0,v0,Pool,'<=50K'
v0,Private,v1,Bachelors,v3,Separated,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v0,Bachelors,v3,Never-married,Exec-managerial,Own-child,White,Female,v0,v0,v2,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Sales,Wife,White,Female,v0,v0,v3,?,'>50K'
v3,?,v0,Some-college,v1,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v3,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Local-gov,v1,10th,v0,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v0,HS-grad,v0,Divorced,Exec-managerial,Not-in-family,White,Female,v3,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v0,Masters,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,?,v3,HS-grad,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Machine-op-inspct,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Local-gov,v3,HS-grad,v0,Never-married,Other-service,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,11th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v3,Local-gov,v2,HS-grad,v0,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v1,Some-college,v1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,State-gov,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Some-college,v1,Widowed,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Bachelors,v3,Never-married,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,?,v3,Some-college,v1,Never-married,?,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Some-college,v1,Never-married,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v3,?,v0,7th-8th,v0,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,Bachelors,v3,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Never-married,Tech-support,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v3,Assoc-acdm,v2,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Self-emp-inc,v1,HS-grad,v0,Divorced,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Adm-clerical,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v3,v0,United-States,'>50K'
v3,Private,v3,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Divorced,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v1,State-gov,v3,9th,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v0,9th,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,?,v1,HS-grad,v0,Divorced,?,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Assoc-acdm,v2,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v2,Some-college,v1,Widowed,Adm-clerical,Not-in-family,White,Male,v0,v3,v0,Pool,'<=50K'
v3,Self-emp-inc,v2,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,9th,v0,Divorced,Other-service,Unmarried,Black,Female,v0,v0,v0,Pool,'<=50K'
v0,Private,v2,10th,v0,Never-married,Sales,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v2,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,?,v0,11th,v0,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v2,HS-grad,v0,Widowed,Sales,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v2,Private,v3,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v2,?,v0,HS-grad,v0,Divorced,?,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Assoc-acdm,v2,Never-married,Adm-clerical,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Federal-gov,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v3,Self-emp-inc,v1,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Self-emp-inc,v2,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v3,v3,United-States,'<=50K'
v3,Private,v2,10th,v0,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,12th,v0,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Separated,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,10th,v0,Divorced,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v0,Private,v0,Bachelors,v3,Married-civ-spouse,Adm-clerical,Wife,White,Female,v0,v0,v0,Puerto-Rico,'<=50K'
v3,?,v3,HS-grad,v0,Married-civ-spouse,?,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v3,Local-gov,v1,HS-grad,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,?,v0,HS-grad,v0,Never-married,?,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v1,10th,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v0,?,v3,HS-grad,v0,Never-married,?,Own-child,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,10th,v0,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Self-emp-inc,v1,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v0,Pool,'>50K'
v0,Local-gov,v1,11th,v0,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,?,v2,Prof-school,v3,Divorced,?,Not-in-family,White,Male,v3,v0,v2,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v0,7th-8th,v0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,12th,v0,Never-married,Other-service,Other-relative,Other,Male,v0,v0,v0,Pool,'<=50K'
v2,Private,v2,Assoc-acdm,v2,Never-married,Craft-repair,Not-in-family,Black,Female,v0,v0,v3,United-States,'<=50K'
v2,Self-emp-not-inc,v3,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,?,'<=50K'
v3,Local-gov,v3,Bachelors,v3,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Federal-gov,v3,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Federal-gov,v0,HS-grad,v0,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v1,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v0,Private,v2,HS-grad,v0,Never-married,Sales,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,11th,v0,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v3,Assoc-acdm,v2,Divorced,Prof-specialty,Not-in-family,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Separated,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v2,HS-grad,v0,Married-civ-spouse,Sales,Wife,White,Female,v0,v0,v0,United-States,'>50K'
v0,Private,v1,10th,v0,Never-married,Sales,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Other-service,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v2,Bachelors,v3,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
