age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year,race-sex
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
17,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K,White-Female
29,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,Black-Female
23,Private,5th-6th,3,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,<=50K,White-Male
67,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,White-Female
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,White-Female
33,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,880,40,United-States,<=50K,White-Female
32,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,62,Mexico,<=50K,White-Male
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
39,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
41,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,White-Female
47,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,1,United-States,<=50K,White-Male
23,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,25,United-States,<=50K,White-Male
44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,White-Male
25,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,White-Male
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,White-Female
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,White-Male
62,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K,White-Female
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
19,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K,White-Male
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
45,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
69,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,2993,0,40,United-States,<=50K,White-Male
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,White-Male
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K,Asian-Pac-Islander-Female
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,White-Male
56,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K,White-Male
37,State-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,White-Male
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,White-Male
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
36,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
28,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,White-Male
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,White-Male
73,Local-gov,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K,White-Male
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,0,0,65,United-States,<=50K,Black-Female
30,State-gov,HS-grad,9,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K,White-Female
38,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
50,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,Asian-Pac-Islander-Male
43,Private,Prof-school,15,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,99999,0,40,United-States,>50K,White-Male
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,Black-Male
54,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,White-Female
27,State-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States,<=50K,White-Female
39,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,White-Male
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K,Black-Female
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,<=50K,White-Male
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,40,United-States,<=50K,White-Male
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
50,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,White-Male
36,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Cuba,<=50K,White-Female
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,<=50K,Black-Male
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
33,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1579,42,United-States,<=50K,White-Male
76,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,White-Female
37,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
29,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,97,United-States,<=50K,White-Male
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
73,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,White-Male
43,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,Black-Female
39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
74,Private,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States,<=50K,Black-Female
27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,White-Male
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
90,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,White-Female
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,White-Male
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,White-Male
69,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
23,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K,White-Female
44,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,White-Male
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2829,0,40,United-States,<=50K,White-Male
47,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Black-Male
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688,0,40,United-States,>50K,Black-Male
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Black-Male
48,Private,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,White-Female
39,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,60,United-States,<=50K,White-Male
43,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,United-States,>50K,White-Female
52,Private,HS-grad,9,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K,White-Female
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,White-Female
27,Self-emp-inc,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K,White-Male
27,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,White-Male
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
24,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,White-Male
25,Private,Some-college,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,White-Female
42,Self-emp-not-inc,10th,6,Widowed,Transport-moving,Unmarried,White,Male,0,0,35,United-States,<=50K,White-Male
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States,>50K,White-Female
47,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K,White-Male
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,White-Male
42,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,White-Female
63,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
37,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K,White-Female
65,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,<=50K,White-Male
62,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K,White-Male
46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,Amer-Indian-Eskimo-Male
23,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,25,Jamaica,<=50K,Black-Female
47,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K,White-Female
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,White-Male
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
61,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
30,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,<=50K,White-Female
30,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K,White-Male
29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,White-Male
39,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,Black-Female
23,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,White-Female
32,Private,11th,7,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,Black-Female
63,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,White-Female
19,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,15,United-States,<=50K,White-Female
57,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,White-Male
41,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,White-Male
23,Private,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
30,Private,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,White-Male
43,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,White-Male
64,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,White-Male
56,Private,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,White-Male
17,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,White-Female
17,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K,Black-Male
29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,65,United-States,<=50K,White-Female
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,White-Male
39,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,22,United-States,<=50K,White-Female
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,White-Female
50,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,White-Male
31,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K,White-Female
56,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,32,United-States,<=50K,Black-Female
51,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,White-Male
20,Private,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,White-Female
53,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14344,0,55,United-States,>50K,White-Male
33,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K,Black-Female
27,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,2377,20,United-States,<=50K,Black-Female
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,White-Male
45,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K,Black-Female
54,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5013,0,40,Vietnam,<=50K,Asian-Pac-Islander-Male
33,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K,White-Male
36,Private,10th,6,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,<=50K,Black-Male
42,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,White-Male
33,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,White-Female
52,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,White-Male
41,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Taiwan,>50K,Asian-Pac-Islander-Female
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K,White-Male
26,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Columbia,<=50K,White-Male
36,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Black-Male
35,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,White-Male
46,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K,Black-Male
24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States,<=50K,White-Female
30,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,52,United-States,>50K,White-Male
38,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
50,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K,White-Female
41,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,Black-Female
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,White-Male
36,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,48,United-States,<=50K,Black-Male
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,White-Male
59,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,16,United-States,>50K,White-Female
59,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,White-Male
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,White-Male
37,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,White-Male
52,Private,Bachelors,13,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,40,Haiti,<=50K,Black-Female
51,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,White-Male
67,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,White-Male
68,Private,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,Black-Female
71,Private,9th,5,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,6,United-States,<=50K,Black-Female
49,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
35,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
29,Private,10th,6,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K,White-Female
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
31,Private,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K,White-Male
22,Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Black-Male
20,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,United-States,<=50K,White-Female
57,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,26,United-States,<=50K,White-Female
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,White-Female
32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
39,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
37,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,White-Female
51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Cambodia,<=50K,Asian-Pac-Islander-Male
48,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,White-Male
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K,White-Male
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,White-Male
40,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male,4064,0,40,Mexico,<=50K,Other-Male
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K,White-Male
28,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,1974,40,United-States,<=50K,White-Female
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,White-Male
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
47,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,El-Salvador,<=50K,White-Male
42,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
25,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,White-Female
34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,White-Female
29,Private,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,White-Male
22,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,White-Female
46,Federal-gov,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
69,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K,White-Male
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,White-Male
45,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
41,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,Black-Female
47,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,White-Male
64,Private,11th,7,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,White-Female
29,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K,White-Male
29,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,White,Female,2174,0,72,United-States,<=50K,White-Female
17,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K,White-Female
24,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K,White-Male
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
35,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,3325,0,50,United-States,<=50K,White-Male
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
36,Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,<=50K,Black-Female
38,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,Portugal,<=50K,White-Female
49,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,40,United-States,<=50K,White-Male
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
36,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
25,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,<=50K,White-Female
41,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K,White-Male
32,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,White-Female
41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,White-Male
48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,White-Male
56,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,<=50K,White-Female
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,Black-Male
30,State-gov,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K,Black-Female
51,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,White-Male
22,Self-emp-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,South,<=50K,White-Male
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,White-Male
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,48,United-States,<=50K,White-Male
35,Private,Bachelors,13,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,White-Male
34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,White-Male
51,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,White-Male
