sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Male,33,25 - 45,Caucasian,0,0,0,10,M,Battery,4,Low,0,Male-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,5,Medium,0,Male-Caucasian
Female,27,25 - 45,African-American,0,0,0,3,F,Robbery / No Weapon,5,Medium,0,Female-African-American
Male,37,25 - 45,African-American,0,0,0,1,F,Felony Petit Theft,10,High,0,Male-African-American
Male,41,25 - 45,Caucasian,0,0,0,2,M,arrest case no charge,1,Low,0,Male-Caucasian
Male,35,25 - 45,African-American,0,0,1,5,F,Battery on Law Enforc Officer,8,High,0,Male-African-American
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,2,F,Burglary Conveyance Unoccup,2,Low,1,Male-African-American
Male,35,25 - 45,African-American,0,0,0,7,F,arrest case no charge,3,Low,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,3,M,Reckless Driving,4,Low,1,Male-Caucasian
Female,24,Less than 25,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,34,25 - 45,African-American,0,0,0,6,F,arrest case no charge,8,High,1,Male-African-American
Male,24,Less than 25,Other,0,0,0,3,M,Battery,8,High,1,Male-Other
Female,30,25 - 45,African-American,0,1,0,4,F,Possession of Cocaine,6,Medium,0,Female-African-American
Female,35,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low,0,Female-Hispanic
Male,24,Less than 25,Caucasian,0,0,0,1,M,Criminal Mischief Damage <$200,2,Low,0,Male-Caucasian
Female,28,25 - 45,African-American,0,0,0,3,F,Grand Theft in the 3rd Degree,3,Low,0,Female-African-American
Male,31,25 - 45,African-American,0,0,0,0,F,Deliver Cocaine,6,Medium,0,Male-African-American
Male,31,25 - 45,Caucasian,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low,0,Male-Caucasian
Female,32,25 - 45,African-American,0,0,0,3,F,arrest case no charge,2,Low,0,Female-African-American
Male,29,25 - 45,Caucasian,0,0,0,6,F,Possession of Hydromorphone,5,Medium,1,Male-Caucasian
Male,59,Greater than 45,African-American,0,0,0,3,F,arrest case no charge,3,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,2,Low,1,Male-African-American
Male,33,25 - 45,African-American,0,0,0,0,F,Burglary Conveyance Unoccup,10,High,0,Male-African-American
Female,35,25 - 45,Other,0,0,0,0,M,Battery,1,Low,0,Female-Other
Female,40,25 - 45,Other,0,0,0,0,F,arrest case no charge,1,Low,0,Female-Other
Male,45,Greater than 45,Other,0,0,0,0,M,Battery,3,Low,0,Male-Other
Male,24,Less than 25,African-American,1,0,1,9,M,arrest case no charge,9,High,1,Male-African-American
Male,25,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low,0,Male-Hispanic
Male,24,Less than 25,African-American,0,0,0,0,F,"Possession Of 3,4Methylenediox",9,High,0,Male-African-American
Male,23,Less than 25,Hispanic,0,0,0,6,M,Possess Cannabis/20 Grams Or Less,8,High,0,Male-Hispanic
Male,23,Less than 25,African-American,0,1,0,7,F,Carrying Concealed Firearm,8,High,1,Male-African-American
Male,48,Greater than 45,Hispanic,0,0,0,0,M,DUI/Property Damage/Persnl Inj,1,Low,0,Male-Hispanic
Male,62,Greater than 45,Caucasian,0,0,0,0,F,Crim Use of Personal ID Info,1,Low,0,Male-Caucasian
Male,25,25 - 45,Other,0,0,0,1,F,Possession of Cocaine,3,Low,0,Male-Other
Male,49,Greater than 45,African-American,0,0,0,1,M,Assault,7,Medium,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,1,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,14,F,Driving While License Revoked,8,High,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,2,0,21,F,Driving While License Revoked,10,High,0,Male-African-American
Male,48,Greater than 45,Other,0,0,0,4,F,Driving While License Revoked,2,Low,0,Male-Other
Male,20,Less than 25,African-American,0,1,0,1,F,Grand Theft (Motor Vehicle),8,High,1,Male-African-American
Male,26,25 - 45,Hispanic,0,0,0,1,M,Reckless Driving,1,Low,0,Male-Hispanic
Male,29,25 - 45,Caucasian,0,0,0,1,F,Possession Of Heroin,4,Low,0,Male-Caucasian
Male,46,Greater than 45,Caucasian,0,0,0,4,F,"Poss3,4 Methylenedioxymethcath",4,Low,0,Male-Caucasian
Male,24,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,4,Low,0,Male-African-American
Female,51,Greater than 45,Hispanic,0,0,0,2,M,Battery,1,Low,0,Female-Hispanic
Male,29,25 - 45,African-American,0,0,0,5,F,Possession of Cocaine,8,High,0,Male-African-American
Male,56,Greater than 45,Hispanic,0,0,0,10,M,Battery,2,Low,1,Male-Hispanic
Male,48,Greater than 45,Other,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low,0,Male-Other
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,4,Low,0,Male-African-American
Male,32,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,1,F,arrest case no charge,3,Low,0,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,1,M,Driving License Suspended,3,Low,0,Male-Caucasian
Male,38,25 - 45,Caucasian,0,0,0,2,M,Battery,1,Low,0,Male-Caucasian
Male,52,Greater than 45,Hispanic,0,0,0,3,F,Driving While License Revoked,4,Low,0,Male-Hispanic
Male,27,25 - 45,Caucasian,0,0,0,1,F,Dealing in Stolen Property,1,Low,0,Male-Caucasian
Male,33,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Female,29,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Female-Caucasian
Male,38,25 - 45,African-American,0,0,0,19,F,arrest case no charge,9,High,1,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,0,M,Poss Of Controlled Substance,1,Low,0,Male-Caucasian
Male,41,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium,0,Male-African-American
Male,59,Greater than 45,African-American,0,0,0,8,F,Possession of Cocaine,4,Low,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,M,Battery,4,Low,1,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Male,43,25 - 45,Caucasian,0,0,0,4,F,Uttering a Forged Instrument,5,Medium,0,Male-Caucasian
Female,24,Less than 25,Caucasian,0,0,1,2,F,Obtain Control Substance By Fraud,9,High,0,Female-Caucasian
Male,45,Greater than 45,African-American,0,0,0,13,M,Viol Injunction Protect Dom Vi,7,Medium,1,Male-African-American
Male,23,Less than 25,Caucasian,0,0,1,0,F,False Imprisonment,9,High,1,Male-Caucasian
Female,40,25 - 45,Caucasian,0,0,0,5,F,Grand Theft in the 3rd Degree,10,High,0,Female-Caucasian
Female,23,Less than 25,African-American,0,0,0,0,F,Felony Petit Theft,7,Medium,0,Female-African-American
Male,39,25 - 45,African-American,0,0,0,3,F,arrest case no charge,2,Low,0,Male-African-American
Female,26,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low,0,Female-Caucasian
Male,21,Less than 25,African-American,0,0,0,0,M,Battery,4,Low,0,Male-African-American
Male,30,25 - 45,Caucasian,0,1,1,3,F,Tampering with a Victim,3,Low,0,Male-Caucasian
Male,44,25 - 45,Caucasian,0,0,0,0,F,Grand Theft (Motor Vehicle),4,Low,0,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,M,Lewdness Violation,4,Low,0,Male-African-American
Female,49,Greater than 45,African-American,0,0,0,1,F,Felony Driving While Lic Suspd,1,Low,0,Female-African-American
Male,28,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low,1,Male-Caucasian
Male,23,Less than 25,Other,0,2,0,7,F,Carrying Concealed Firearm,6,Medium,1,Male-Other
Female,24,Less than 25,African-American,0,0,0,2,F,Felony Driving While Lic Suspd,6,Medium,1,Female-African-American
Male,31,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,7,Medium,0,Male-Caucasian
Male,25,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low,0,Male-African-American
Male,26,25 - 45,African-American,1,3,0,24,M,Resist/Obstruct W/O Violence,10,High,1,Male-African-American
Male,27,25 - 45,African-American,0,0,0,1,F,arrest case no charge,7,Medium,0,Male-African-American
Male,46,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Male-Caucasian
Female,38,25 - 45,Caucasian,0,0,0,1,M,Battery,6,Medium,1,Female-Caucasian
Female,24,Less than 25,African-American,0,0,0,0,M,Exposes Culpable Negligence,5,Medium,0,Female-African-American
Female,38,25 - 45,African-American,0,0,0,0,M,Viol Prot Injunc Repeat Viol,4,Low,0,Female-African-American
Male,48,Greater than 45,African-American,0,0,0,6,F,arrest case no charge,3,Low,0,Male-African-American
Male,30,25 - 45,Hispanic,0,0,0,7,F,Agg Assault W/int Com Fel Dome,9,High,0,Male-Hispanic
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,40,25 - 45,African-American,0,0,0,5,F,arrest case no charge,7,Medium,1,Male-African-American
Female,57,Greater than 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,1,Low,0,Female-African-American
Male,25,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,3,F,Burglary Dwelling Assault/Batt,3,Low,1,Male-African-American
Male,43,25 - 45,African-American,0,0,0,7,F,arrest case no charge,4,Low,0,Male-African-American
Female,25,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,4,Low,0,Female-Caucasian
Male,39,25 - 45,Hispanic,0,0,0,1,M,Battery,2,Low,0,Male-Hispanic
Male,40,25 - 45,African-American,0,0,0,1,F,Felony Driving While Lic Suspd,1,Low,0,Male-African-American
Male,35,25 - 45,African-American,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,7,Medium,0,Male-African-American
Female,50,Greater than 45,African-American,0,0,0,4,F,Aggrav Battery w/Deadly Weapon,3,Low,0,Female-African-American
Female,23,Less than 25,Caucasian,0,0,0,1,M,Battery,6,Medium,0,Female-Caucasian
Male,38,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Male-African-American
Female,54,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low,0,Female-Caucasian
Male,28,25 - 45,African-American,0,0,0,18,F,Deliver Cannabis,10,High,1,Male-African-American
Male,49,Greater than 45,African-American,0,0,0,1,M,arrest case no charge,1,Low,0,Male-African-American
Male,36,25 - 45,African-American,0,0,0,11,F,Driving While License Revoked,7,Medium,0,Male-African-American
Female,41,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery,3,Low,0,Female-Caucasian
Male,40,25 - 45,Caucasian,1,0,0,9,F,arrest case no charge,9,High,0,Male-Caucasian
Male,33,25 - 45,Caucasian,0,0,0,0,F,Possession of Hydromorphone,1,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,7,F,Poss Cocaine/Intent To Del/Sel,7,Medium,0,Male-African-American
Male,35,25 - 45,African-American,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,2,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,3,M,Susp Drivers Lic 1st Offense,2,Low,0,Male-African-American
Female,31,25 - 45,African-American,0,0,0,3,F,arrest case no charge,5,Medium,0,Female-African-American
Female,32,25 - 45,Other,0,0,0,0,M,Viol Injunct Domestic Violence,2,Low,0,Female-Other
Male,50,Greater than 45,Caucasian,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1,Low,0,Male-Caucasian
Male,52,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,4,Low,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,4,Low,0,Male-African-American
Male,54,Greater than 45,African-American,0,0,0,11,F,arrest case no charge,8,High,0,Male-African-American
Male,71,Greater than 45,Caucasian,0,0,0,13,F,Felony Driving While Lic Suspd,2,Low,0,Male-Caucasian
Female,39,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,4,Low,0,Female-Caucasian
Female,36,25 - 45,African-American,0,0,0,5,F,Battery on Law Enforc Officer,6,Medium,1,Female-African-American
Male,55,Greater than 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low,0,Male-Caucasian
Female,31,25 - 45,African-American,0,2,0,10,F,Uttering a Forged Instrument,8,High,0,Female-African-American
Male,24,Less than 25,Caucasian,0,0,0,8,F,arrest case no charge,9,High,0,Male-Caucasian
Male,26,25 - 45,Caucasian,0,0,0,0,F,Possession of Cannabis,3,Low,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,1,Male-African-American
Male,46,Greater than 45,Caucasian,0,0,0,2,F,Solicit To Deliver Cocaine,3,Low,0,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,9,High,1,Male-African-American
Male,43,25 - 45,Caucasian,0,0,0,2,F,Poss Contr Subst W/o Prescript,1,Low,0,Male-Caucasian
Female,53,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Female-Caucasian
Male,28,25 - 45,African-American,0,0,0,0,F,Offn Against Intellectual Prop,4,Low,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low,0,Male-Caucasian
Male,31,25 - 45,Other,0,0,0,0,M,Battery,2,Low,0,Male-Other
Female,35,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Female-African-American
Male,55,Greater than 45,Caucasian,0,0,0,3,M,Viol Injunction Protect Dom Vi,3,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,0,M,Battery,3,Low,0,Male-African-American
Male,44,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,1,Male-Caucasian
Male,23,Less than 25,Other,0,0,0,2,M,Resist/Obstruct W/O Violence,7,Medium,0,Male-Other
Male,50,Greater than 45,Caucasian,0,0,0,2,F,Possession of Cocaine,3,Low,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,0,0,M,Battery,4,Low,0,Male-African-American
Male,42,25 - 45,Caucasian,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,Low,0,Male-Caucasian
Male,23,Less than 25,Hispanic,0,0,0,0,M,Battery,3,Low,0,Male-Hispanic
Male,32,25 - 45,Other,0,0,0,0,M,Resist Officer w/Violence,2,Low,0,Male-Other
Male,67,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Female,32,25 - 45,African-American,0,0,0,11,F,Driving While License Revoked,7,Medium,0,Female-African-American
Male,44,25 - 45,African-American,0,0,0,7,F,arrest case no charge,4,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,1,0,9,M,Driving License Suspended,4,Low,0,Male-Caucasian
Male,36,25 - 45,Other,0,0,0,8,M,arrest case no charge,2,Low,0,Male-Other
Female,25,25 - 45,Caucasian,0,0,0,0,M,Prostitution/Lewd Act Assignation,4,Low,0,Female-Caucasian
Male,33,25 - 45,African-American,0,0,0,4,F,arrest case no charge,2,Low,0,Male-African-American
Male,38,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Male-Hispanic
Male,52,Greater than 45,Hispanic,0,0,0,5,F,Aggrav Battery w/Deadly Weapon,3,Low,1,Male-Hispanic
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Carrying Concealed Firearm,1,Low,0,Male-Caucasian
Male,58,Greater than 45,Caucasian,0,0,0,1,F,Aggravated Assault W/Dead Weap,1,Low,1,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Male,39,25 - 45,Caucasian,0,0,0,5,F,Burglary Unoccupied Dwelling,3,Low,0,Male-Caucasian
Male,24,Less than 25,African-American,0,0,0,0,F,Battery on Law Enforc Officer,3,Low,0,Male-African-American
Male,38,25 - 45,African-American,1,0,0,8,M,Disorderly Conduct,7,Medium,0,Male-African-American
Male,52,Greater than 45,Caucasian,0,0,0,7,F,Resist Officer w/Violence,2,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,3,M,Petit Theft,5,Medium,0,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,0,F,Burglary Dwelling Occupied,1,Low,0,Male-Caucasian
Male,34,25 - 45,African-American,0,1,0,27,M,Battery,7,Medium,0,Male-African-American
Male,42,25 - 45,African-American,0,0,0,5,F,Felony Battery w/Prior Convict,6,Medium,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,1,0,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,Male-Caucasian
Male,52,Greater than 45,Caucasian,0,0,0,8,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Male-African-American
Female,27,25 - 45,Caucasian,0,0,0,0,M,Battery,5,Medium,0,Female-Caucasian
Male,56,Greater than 45,Caucasian,0,0,0,0,F,Retail Theft $300 1st Offense,1,Low,0,Male-Caucasian
Male,45,Greater than 45,African-American,0,0,0,0,M,Interfere W/Traf Cont Dev RR,1,Low,0,Male-African-American
Female,29,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Female-African-American
Male,21,Less than 25,Hispanic,0,0,0,0,F,arrest case no charge,3,Low,0,Male-Hispanic
Male,27,25 - 45,African-American,0,1,0,11,F,Felony Battery w/Prior Convict,8,High,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,4,M,Susp Drivers Lic 1st Offense,1,Low,0,Male-African-American
Male,30,25 - 45,Other,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Other
Female,19,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,9,High,1,Female-African-American
Female,37,25 - 45,Caucasian,0,0,0,1,F,Possession Of Methamphetamine,1,Low,0,Female-Caucasian
Male,34,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,1,Male-African-American
Male,21,Less than 25,African-American,0,0,1,1,F,Purchase Cannabis,8,High,0,Male-African-American
Female,38,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,4,Low,0,Female-Caucasian
Male,47,Greater than 45,African-American,0,0,0,1,M,Battery,4,Low,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,3,F,Battery on a Person Over 65,2,Low,0,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,M,Driving Under The Influence,8,High,0,Male-African-American
Male,57,Greater than 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Caucasian
Male,25,25 - 45,African-American,0,1,0,9,F,arrest case no charge,7,Medium,0,Male-African-American
Female,23,Less than 25,African-American,0,0,0,2,F,Battery on Law Enforc Officer,10,High,1,Female-African-American
Female,36,25 - 45,African-American,0,0,0,2,M,Viol Prot Injunc Repeat Viol,5,Medium,0,Female-African-American
Male,41,25 - 45,African-American,0,0,0,5,M,Driving License Suspended,5,Medium,0,Male-African-American
Female,39,25 - 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Female-Other
Male,21,Less than 25,African-American,0,0,0,1,F,arrest case no charge,6,Medium,1,Male-African-American
Male,31,25 - 45,African-American,0,0,0,2,M,Susp Drivers Lic 1st Offense,4,Low,0,Male-African-American
Male,37,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,59,Greater than 45,Caucasian,0,0,0,2,F,Possession Of Methamphetamine,1,Low,0,Male-Caucasian
Female,43,25 - 45,African-American,0,0,0,2,F,Possession of Cocaine,3,Low,0,Female-African-American
Female,43,25 - 45,Caucasian,0,0,0,3,M,Viol Injunct Domestic Violence,2,Low,1,Female-Caucasian
Female,54,Greater than 45,Caucasian,0,0,0,1,M,Driving Under The Influence,2,Low,0,Female-Caucasian
Male,36,25 - 45,Other,0,0,0,3,M,Viol Injunct Domestic Violence,4,Low,1,Male-Other
Male,56,Greater than 45,African-American,0,0,0,0,M,Tresspass in Structure or Conveyance,4,Low,0,Male-African-American
Male,25,25 - 45,African-American,1,0,0,2,F,Possession of Cocaine,9,High,0,Male-African-American
Male,48,Greater than 45,African-American,0,0,0,4,F,Grand Theft in the 3rd Degree,6,Medium,0,Male-African-American
Male,34,25 - 45,African-American,1,0,0,21,M,Battery,10,High,1,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,0,F,Traffick Oxycodone     4g><14g,2,Low,0,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,1,F,Burglary Structure Unoccup,3,Low,0,Male-Caucasian
Female,31,25 - 45,Caucasian,0,0,0,2,F,Grand Theft (Motor Vehicle),1,Low,0,Female-Caucasian
Female,32,25 - 45,Caucasian,0,0,1,4,F,Resist Officer w/Violence,2,Low,0,Female-Caucasian
Male,48,Greater than 45,African-American,0,0,0,0,M,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Male,35,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,2,Low,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,0,F,Att Burgl Unoccupied Dwel,2,Low,0,Male-African-American
Male,28,25 - 45,African-American,0,0,0,4,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,0,M,Operating W/O Valid License,2,Low,0,Male-African-American
Male,34,25 - 45,Caucasian,0,0,0,0,F,Possession of Oxycodone,2,Low,0,Male-Caucasian
Male,22,Less than 25,African-American,0,0,0,3,F,Agg Assault W/int Com Fel Dome,9,High,0,Male-African-American
Male,44,25 - 45,Caucasian,0,0,0,5,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,57,Greater than 45,Caucasian,0,0,0,1,F,Aggravated Assault w/Firearm,2,Low,0,Male-Caucasian
Male,20,Less than 25,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low,0,Male-Caucasian
Male,60,Greater than 45,African-American,0,0,0,13,F,Possession Of Heroin,3,Low,0,Male-African-American
Female,22,Less than 25,African-American,0,0,0,2,F,Agg Battery Grt/Bod/Harm,5,Medium,0,Female-African-American
Male,43,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Male-Hispanic
Male,72,Greater than 45,Caucasian,0,0,0,7,F,Robbery Sudd Snatch No Weapon,4,Low,0,Male-Caucasian
Male,60,Greater than 45,African-American,0,0,0,0,F,Att Burgl Struc/Conv Dwel/Occp,1,Low,0,Male-African-American
Male,30,25 - 45,African-American,0,0,0,1,M,Battery,4,Low,0,Male-African-American
Female,43,25 - 45,Caucasian,0,0,0,0,M,Battery,6,Medium,0,Female-Caucasian
Male,48,Greater than 45,Hispanic,0,0,0,1,M,Battery,1,Low,0,Male-Hispanic
Male,54,Greater than 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,45,Greater than 45,African-American,0,0,0,1,M,Battery,1,Low,0,Male-African-American
Male,36,25 - 45,Other,0,0,0,0,F,Driving While License Revoked,4,Low,0,Male-Other
Male,31,25 - 45,Caucasian,0,0,0,1,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,40,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Female,26,25 - 45,Other,0,0,0,1,M,arrest case no charge,6,Medium,0,Female-Other
Male,41,25 - 45,African-American,0,0,0,7,F,arrest case no charge,4,Low,0,Male-African-American
Female,28,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,6,Medium,0,Female-Caucasian
Male,35,25 - 45,Hispanic,0,0,0,5,M,Reckless Driving,2,Low,0,Male-Hispanic
Female,30,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,45,Greater than 45,Caucasian,0,0,0,3,M,Battery,3,Low,1,Male-Caucasian
Female,24,Less than 25,African-American,0,0,0,2,F,Forging Bank Bills/Promis Note,4,Low,0,Female-African-American
Male,56,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,24,Less than 25,African-American,0,4,0,14,F,Grand Theft (Motor Vehicle),10,High,1,Male-African-American
Male,38,25 - 45,African-American,0,0,0,11,F,Felony Batt(Great Bodily Harm),6,Medium,0,Male-African-American
Male,22,Less than 25,Caucasian,0,0,0,0,F,Agg Battery Grt/Bod/Harm,3,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,5,M,arrest case no charge,8,High,0,Male-African-American
Male,25,25 - 45,Caucasian,0,0,0,1,M,Battery,3,Low,0,Male-Caucasian
Male,53,Greater than 45,Hispanic,0,0,0,1,F,Driving While License Revoked,1,Low,0,Male-Hispanic
Male,30,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-African-American
Male,33,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,6,Medium,1,Male-Caucasian
Male,35,25 - 45,African-American,0,0,0,5,F,Aggrav Stalking After Injunctn,4,Low,1,Male-African-American
Female,33,25 - 45,African-American,0,0,0,0,F,Neglect Child / No Bodily Harm,2,Low,0,Female-African-American
Male,59,Greater than 45,Other,0,0,0,1,M,Battery,1,Low,0,Male-Other
Female,33,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,7,Medium,0,Female-Caucasian
Male,24,Less than 25,African-American,0,0,3,3,F,Aggravated Assault W/Dead Weap,10,High,1,Male-African-American
Male,43,25 - 45,African-American,0,0,0,5,F,Poss Wep Conv Felon,9,High,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,11,M,Battery,7,Medium,1,Male-African-American
Male,53,Greater than 45,African-American,0,0,0,13,F,Poss of Cocaine W/I/D/S 1000FT Park,7,Medium,0,Male-African-American
Female,30,25 - 45,Caucasian,0,0,0,1,M,Petit Theft $100- $300,3,Low,0,Female-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,4,M,Aggravated Battery / Pregnant,4,Low,1,Male-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,0,F,Possession Of Heroin,6,Medium,0,Male-Caucasian
Male,26,25 - 45,Hispanic,0,0,0,1,F,arrest case no charge,5,Medium,0,Male-Hispanic
Female,28,25 - 45,Caucasian,0,0,0,0,M,DOC/Cause Public Danger,6,Medium,0,Female-Caucasian
Male,58,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,8,F,Aggravated Assault W/Dead Weap,5,Medium,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,0,F,arrest case no charge,1,Low,0,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,2,F,Possession Of Heroin,3,Low,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,8,High,1,Male-African-American
