age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year,sex
56,9,1,0,0,40,<=50K,Male
21,9,0,0,0,10,<=50K,Male
26,7,1,3411,0,40,<=50K,Male
38,9,1,0,0,40,<=50K,Female
27,10,1,0,0,40,<=50K,Female
48,4,1,0,0,50,>50K,Male
37,14,1,0,0,60,>50K,Male
63,9,1,0,0,30,<=50K,Male
27,9,0,0,0,38,>50K,Male
20,10,1,0,0,25,<=50K,Male
26,14,1,0,1887,40,>50K,Male
51,12,1,0,0,40,<=50K,Male
28,12,1,0,0,40,>50K,Male
39,11,0,0,0,40,<=50K,Female
35,14,1,0,0,55,>50K,Male
65,4,1,0,0,40,<=50K,Male
54,11,0,0,0,40,<=50K,Male
39,4,1,0,1602,35,<=50K,Male
24,10,0,0,0,40,<=50K,Female
36,13,0,0,0,40,<=50K,Female
52,9,1,0,0,40,>50K,Male
64,9,1,0,0,40,<=50K,Male
43,10,1,0,0,40,<=50K,Male
44,11,1,594,0,25,<=50K,Male
47,9,1,0,0,40,<=50K,Female
32,8,1,0,0,40,<=50K,Male
20,10,1,0,0,30,<=50K,Female
33,10,1,0,0,38,<=50K,Female
52,9,1,0,0,40,<=50K,Female
49,4,1,0,0,40,<=50K,Male
31,9,1,0,0,18,<=50K,Female
62,9,1,0,0,6,<=50K,Female
44,10,1,0,0,55,<=50K,Male
28,9,1,3908,0,40,<=50K,Male
68,14,0,0,0,40,>50K,Female
40,10,1,0,0,40,<=50K,Female
46,4,1,0,0,50,<=50K,Male
22,9,1,0,0,40,<=50K,Female
37,13,1,0,0,15,<=50K,Male
62,14,1,0,0,70,<=50K,Male
37,13,1,0,0,50,>50K,Male
35,9,1,4787,0,40,>50K,Male
44,9,1,0,0,68,<=50K,Male
41,11,1,0,0,40,>50K,Male
36,13,1,0,0,40,<=50K,Male
26,13,1,0,0,45,<=50K,Female
48,9,0,0,0,40,>50K,Male
21,9,1,0,0,28,<=50K,Female
39,15,1,7688,0,40,>50K,Male
38,11,1,14344,0,40,>50K,Female
44,11,1,0,0,40,>50K,Male
56,6,0,0,0,30,>50K,Female
25,5,1,0,0,40,<=50K,Male
32,13,1,0,0,50,<=50K,Female
47,10,1,0,0,40,>50K,Female
26,10,1,0,0,40,<=50K,Male
31,13,0,14084,0,60,>50K,Female
23,11,1,0,0,40,<=50K,Male
41,10,1,0,0,40,>50K,Female
55,10,0,0,0,25,<=50K,Male
23,10,1,0,0,25,<=50K,Female
45,9,0,7298,0,40,>50K,Male
42,13,1,0,1485,40,<=50K,Male
29,10,1,0,0,15,<=50K,Male
48,14,1,0,0,40,<=50K,Male
36,10,1,0,0,40,<=50K,Male
52,13,1,15024,0,50,>50K,Male
46,11,1,0,0,40,<=50K,Male
34,10,1,0,0,40,<=50K,Male
27,12,1,0,0,40,<=50K,Female
18,9,1,0,0,40,<=50K,Female
18,10,1,0,0,24,<=50K,Female
42,4,1,0,0,40,<=50K,Male
36,14,1,0,0,45,>50K,Male
52,15,1,0,0,40,>50K,Male
44,13,1,0,0,45,>50K,Male
53,10,1,0,0,60,>50K,Male
36,13,1,0,0,60,>50K,Male
27,13,0,0,0,40,<=50K,Male
52,9,1,0,0,60,<=50K,Male
60,14,1,0,0,40,<=50K,Male
41,12,1,0,0,45,>50K,Male
64,15,1,0,0,40,>50K,Male
25,2,1,0,0,25,<=50K,Male
63,4,0,0,0,40,<=50K,Male
54,11,1,0,0,40,<=50K,Male
21,9,1,0,0,40,<=50K,Male
27,13,1,0,0,40,<=50K,Male
63,14,1,41310,0,50,<=50K,Male
37,9,1,0,0,30,<=50K,Female
22,9,1,0,0,35,<=50K,Male
54,4,1,0,0,40,<=50K,Male
54,6,1,0,0,40,<=50K,Female
60,9,1,0,0,40,<=50K,Male
19,7,1,0,0,25,<=50K,Male
25,9,1,0,0,40,<=50K,Female
51,9,1,0,0,40,<=50K,Female
47,9,1,0,0,40,<=50K,Female
44,6,1,0,0,50,<=50K,Male
57,9,1,0,0,57,<=50K,Female
22,10,1,0,0,34,<=50K,Male
36,10,0,0,0,20,<=50K,Female
39,10,1,0,0,40,<=50K,Male
49,16,0,0,0,50,>50K,Male
41,9,0,0,0,40,<=50K,Male
35,10,1,0,0,38,<=50K,Male
40,12,1,1506,0,40,<=50K,Female
30,13,1,0,0,40,<=50K,Female
25,9,1,0,1504,37,<=50K,Male
25,10,0,0,1902,36,>50K,Male
37,14,1,7688,0,50,>50K,Male
53,15,1,0,0,60,>50K,Male
34,12,1,0,0,25,<=50K,Female
18,9,1,0,0,20,<=50K,Female
45,9,0,5455,0,40,<=50K,Male
19,10,1,0,2001,40,<=50K,Female
33,13,1,0,0,65,<=50K,Male
45,10,1,0,0,40,<=50K,Male
43,13,1,0,0,35,>50K,Male
40,9,1,0,0,35,<=50K,Male
41,13,1,0,0,75,>50K,Male
25,9,1,0,1579,40,<=50K,Male
22,13,1,0,0,32,<=50K,Female
52,10,1,0,0,45,<=50K,Male
45,10,1,0,0,40,>50K,Male
32,16,1,0,0,70,<=50K,Female
26,13,1,0,0,20,<=50K,Male
24,10,0,0,0,40,<=50K,Male
37,9,0,0,0,40,<=50K,Female
49,9,1,0,0,40,<=50K,Female
43,14,1,0,0,50,<=50K,Male
35,9,1,0,0,40,<=50K,Male
37,15,1,0,0,50,>50K,Male
17,7,1,0,0,20,<=50K,Male
48,9,1,0,0,55,>50K,Male
26,10,1,2597,0,40,<=50K,Male
35,13,0,0,0,40,>50K,Male
21,10,1,0,0,15,<=50K,Female
54,6,1,0,0,70,<=50K,Male
40,13,0,0,0,40,<=50K,Female
51,10,0,0,0,40,<=50K,Female
60,9,0,0,0,50,<=50K,Female
22,10,1,0,0,8,<=50K,Male
20,9,1,0,0,40,<=50K,Male
21,7,1,0,0,40,<=50K,Male
21,10,1,0,0,40,<=50K,Male
43,10,1,0,0,44,<=50K,Female
36,13,1,0,0,50,>50K,Male
65,9,1,0,2174,40,>50K,Male
48,9,1,0,0,40,>50K,Male
37,14,1,27828,0,60,>50K,Male
20,8,1,0,0,40,<=50K,Male
41,9,1,0,0,40,<=50K,Female
55,5,1,0,0,50,<=50K,Male
39,13,1,0,0,40,<=50K,Female
41,10,1,7298,0,40,>50K,Female
80,11,1,0,0,24,<=50K,Male
59,6,1,0,0,40,<=50K,Male
52,7,1,0,0,40,>50K,Male
39,13,1,3103,0,50,>50K,Male
56,10,0,0,0,50,<=50K,Male
69,9,0,0,0,20,<=50K,Female
49,13,1,0,0,50,>50K,Male
33,9,1,5013,0,40,<=50K,Male
28,9,1,0,0,45,>50K,Male
49,10,1,0,0,40,>50K,Male
51,9,1,0,0,40,<=50K,Male
42,10,1,0,0,32,<=50K,Female
66,9,1,0,0,13,<=50K,Female
44,11,1,0,0,48,>50K,Male
26,9,1,0,0,40,<=50K,Male
43,10,1,0,0,40,<=50K,Female
28,6,1,0,155,40,<=50K,Female
17,7,1,0,0,8,<=50K,Female
52,13,1,0,0,50,>50K,Male
24,10,1,0,0,40,<=50K,Male
65,10,1,0,0,45,<=50K,Female
36,10,1,0,0,40,>50K,Male
19,9,1,0,0,30,<=50K,Male
43,10,1,0,0,45,<=50K,Male
39,14,1,0,0,50,>50K,Female
48,7,1,0,0,40,>50K,Male
50,11,1,0,0,40,>50K,Male
21,10,1,0,0,25,<=50K,Male
36,9,0,0,0,40,<=50K,Female
33,9,0,0,0,36,<=50K,Male
50,13,1,0,0,40,<=50K,Male
49,14,1,99999,0,80,>50K,Male
70,16,1,0,0,40,>50K,Male
39,9,1,0,0,40,<=50K,Male
44,10,1,0,0,40,<=50K,Female
32,13,1,0,0,40,>50K,Female
40,5,0,0,0,49,<=50K,Male
46,9,0,0,1902,40,>50K,Male
40,13,0,7688,0,52,>50K,Female
47,7,1,0,0,8,<=50K,Male
19,9,1,0,0,30,<=50K,Male
22,10,1,0,0,16,<=50K,Female
20,10,1,0,0,16,<=50K,Female
46,13,1,4787,0,25,>50K,Female
41,13,1,0,1977,45,>50K,Male
17,6,0,0,0,15,<=50K,Female
41,9,0,0,0,40,<=50K,Male
28,9,1,0,1974,40,<=50K,Male
24,9,1,0,0,40,<=50K,Male
33,10,1,0,0,50,<=50K,Male
44,10,1,0,0,55,>50K,Male
26,9,0,0,0,40,<=50K,Female
47,11,1,0,0,40,>50K,Male
24,9,1,0,0,40,<=50K,Male
58,13,0,0,0,40,>50K,Male
41,9,1,0,2002,60,<=50K,Male
38,4,1,0,0,35,>50K,Male
21,10,1,0,0,40,<=50K,Female
33,10,1,0,0,45,<=50K,Male
40,6,1,0,0,40,<=50K,Female
47,9,1,0,0,40,<=50K,Female
41,13,0,0,0,40,<=50K,Female
38,13,1,0,0,50,<=50K,Male
50,4,1,0,0,40,<=50K,Female
45,9,0,0,0,40,<=50K,Male
33,9,1,0,0,40,<=50K,Male
34,12,1,0,0,40,<=50K,Male
65,14,1,0,0,28,<=50K,Male
24,7,1,0,0,39,<=50K,Male
26,13,1,0,0,40,<=50K,Male
55,9,1,0,0,40,<=50K,Male
66,13,1,0,0,8,<=50K,Female
43,13,1,0,0,40,<=50K,Male
37,13,0,0,0,40,<=50K,Female
22,9,1,0,0,40,<=50K,Male
21,7,1,0,0,40,<=50K,Male
27,14,1,0,0,40,<=50K,Female
48,9,1,4386,0,45,>50K,Male
24,13,1,0,0,40,<=50K,Female
53,9,1,0,0,30,<=50K,Female
26,9,1,0,0,40,<=50K,Male
60,10,1,0,0,40,>50K,Male
21,10,1,0,0,60,<=50K,Female
39,3,1,0,0,40,<=50K,Male
45,10,1,0,0,60,>50K,Male
76,9,1,0,0,30,<=50K,Male
19,10,1,0,0,30,<=50K,Female
34,10,0,0,0,40,>50K,Male
54,10,1,0,0,40,<=50K,Male
23,13,1,0,0,40,<=50K,Female
44,4,1,0,0,40,<=50K,Male
27,10,0,0,0,40,<=50K,Female
23,8,0,0,0,40,<=50K,Male
37,9,1,0,0,50,<=50K,Male
41,9,1,0,0,40,>50K,Male
21,10,1,0,0,35,<=50K,Female
37,9,1,0,0,40,>50K,Male
63,9,1,2174,0,40,<=50K,Male
35,7,1,0,0,40,<=50K,Male
41,10,1,0,0,40,<=50K,Male
50,9,0,0,0,60,<=50K,Female
26,9,1,0,0,50,<=50K,Male
36,10,1,0,0,42,>50K,Male
47,10,1,0,0,40,>50K,Male
51,10,0,0,0,50,<=50K,Female
41,9,0,0,625,40,<=50K,Female
40,15,1,15024,0,30,>50K,Female
32,13,1,4064,0,50,<=50K,Male
37,13,1,7298,0,40,>50K,Male
40,13,1,0,0,40,<=50K,Male
56,13,1,0,0,40,<=50K,Male
50,9,1,0,0,40,<=50K,Male
28,5,1,0,0,42,<=50K,Male
28,9,1,0,0,40,<=50K,Male
19,7,1,0,0,30,<=50K,Female
44,9,1,0,0,40,<=50K,Male
42,15,1,7430,0,44,>50K,Female
47,10,1,0,0,40,>50K,Male
31,10,1,0,0,40,<=50K,Male
61,7,1,0,0,40,>50K,Male
21,10,1,0,0,40,<=50K,Female
26,13,1,0,0,45,>50K,Male
58,9,1,0,0,40,>50K,Female
35,13,0,0,0,40,<=50K,Female
35,11,0,0,0,40,<=50K,Female
29,12,1,3674,0,40,<=50K,Male
40,14,1,7688,0,40,>50K,Male
33,13,1,0,0,55,>50K,Male
38,10,1,0,0,40,<=50K,Male
50,11,1,0,0,50,<=50K,Male
66,10,1,0,0,40,>50K,Male
36,10,1,0,0,40,>50K,Male
33,7,1,0,0,40,<=50K,Female
55,14,1,0,0,60,>50K,Male
46,9,1,0,0,40,<=50K,Male
36,12,1,0,0,40,<=50K,Male
30,9,1,0,0,32,<=50K,Female
29,8,1,0,0,42,<=50K,Male
24,9,1,0,0,48,<=50K,Female
42,10,0,0,0,50,<=50K,Female
26,9,1,0,0,40,<=50K,Female
37,13,1,0,0,40,<=50K,Male
27,3,1,0,0,48,<=50K,Male
26,9,1,0,0,48,<=50K,Male
23,11,1,0,0,50,<=50K,Male
60,14,1,0,0,60,>50K,Male
49,9,0,0,0,40,<=50K,Female
46,10,1,0,0,40,<=50K,Male
21,9,1,0,0,40,<=50K,Male
48,15,1,0,0,60,<=50K,Male
70,5,1,0,0,45,<=50K,Male
44,14,1,0,0,55,<=50K,Female
58,13,1,0,0,40,<=50K,Male
41,12,0,0,0,40,<=50K,Female
54,4,1,0,3900,40,<=50K,Female
42,14,0,0,2201,60,>50K,Male
28,6,1,0,0,40,<=50K,Male
65,7,1,0,0,20,<=50K,Male
35,9,1,0,0,35,<=50K,Male
82,3,1,0,0,20,<=50K,Male
48,10,1,0,0,50,>50K,Male
44,16,0,15024,0,40,>50K,Male
68,14,1,6360,0,20,<=50K,Female
42,9,1,0,0,40,<=50K,Male
24,9,1,0,2001,37,<=50K,Female
54,10,0,0,0,40,<=50K,Male
22,10,1,0,0,40,<=50K,Male
43,10,1,0,0,84,<=50K,Male
17,5,1,0,0,35,<=50K,Female
46,9,1,0,0,50,<=50K,Male
59,10,1,0,0,40,>50K,Male
37,9,1,0,0,40,<=50K,Male
57,9,1,0,1902,30,>50K,Male
31,9,0,0,0,24,<=50K,Female
23,9,1,0,0,40,<=50K,Female
17,8,1,0,1721,25,<=50K,Female
63,1,0,0,0,30,<=50K,Male
44,15,1,0,0,55,>50K,Male
30,15,1,0,0,60,>50K,Male
23,10,1,0,0,20,<=50K,Male
44,14,1,0,1887,60,>50K,Male
24,10,1,0,0,40,<=50K,Female
34,10,1,0,0,20,<=50K,Male
37,10,1,0,0,65,<=50K,Male
24,7,1,0,0,40,<=50K,Female
32,9,0,0,0,40,<=50K,Female
42,9,0,0,0,25,<=50K,Male
20,10,1,0,0,10,<=50K,Female
34,10,0,4386,0,40,>50K,Male
37,10,1,0,0,20,<=50K,Female
47,9,1,0,0,40,<=50K,Female
25,5,1,0,0,45,<=50K,Male
36,9,1,0,1977,65,>50K,Male
60,9,1,0,0,50,<=50K,Male
64,9,1,2635,0,10,<=50K,Male
32,13,1,0,0,40,<=50K,Female
33,6,1,0,0,40,<=50K,Male
71,13,1,0,0,14,<=50K,Female
55,10,0,0,0,40,<=50K,Female
85,9,1,0,0,50,<=50K,Female
39,15,0,0,2415,67,>50K,Male
25,10,1,0,0,55,<=50K,Male
58,10,1,0,0,40,>50K,Male
57,9,1,0,0,40,<=50K,Male
30,11,1,0,0,36,<=50K,Female
19,7,1,0,0,20,<=50K,Female
40,10,1,0,0,40,>50K,Male
28,9,0,0,0,40,<=50K,Female
43,13,1,0,0,40,<=50K,Male
19,9,1,0,0,15,<=50K,Female
24,9,1,0,0,38,<=50K,Male
34,13,1,0,0,65,>50K,Male
22,9,1,0,0,40,<=50K,Female
64,11,1,0,0,55,<=50K,Male
26,7,1,0,0,40,<=50K,Male
80,9,1,0,0,16,<=50K,Female
79,16,1,0,0,40,<=50K,Female
58,13,1,0,0,40,>50K,Male
43,13,1,0,1876,40,<=50K,Male
43,9,1,0,0,40,>50K,Male
46,9,1,0,0,25,<=50K,Male
35,9,1,0,0,40,>50K,Female
51,11,1,5013,0,40,<=50K,Male
52,14,1,4787,0,60,>50K,Female
43,13,1,0,0,60,>50K,Male
68,10,1,0,0,45,<=50K,Female
34,13,1,0,0,45,>50K,Female
37,13,0,0,0,40,>50K,Male
22,9,0,0,0,40,<=50K,Female
32,9,1,0,0,55,<=50K,Male
65,6,1,0,0,40,<=50K,Male
28,10,1,0,0,60,<=50K,Male
40,13,1,0,0,45,<=50K,Female
40,7,1,0,0,40,<=50K,Male
52,9,1,0,0,20,<=50K,Female
35,10,1,0,0,60,<=50K,Male
62,3,1,0,0,30,<=50K,Male
49,11,1,0,0,45,<=50K,Male
49,9,1,0,0,55,<=50K,Female
47,13,1,15024,0,40,>50K,Male
45,9,1,0,0,40,<=50K,Female
37,2,1,0,0,77,<=50K,Male
36,11,1,0,0,53,>50K,Male
36,6,1,0,0,70,<=50K,Male
44,13,1,0,1902,50,>50K,Male
51,14,1,0,1977,60,>50K,Male
25,10,1,0,0,40,<=50K,Male
28,9,1,0,0,55,<=50K,Male
57,9,1,0,0,32,<=50K,Female
46,9,0,0,0,40,<=50K,Male
59,6,1,0,0,45,>50K,Male
28,7,1,0,0,40,<=50K,Male
25,9,1,2597,0,40,<=50K,Male
35,9,0,0,0,40,<=50K,Female
27,12,1,0,0,45,>50K,Male
29,13,1,0,0,40,>50K,Male
43,9,1,0,0,40,<=50K,Male
38,9,0,0,0,40,<=50K,Female
26,10,1,0,0,40,<=50K,Female
36,9,1,0,0,40,<=50K,Male
37,10,1,0,0,40,>50K,Male
41,7,1,0,0,55,<=50K,Male
44,11,1,0,0,40,<=50K,Female
48,11,1,0,0,50,<=50K,Female
35,9,0,7298,0,35,>50K,Male
43,13,0,0,0,42,<=50K,Female
57,13,1,0,0,40,>50K,Male
44,9,1,0,0,40,<=50K,Female
28,9,1,0,0,40,<=50K,Male
55,6,0,0,0,40,<=50K,Female
52,9,1,0,2051,38,<=50K,Male
30,9,0,0,0,40,<=50K,Female
31,16,0,0,0,50,>50K,Male
50,15,1,0,0,45,>50K,Male
43,13,1,0,0,70,>50K,Male
33,9,0,0,0,50,<=50K,Male
23,11,1,0,0,25,<=50K,Male
35,13,1,0,0,65,>50K,Male
18,10,1,0,0,15,<=50K,Male
33,13,0,0,0,70,>50K,Male
30,13,0,0,0,45,<=50K,Female
21,10,1,0,0,15,<=50K,Male
36,13,1,0,0,35,>50K,Female
38,10,1,0,0,40,<=50K,Male
33,14,1,7298,0,60,>50K,Male
24,11,1,0,0,45,<=50K,Male
24,10,0,0,0,40,<=50K,Male
39,10,0,0,0,30,<=50K,Female
43,9,0,2829,0,60,<=50K,Male
43,13,1,0,0,21,<=50K,Male
30,13,0,0,0,40,<=50K,Female
25,7,1,0,0,40,<=50K,Male
45,9,1,0,0,35,<=50K,Female
22,10,1,0,0,20,<=50K,Male
73,13,1,0,2246,40,>50K,Male
26,10,1,0,0,40,>50K,Male
24,9,0,0,0,45,<=50K,Male
18,8,1,594,0,20,<=50K,Male
35,13,1,7298,0,35,>50K,Male
22,10,1,0,0,43,<=50K,Female
28,10,1,0,0,40,<=50K,Male
38,10,1,0,0,45,<=50K,Male
40,9,1,0,0,40,<=50K,Female
32,10,1,0,0,84,>50K,Male
42,9,1,0,1902,50,>50K,Male
31,9,1,0,0,35,<=50K,Female
33,13,1,0,0,50,<=50K,Male
54,13,1,0,0,65,<=50K,Male
63,9,1,0,0,25,<=50K,Male
67,13,1,0,0,30,<=50K,Male
47,9,0,0,0,14,<=50K,Female
67,13,1,0,0,35,<=50K,Female
33,9,0,0,0,19,<=50K,Female
33,9,1,0,0,80,<=50K,Female
25,13,1,0,0,40,<=50K,Male
25,10,1,0,0,40,<=50K,Female
35,10,1,0,0,40,<=50K,Male
54,9,1,7688,0,40,>50K,Male
35,9,1,0,0,80,>50K,Male
18,7,1,0,0,12,<=50K,Male
30,7,1,0,0,60,<=50K,Male
29,6,1,0,0,48,<=50K,Male
41,13,1,7688,0,10,>50K,Female
40,12,1,0,0,40,>50K,Male
46,10,1,5178,0,40,>50K,Male
39,12,1,0,0,45,<=50K,Female
42,13,1,0,0,40,>50K,Female
49,13,1,0,0,50,>50K,Male
23,10,1,0,0,40,<=50K,Female
34,4,1,0,0,40,<=50K,Male
42,9,1,0,2042,48,<=50K,Male
31,10,1,0,0,50,>50K,Male
31,11,1,0,0,30,>50K,Male
90,14,1,0,0,40,>50K,Female
27,13,1,0,0,40,<=50K,Female
30,9,1,99999,0,50,>50K,Male
27,9,0,0,0,40,<=50K,Female
27,7,1,0,0,50,<=50K,Male
28,9,1,0,0,40,<=50K,Male
40,9,1,0,0,45,<=50K,Female
43,14,0,0,0,37,<=50K,Female
26,9,1,0,0,50,<=50K,Male
48,11,1,0,0,15,<=50K,Female
41,12,0,0,0,40,<=50K,Male
32,9,1,0,0,40,<=50K,Male
23,9,1,0,0,40,<=50K,Male
35,7,1,0,0,65,<=50K,Male
42,10,1,0,0,50,<=50K,Male
27,13,1,4101,0,40,<=50K,Female
34,9,1,0,0,40,<=50K,Male
25,13,1,0,0,40,<=50K,Female
46,13,1,4787,0,45,>50K,Male
34,10,0,0,0,40,<=50K,Male
39,9,1,0,0,40,<=50K,Female
25,13,1,0,0,40,<=50K,Male
45,11,1,2174,0,50,<=50K,Male
46,13,1,0,0,40,<=50K,Male
23,9,1,4650,0,50,<=50K,Male
37,10,0,0,0,40,<=50K,Male
38,9,1,0,0,40,>50K,Male
35,10,1,0,0,40,<=50K,Male
49,13,1,0,0,50,>50K,Male
37,12,1,0,0,13,>50K,Female
45,9,1,0,0,40,<=50K,Female
71,8,1,0,0,40,<=50K,Female
44,13,1,0,0,60,>50K,Male
38,11,1,0,0,40,<=50K,Female
42,9,1,0,0,40,<=50K,Male
29,11,1,0,0,60,>50K,Male
48,7,1,0,0,40,<=50K,Male
56,11,1,0,0,54,>50K,Male
32,9,1,0,0,40,<=50K,Male
19,9,1,0,0,30,<=50K,Female
57,10,1,0,0,35,<=50K,Male
55,6,1,0,0,60,<=50K,Male
66,13,1,0,0,50,>50K,Male
26,9,0,0,0,40,<=50K,Male
58,11,1,15024,0,40,>50K,Male
62,13,1,0,0,55,>50K,Male
31,13,0,0,0,40,<=50K,Male
25,9,1,0,0,40,<=50K,Male
38,13,1,0,0,56,<=50K,Male
33,13,1,0,0,40,<=50K,Female
51,10,0,0,0,40,<=50K,Female
20,11,1,0,0,40,<=50K,Male
40,9,1,0,0,40,<=50K,Male
20,6,1,0,0,40,<=50K,Male
41,10,1,0,0,25,<=50K,Female
44,8,1,0,0,40,<=50K,Female
35,9,1,0,0,40,<=50K,Male
35,9,1,0,0,60,<=50K,Male
46,10,0,0,0,40,<=50K,Female
24,10,1,0,0,17,<=50K,Female
18,10,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Male
58,16,1,0,0,8,<=50K,Male
55,11,1,0,0,40,<=50K,Male
68,9,1,0,0,30,<=50K,Female
41,13,1,0,0,40,>50K,Male
50,14,1,15024,0,50,>50K,Male
48,9,1,0,0,40,<=50K,Male
45,9,1,0,0,40,<=50K,Male
43,10,1,0,0,40,<=50K,Male
37,10,1,0,0,35,<=50K,Male
43,13,1,0,0,45,>50K,Male
36,9,1,0,0,40,<=50K,Female
60,9,0,0,0,30,<=50K,Male
27,9,1,0,0,50,<=50K,Male
36,13,1,0,0,50,>50K,Male
47,12,1,0,0,40,<=50K,Male
33,10,1,0,0,80,<=50K,Male
19,8,0,0,0,20,<=50K,Male
33,13,0,0,0,35,<=50K,Female
34,13,1,0,0,40,>50K,Male
33,9,1,0,0,40,<=50K,Female
57,10,1,0,0,48,<=50K,Female
59,14,1,27828,0,45,>50K,Female
36,9,1,0,2002,40,<=50K,Female
60,12,1,0,0,40,>50K,Male
33,11,1,0,0,40,<=50K,Male
41,13,1,0,0,45,<=50K,Female
20,10,1,0,0,10,<=50K,Male
28,13,1,2202,0,50,<=50K,Female
24,14,0,0,0,20,<=50K,Male
31,8,0,0,0,60,<=50K,Male
38,9,1,0,0,40,<=50K,Female
40,13,1,0,0,45,<=50K,Female
55,13,1,0,0,15,<=50K,Male
49,9,1,4064,0,50,<=50K,Male
33,9,1,0,0,45,<=50K,Male
24,13,1,0,0,35,<=50K,Male
46,13,1,0,0,48,<=50K,Male
20,10,1,0,0,20,<=50K,Female
50,3,1,0,0,40,<=50K,Male
22,9,1,0,0,40,<=50K,Male
32,10,0,0,0,35,<=50K,Male
46,9,1,0,0,65,>50K,Male
39,10,1,0,1977,62,>50K,Male
26,10,1,0,0,15,<=50K,Female
20,10,0,0,0,14,<=50K,Female
37,10,1,0,0,50,<=50K,Male
40,10,1,0,0,24,<=50K,Female
22,10,1,0,0,38,<=50K,Female
32,13,1,10520,0,40,>50K,Female
41,10,1,0,0,50,<=50K,Male
24,12,1,0,0,40,<=50K,Female
40,9,1,0,0,40,<=50K,Male
37,15,1,0,0,39,>50K,Female
42,14,1,0,1902,40,>50K,Male
56,5,1,0,0,40,<=50K,Female
20,10,1,0,0,50,<=50K,Male
55,9,1,0,0,40,<=50K,Male
29,9,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Male
61,13,1,0,0,60,<=50K,Male
26,13,1,0,0,38,<=50K,Male
49,10,1,0,0,55,<=50K,Male
18,4,1,0,0,40,<=50K,Male
30,5,0,0,0,40,<=50K,Male
24,9,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Female
36,10,1,0,0,65,<=50K,Male
40,9,1,0,0,40,<=50K,Male
44,9,1,0,0,55,<=50K,Male
43,9,1,0,0,20,<=50K,Male
19,10,1,0,0,35,<=50K,Female
50,14,1,0,1485,40,<=50K,Female
39,9,0,0,0,50,<=50K,Female
43,9,1,0,0,40,<=50K,Male
43,9,1,0,0,40,<=50K,Male
40,14,1,0,0,40,>50K,Male
31,10,1,0,0,40,<=50K,Male
25,13,1,0,0,40,<=50K,Male
30,13,1,0,1876,40,<=50K,Male
55,5,1,0,0,40,<=50K,Male
55,4,1,0,0,75,<=50K,Male
29,10,0,0,0,40,<=50K,Male
28,13,1,10520,0,60,>50K,Male
30,9,1,0,0,40,<=50K,Male
33,9,1,0,1672,55,<=50K,Male
23,9,1,0,0,40,<=50K,Male
71,7,1,0,0,75,<=50K,Female
21,10,1,0,0,40,<=50K,Female
49,9,1,0,0,40,<=50K,Male
31,12,1,0,0,20,<=50K,Male
27,12,1,0,0,40,<=50K,Male
27,14,0,0,0,40,>50K,Male
26,10,1,0,0,20,<=50K,Male
17,6,1,0,0,30,<=50K,Female
26,10,1,0,0,50,<=50K,Male
45,9,1,0,0,40,<=50K,Female
50,9,1,7688,0,40,>50K,Male
31,9,1,0,0,45,<=50K,Male
51,12,1,0,0,40,<=50K,Female
56,5,1,0,0,40,<=50K,Female
24,13,1,0,0,35,<=50K,Male
29,8,1,0,0,40,<=50K,Male
26,10,1,0,0,24,<=50K,Male
51,10,1,0,0,45,<=50K,Male
32,9,1,0,0,40,<=50K,Male
47,13,1,0,0,40,>50K,Male
30,9,1,0,0,40,<=50K,Male
49,10,1,0,0,40,<=50K,Male
40,10,0,0,0,40,>50K,Male
62,9,1,0,0,40,>50K,Male
43,13,1,0,0,60,<=50K,Male
76,3,1,0,0,20,<=50K,Male
35,13,1,0,0,50,>50K,Male
27,9,1,0,0,40,<=50K,Female
54,13,1,15024,0,40,>50K,Male
55,9,1,0,0,40,<=50K,Male
21,10,1,0,0,12,<=50K,Male
20,10,1,0,0,20,<=50K,Male
39,9,1,0,0,20,<=50K,Female
26,13,1,10520,0,64,>50K,Male
20,9,1,0,0,42,<=50K,Female
28,9,1,0,0,60,<=50K,Male
56,10,0,0,0,40,<=50K,Male
39,8,1,0,0,40,<=50K,Male
44,13,0,0,0,40,>50K,Male
55,9,1,0,0,40,>50K,Male
54,9,1,0,0,40,<=50K,Male
30,13,1,13550,0,45,>50K,Male
34,9,1,0,0,57,>50K,Male
42,9,0,0,0,38,<=50K,Female
50,10,1,0,0,75,<=50K,Female
34,10,0,0,0,40,>50K,Male
23,11,1,0,0,33,<=50K,Male
47,7,0,6849,0,40,<=50K,Female
57,3,1,0,0,40,<=50K,Male
33,14,0,0,0,50,<=50K,Male
37,9,1,0,0,48,<=50K,Female
53,13,1,0,0,40,<=50K,Female
27,13,1,0,0,40,<=50K,Female
47,9,1,0,0,50,>50K,Male
42,12,1,0,0,50,<=50K,Male
39,10,0,4787,0,40,>50K,Male
58,13,1,0,0,40,<=50K,Male
20,9,1,0,0,24,<=50K,Male
19,9,1,0,0,40,<=50K,Male
39,9,1,0,0,35,<=50K,Male
51,9,1,0,0,44,<=50K,Male
52,9,1,0,0,40,<=50K,Female
53,10,1,0,0,50,>50K,Female
50,10,1,0,0,40,<=50K,Male
