sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text
Male,56,Greater than 45,African-American,0,0,0,0,F,Neglect/Abuse Elderly Person,1,Low
Male,23,Less than 25,African-American,0,0,0,2,F,Traffick Amphetamine 28g><200g,2,Low
Male,20,Less than 25,Hispanic,0,0,0,0,F,Burglary Unoccupied Dwelling,3,Low
Male,23,Less than 25,Caucasian,0,1,0,1,M,Battery,2,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,9,High
Female,35,25 - 45,African-American,0,0,0,2,F,arrest case no charge,5,Medium
Male,21,Less than 25,Hispanic,0,0,0,0,F,Uttering a Forged Instrument,4,Low
Male,41,25 - 45,African-American,2,1,0,9,M,Poss Of Controlled Substance,9,High
Male,20,Less than 25,Hispanic,0,0,0,2,F,Burglary Conveyance Unoccup,10,High
Male,25,25 - 45,Native American,0,0,0,7,F,Burglary Conveyance Assault/Bat,9,High
Male,49,Greater than 45,African-American,0,0,0,3,F,Possession of Cocaine,2,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Conveyance Unoccup,3,Low
Male,50,Greater than 45,African-American,0,0,0,4,M,Assault,5,Medium
Female,23,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Male,34,25 - 45,Caucasian,0,0,0,0,M,Battery,4,Low
Male,25,25 - 45,African-American,0,0,1,4,F,Robbery / No Weapon,5,Medium
Female,33,25 - 45,Caucasian,0,0,0,2,F,Criminal Mischief,5,Medium
Male,25,25 - 45,Other,0,0,0,1,M,Battery,4,Low
Male,30,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low
Male,42,25 - 45,Native American,0,0,0,0,M,Driving License Suspended,2,Low
Female,29,25 - 45,Caucasian,0,0,0,11,F,Possession of Cocaine,10,High
Female,32,25 - 45,African-American,0,0,0,6,F,arrest case no charge,4,Low
Male,52,Greater than 45,African-American,0,0,0,3,F,arrest case no charge,1,Low
Female,26,25 - 45,Caucasian,0,0,0,3,M,Battery,3,Low
Male,31,25 - 45,Caucasian,0,0,0,2,F,Possession of Cocaine,3,Low
Male,38,25 - 45,Hispanic,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,20,Less than 25,African-American,0,0,0,0,M,Battery,10,High
Male,31,25 - 45,Caucasian,0,0,0,0,F,Del of JWH-250 2-Methox 1-Pentyl,4,Low
Female,37,25 - 45,Caucasian,0,0,0,1,M,Driving Under The Influence,3,Low
Male,49,Greater than 45,Caucasian,0,0,0,8,F,Felony DUI (level 3),6,Medium
Female,33,25 - 45,African-American,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",2,Low
Male,42,25 - 45,African-American,0,0,0,0,M,Leaving Acc/Unattended Veh,1,Low
Male,28,25 - 45,African-American,0,0,0,5,F,arrest case no charge,6,Medium
Male,32,25 - 45,African-American,0,0,0,4,F,arrest case no charge,6,Medium
Male,38,25 - 45,Caucasian,0,0,0,0,F,Aggravated Assault W/dead Weap,4,Low
Male,38,25 - 45,African-American,0,0,0,3,F,Manufacture Cannabis,4,Low
Female,34,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,21,Less than 25,Caucasian,0,0,0,1,F,Possession of Cannabis,6,Medium
Male,29,25 - 45,African-American,0,0,0,0,M,Aggravated Battery,2,Low
Male,34,25 - 45,African-American,0,0,1,3,F,Possession of Cocaine,6,Medium
Male,38,25 - 45,African-American,0,0,0,1,M,arrest case no charge,2,Low
Male,36,25 - 45,Caucasian,0,0,0,0,F,False Imprisonment,1,Low
Male,32,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low
Male,23,Less than 25,African-American,0,0,0,0,M,Battery,9,High
Male,47,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low
Male,20,Less than 25,African-American,0,0,0,0,F,Carrying Concealed Firearm,3,Low
Male,35,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Female,28,25 - 45,Caucasian,0,0,0,1,M,Battery,4,Low
Male,24,Less than 25,African-American,0,0,0,2,M,arrest case no charge,5,Medium
Male,22,Less than 25,African-American,0,0,0,0,F,Felony Battery (Dom Strang),9,High
Male,20,Less than 25,Other,0,8,1,8,F,Driving While License Revoked,10,High
Male,40,25 - 45,Hispanic,0,0,0,0,M,Solic to Commit Battery,1,Low
Male,27,25 - 45,Other,0,0,0,1,F,Felony Battery (Dom Strang),4,Low
Male,60,Greater than 45,African-American,0,0,0,12,F,Driving While License Revoked,3,Low
Male,34,25 - 45,African-American,0,0,0,2,M,Battery,4,Low
Male,29,25 - 45,African-American,1,1,1,4,F,Carjacking with a Firearm,10,High
Male,32,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low
Female,42,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low
Male,27,25 - 45,Other,0,0,0,0,F,Robbery / Weapon,1,Low
Male,30,25 - 45,Caucasian,0,0,0,3,M,Battery,4,Low
Male,22,Less than 25,African-American,0,0,0,1,F,arrest case no charge,3,Low
Male,57,Greater than 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,51,Greater than 45,Caucasian,0,0,0,3,F,Felony Battery (Dom Strang),1,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,35,25 - 45,African-American,0,0,0,4,F,Tampering With Physical Evidence,8,High
Male,30,25 - 45,Caucasian,0,0,0,9,M,Petit Theft,6,Medium
Male,20,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,10,High
Female,45,Greater than 45,Caucasian,0,0,0,5,M,DUI - Enhanced,2,Low
Male,31,25 - 45,African-American,0,0,0,4,F,arrest case no charge,3,Low
Male,44,25 - 45,Caucasian,0,0,0,0,M,Possession of Cannabis,1,Low
Male,21,Less than 25,Caucasian,0,0,0,0,F,Obstruct Fire Equipment,2,Low
Male,28,25 - 45,African-American,0,0,0,0,M,DUI Property Damage/Injury,1,Low
Male,28,25 - 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,24,Less than 25,African-American,0,0,0,0,F,Possession Burglary Tools,3,Low
Male,28,25 - 45,African-American,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",2,Low
Male,53,Greater than 45,Caucasian,0,0,0,4,F,Possession of Cocaine,1,Low
Male,47,Greater than 45,Hispanic,0,0,0,1,F,arrest case no charge,5,Medium
Male,20,Less than 25,African-American,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",3,Low
Male,37,25 - 45,Caucasian,0,0,0,1,M,Battery,1,Low
Male,30,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,26,25 - 45,African-American,0,0,0,5,F,Poss Pyrrolidinovalerophenone,9,High
Male,21,Less than 25,Hispanic,0,0,0,0,F,Possession of Cocaine,5,Medium
Female,39,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low
Male,30,25 - 45,Other,0,0,0,0,F,Felony Battery (Dom Strang),2,Low
Male,44,25 - 45,African-American,0,0,0,2,F,arrest case no charge,5,Medium
Male,45,Greater than 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,30,25 - 45,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,38,25 - 45,Asian,0,0,0,2,F,Aggravated Assault W/Dead Weap,1,Low
Male,23,Less than 25,Caucasian,0,0,0,6,F,Deliver Cannabis,5,Medium
Male,46,Greater than 45,Asian,0,0,0,0,M,Battery,1,Low
Male,42,25 - 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low
Male,54,Greater than 45,Caucasian,0,0,0,4,M,Criminal Mischief>$200<$1000,2,Low
Male,47,Greater than 45,African-American,0,0,0,7,F,Felony Driving While Lic Suspd,1,Low
Male,26,25 - 45,Caucasian,0,0,0,0,F,Delivery of Heroin,7,Medium
Male,29,25 - 45,Caucasian,0,0,0,7,M,Battery,10,High
Male,51,Greater than 45,Caucasian,0,0,0,7,F,Burglary Conveyance Unoccup,1,Low
Male,44,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Male,49,Greater than 45,Caucasian,0,0,0,12,M,Possess Cannabis/20 Grams Or Less,5,Medium
Male,32,25 - 45,African-American,0,0,0,4,M,Susp Drivers Lic 1st Offense,4,Low
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,27,25 - 45,African-American,0,0,0,4,F,Grand Theft in the 3rd Degree,2,Low
Male,32,25 - 45,African-American,0,0,0,0,F,Tampering With Physical Evidence,7,Medium
Male,43,25 - 45,African-American,0,0,0,2,F,arrest case no charge,3,Low
Male,37,25 - 45,Caucasian,0,0,0,2,F,Leaving the Scene of Accident,2,Low
Female,58,Greater than 45,African-American,0,0,0,4,F,Grand Theft in the 3rd Degree,1,Low
Male,33,25 - 45,Other,0,0,0,0,M,Battery,2,Low
Female,22,Less than 25,Caucasian,0,0,1,1,M,Driving Under The Influence,3,Low
Male,21,Less than 25,African-American,2,0,1,2,F,Possession of Cocaine,10,High
Male,31,25 - 45,Caucasian,0,0,0,0,F,Grand Theft (Motor Vehicle),7,Medium
Male,43,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,1,Low
Male,22,Less than 25,African-American,0,0,0,6,F,arrest case no charge,9,High
Male,30,25 - 45,African-American,0,0,0,6,F,Poss of Methylethcathinone,4,Low
Male,25,25 - 45,African-American,0,3,1,15,F,"Poss3,4 Methylenedioxymethcath",9,High
Male,33,25 - 45,African-American,0,0,0,1,F,Corrupt Public Servant,2,Low
Male,59,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,4,Low
Male,53,Greater than 45,African-American,0,0,0,8,F,Possession of Cocaine,6,Medium
Male,34,25 - 45,Caucasian,0,0,0,2,M,arrest case no charge,2,Low
Male,23,Less than 25,African-American,0,0,0,0,F,Possession Burglary Tools,3,Low
Male,32,25 - 45,African-American,0,0,0,2,M,arrest case no charge,8,High
Male,32,25 - 45,African-American,0,0,0,11,M,arrest case no charge,9,High
Female,24,Less than 25,Caucasian,0,0,0,0,M,Battery,6,Medium
Male,30,25 - 45,African-American,0,0,0,7,F,Pos Cannabis W/Intent Sel/Del,10,High
Male,28,25 - 45,African-American,0,0,0,1,M,Battery,7,Medium
Male,35,25 - 45,African-American,0,0,0,3,M,Battery,2,Low
Male,19,Less than 25,African-American,3,0,0,2,F,arrest case no charge,8,High
Male,22,Less than 25,African-American,0,0,0,1,M,Battery,6,Medium
Male,29,25 - 45,African-American,0,0,0,0,F,Tampering With Physical Evidence,1,Low
Male,35,25 - 45,African-American,0,0,0,1,M,Prostitution/Lewdness/Assign,4,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,F,Possession Of Alprazolam,1,Low
Female,48,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,33,25 - 45,African-American,0,0,0,1,F,Neglect Child / Bodily Harm,2,Low
Male,44,25 - 45,Caucasian,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,Low
Male,31,25 - 45,Caucasian,0,0,0,10,F,Driving While License Revoked,2,Low
Male,28,25 - 45,African-American,0,0,1,2,F,Att Tamper w/Physical Evidence,4,Low
Male,51,Greater than 45,Hispanic,0,0,0,1,F,Possession Burglary Tools,1,Low
Male,21,Less than 25,Hispanic,0,0,0,0,F,"Deliver 3,4 Methylenediox",7,Medium
Male,22,Less than 25,African-American,0,3,0,3,F,Possession of Benzylpiperazine,9,High
Male,29,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,44,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,41,25 - 45,African-American,0,0,0,2,F,arrest case no charge,5,Medium
Male,27,25 - 45,Caucasian,0,0,0,1,M,Susp Drivers Lic 1st Offense,6,Medium
Male,31,25 - 45,Caucasian,0,0,0,7,M,Exposes Culpable Negligence,3,Low
Male,20,Less than 25,African-American,0,0,2,0,F,Tampering With Physical Evidence,4,Low
Male,55,Greater than 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,36,25 - 45,African-American,0,0,0,0,F,Driving While License Revoked,8,High
Male,48,Greater than 45,Other,0,0,0,4,F,Grand Theft (Motor Vehicle),1,Low
Male,22,Less than 25,Other,0,0,0,5,F,arrest case no charge,4,Low
Male,23,Less than 25,African-American,1,0,0,1,M,Battery,9,High
Male,34,25 - 45,African-American,0,2,1,19,F,False Ownership Info/Pawn Item,10,High
Female,59,Greater than 45,Caucasian,0,0,0,1,F,Grand Theft in the 1st Degree,1,Low
Female,28,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low
Male,31,25 - 45,African-American,0,0,0,0,F,Grand Theft (Motor Vehicle),2,Low
Female,38,25 - 45,African-American,0,0,0,14,F,Possession of Cocaine,10,High
Male,33,25 - 45,African-American,0,0,0,0,F,Possession of Cannabis,1,Low
Male,27,25 - 45,African-American,0,0,0,3,F,Grand Theft in the 3rd Degree,8,High
Female,42,25 - 45,African-American,0,0,0,2,F,Burglary With Assault/battery,2,Low
Male,22,Less than 25,African-American,0,0,0,3,F,Uttering a Forged Instrument,8,High
Male,45,Greater than 45,Caucasian,0,0,0,1,F,Robbery / No Weapon,5,Medium
Female,21,Less than 25,African-American,0,0,0,1,M,Trespass Struct/Conveyance,3,Low
Male,52,Greater than 45,Caucasian,0,0,0,2,M,Tresspass Struct/Conveyance,1,Low
Male,29,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Female,37,25 - 45,African-American,0,0,0,0,M,Prostitution/Lewd Act Assignation,4,Low
Male,34,25 - 45,Caucasian,0,0,1,0,F,Aggravated Assault w/Firearm,2,Low
Male,35,25 - 45,Hispanic,0,0,0,0,M,Reckless Driving,3,Low
Male,28,25 - 45,Caucasian,0,0,0,1,F,Aggravated Assault W/dead Weap,4,Low
Male,21,Less than 25,African-American,0,0,0,1,F,Grand Theft Dwell Property,8,High
Male,22,Less than 25,African-American,0,0,0,1,F,Possession of Cannabis,7,Medium
Male,42,25 - 45,Caucasian,0,0,0,1,M,Battery,3,Low
Male,26,25 - 45,African-American,0,0,0,3,F,Possession of Cannabis,4,Low
Male,54,Greater than 45,African-American,0,0,0,9,M,arrest case no charge,1,Low
Male,39,25 - 45,Other,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",2,Low
Male,30,25 - 45,African-American,2,0,0,20,F,Felony Battery w/Prior Convict,9,High
Female,26,25 - 45,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,6,Medium
Male,41,25 - 45,African-American,0,0,0,0,M,Assault,1,Low
Male,23,Less than 25,Caucasian,1,0,1,5,M,Viol Injunct Domestic Violence,5,Medium
Female,42,25 - 45,African-American,0,0,0,2,M,arrest case no charge,3,Low
Female,60,Greater than 45,Caucasian,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,Low
Female,23,Less than 25,African-American,0,0,0,0,M,Battery,6,Medium
Male,48,Greater than 45,African-American,0,0,0,9,F,arrest case no charge,6,Medium
Male,32,25 - 45,African-American,0,0,0,2,F,Driving While License Revoked,7,Medium
Male,28,25 - 45,Hispanic,0,0,1,3,F,Felony Battery (Dom Strang),3,Low
Male,22,Less than 25,African-American,0,0,0,3,F,arrest case no charge,5,Medium
Male,44,25 - 45,African-American,0,0,0,2,F,Felony Driving While Lic Suspd,2,Low
Female,27,25 - 45,African-American,0,0,0,1,M,Battery,2,Low
Male,52,Greater than 45,African-American,0,0,0,15,M,Driving Under The Influence,4,Low
Male,61,Greater than 45,Caucasian,0,0,0,3,M,Battery,2,Low
Male,51,Greater than 45,Other,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Low
Female,21,Less than 25,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,6,Medium
Male,24,Less than 25,African-American,0,5,0,12,M,arrest case no charge,9,High
Male,24,Less than 25,Caucasian,0,0,0,3,F,Grand Theft in the 3rd Degree,8,High
Male,57,Greater than 45,Hispanic,0,0,0,3,F,Driving While License Revoked,1,Low
Male,30,25 - 45,Caucasian,0,0,0,6,F,arrest case no charge,7,Medium
Male,43,25 - 45,African-American,0,0,0,4,F,Sound Articles Over 100,1,Low
Female,30,25 - 45,Caucasian,0,0,0,7,M,arrest case no charge,7,Medium
Male,25,25 - 45,African-American,0,0,0,5,F,Live on Earnings of Prostitute,9,High
Female,56,Greater than 45,Caucasian,0,0,0,1,F,Felony DUI (level 3),8,High
Male,21,Less than 25,African-American,0,0,0,1,F,arrest case no charge,8,High
Female,23,Less than 25,African-American,0,0,0,1,F,arrest case no charge,9,High
Female,21,Less than 25,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,6,Medium
Female,50,Greater than 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,23,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Male,28,25 - 45,Native American,0,0,0,2,F,"Poss3,4 Methylenedioxymethcath",3,Low
Female,25,25 - 45,Caucasian,0,0,0,5,F,Possession Of Alprazolam,7,Medium
Male,54,Greater than 45,Caucasian,0,0,0,14,M,Battery,4,Low
Male,37,25 - 45,Other,0,0,0,6,M,Battery,1,Low
Male,25,25 - 45,Caucasian,0,0,1,5,M,arrest case no charge,9,High
Male,63,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,35,25 - 45,African-American,0,0,0,2,M,Assault,7,Medium
Male,25,25 - 45,African-American,0,0,0,8,M,Battery,10,High
Male,33,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,20,Less than 25,Caucasian,0,2,1,3,M,Battery,10,High
Male,32,25 - 45,African-American,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,2,Low
Male,38,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low
Male,23,Less than 25,Caucasian,0,0,0,0,F,Burglary Conveyance Unoccup,3,Low
Male,21,Less than 25,Caucasian,0,0,0,5,F,Poss Pyrrolidinovalerophenone,8,High
Male,55,Greater than 45,Caucasian,0,0,0,13,F,Possession of Cocaine,6,Medium
Female,41,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,55,Greater than 45,Caucasian,0,0,0,11,M,arrest case no charge,7,Medium
Female,23,Less than 25,Hispanic,0,0,0,0,F,Possession of Cocaine,6,Medium
Male,28,25 - 45,African-American,0,0,0,3,F,"Poss3,4 Methylenedioxymethcath",2,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,27,25 - 45,African-American,0,0,0,6,F,Possession Of Methamphetamine,5,Medium
Male,33,25 - 45,African-American,0,0,0,7,M,Viol Prot Injunc Repeat Viol,6,Medium
Male,22,Less than 25,Hispanic,0,0,0,0,M,Battery,3,Low
Male,24,Less than 25,Asian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,Low
Male,25,25 - 45,African-American,0,4,4,14,F,Grand Theft (Motor Vehicle),10,High
Male,56,Greater than 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,36,25 - 45,Hispanic,0,0,0,1,F,Aggravated Battery,4,Low
Male,28,25 - 45,African-American,0,0,0,4,F,Burglary Dwelling Assault/Batt,6,Medium
Male,20,Less than 25,African-American,2,0,0,2,F,Grand Theft in the 3rd Degree,9,High
Female,29,25 - 45,African-American,0,0,0,11,F,Possession of Cocaine,8,High
Male,72,Greater than 45,Caucasian,0,0,0,3,F,arrest case no charge,1,Low
Male,45,Greater than 45,African-American,0,0,0,3,F,Att Burgl Unoccupied Dwel,9,High
Male,45,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low
Male,47,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,20,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Male,49,Greater than 45,Caucasian,0,0,0,1,F,Resist Officer w/Violence,3,Low
Male,26,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low
Female,28,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,33,25 - 45,Caucasian,0,0,0,2,M,Driving License Suspended,2,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Disrupting School Function,4,Low
Male,26,25 - 45,African-American,0,1,3,14,F,Pos Cannabis W/Intent Sel/Del,9,High
Male,48,Greater than 45,Hispanic,0,0,0,1,F,arrest case no charge,1,Low
Male,58,Greater than 45,African-American,0,0,0,24,F,Felony Petit Theft,6,Medium
Female,20,Less than 25,African-American,0,0,3,2,F,arrest case no charge,10,High
Male,28,25 - 45,African-American,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,4,Low
Male,21,Less than 25,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High
Male,26,25 - 45,Other,0,0,0,0,F,Burglary Structure Unoccup,7,Medium
Male,32,25 - 45,African-American,2,0,0,15,F,Driving While License Revoked,8,High
Female,57,Greater than 45,Caucasian,0,0,0,0,M,Disorderly Conduct,4,Low
Female,56,Greater than 45,Caucasian,0,0,0,1,F,Resist Officer w/Violence,1,Low
Male,32,25 - 45,Hispanic,0,0,0,2,M,Viol Prot Injunc Repeat Viol,5,Medium
Male,30,25 - 45,African-American,0,2,2,11,F,Strong Armed  Robbery,8,High
Male,46,Greater than 45,African-American,0,0,1,15,F,Driving While License Revoked,7,Medium
Female,24,Less than 25,African-American,0,0,0,0,F,Felony Batt(Great Bodily Harm),3,Low
Female,70,Greater than 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,21,Less than 25,Hispanic,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",6,Medium
Female,33,25 - 45,Hispanic,0,0,0,2,M,Viol Prot Injunc Repeat Viol,4,Low
Female,39,25 - 45,African-American,0,1,0,6,F,Grand Theft in the 3rd Degree,5,Medium
Male,48,Greater than 45,Hispanic,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1,Low
Male,27,25 - 45,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,2,Low
Male,43,25 - 45,Caucasian,0,0,0,11,F,Felony DUI (level 3),7,Medium
Male,30,25 - 45,African-American,0,0,0,9,F,Possession of Cocaine,10,High
Male,29,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,3,Low
Male,54,Greater than 45,African-American,0,0,0,8,F,Possession of Cocaine,1,Low
Female,20,Less than 25,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low
Male,67,Greater than 45,Asian,0,0,0,0,M,Battery,1,Low
Male,25,25 - 45,Other,0,0,0,0,F,Child Abuse,2,Low
Male,24,Less than 25,African-American,0,2,1,8,F,arrest case no charge,9,High
Male,45,Greater than 45,African-American,0,0,0,2,M,Carry Open/Uncov Bev In Pub,6,Medium
Male,31,25 - 45,African-American,0,0,0,5,F,arrest case no charge,5,Medium
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High
Male,61,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Female,51,Greater than 45,Caucasian,0,0,0,5,M,Battery,7,Medium
Male,43,25 - 45,Caucasian,0,0,0,9,F,Possession of Hydrocodone,6,Medium
Male,57,Greater than 45,African-American,0,0,0,12,F,Possession of Cocaine,9,High
Male,37,25 - 45,African-American,0,0,0,2,F,Possession Of Alprazolam,7,Medium
Male,26,25 - 45,African-American,0,1,1,13,F,Driving While License Revoked,8,High
Male,34,25 - 45,Caucasian,1,0,0,9,F,Agg Assault W/int Com Fel Dome,6,Medium
Male,25,25 - 45,African-American,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,3,Low
Male,43,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,30,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Male,50,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Female,33,25 - 45,Caucasian,0,0,0,7,M,Battery,6,Medium
Female,46,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,23,Less than 25,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,7,Medium
Male,49,Greater than 45,Caucasian,0,0,0,2,M,Battery,2,Low
Male,22,Less than 25,African-American,0,0,0,0,F,Uttering a Forged Instrument,2,Low
Male,45,Greater than 45,Hispanic,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low
Male,22,Less than 25,Caucasian,0,0,1,0,M,Petit Theft,2,Low
Male,28,25 - 45,African-American,0,0,0,5,M,Possess Cannabis/20 Grams Or Less,6,Medium
Male,21,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,5,Medium
Male,37,25 - 45,Hispanic,0,0,1,2,M,Exposes Culpable Negligence,3,Low
Male,22,Less than 25,African-American,0,0,1,13,F,Poss Cntrft Contr Sub w/Intent,10,High
Male,35,25 - 45,African-American,0,1,0,23,F,Poss Pyrrolidinovalerophenone,9,High
Male,24,Less than 25,African-American,0,0,0,1,F,Driving While License Revoked,3,Low
Female,24,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,5,Medium
Male,57,Greater than 45,African-American,0,0,0,19,F,Felony Driving While Lic Suspd,3,Low
Male,21,Less than 25,Other,0,0,0,0,M,Prowling/Loitering,6,Medium
Male,28,25 - 45,Caucasian,0,0,0,0,F,Counterfeit Lic Plates/Sticker,2,Low
Male,51,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,20,Less than 25,African-American,0,0,3,0,F,Possession of Butylone,6,Medium
Male,25,25 - 45,African-American,0,1,0,6,M,arrest case no charge,7,Medium
Female,27,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,66,Greater than 45,Caucasian,0,0,0,1,M,arrest case no charge,1,Low
Male,21,Less than 25,Caucasian,0,0,0,0,F,arrest case no charge,3,Low
Male,45,Greater than 45,Caucasian,0,0,0,1,F,Possession of Cocaine,2,Low
Male,37,25 - 45,African-American,2,3,0,24,F,Burglary With Assault/battery,8,High
Male,44,25 - 45,Caucasian,0,0,0,13,F,Crimin Mischief Damage $1000+,9,High
Male,30,25 - 45,African-American,0,0,0,1,F,Deliver Cocaine,6,Medium
Male,61,Greater than 45,African-American,0,0,0,1,M,arrest case no charge,1,Low
Female,49,Greater than 45,Caucasian,0,0,0,8,F,arrest case no charge,2,Low
Male,23,Less than 25,African-American,0,0,0,0,F,Tampering With Physical Evidence,7,Medium
Male,21,Less than 25,Caucasian,0,0,0,0,F,Sale/Del Cannabis At/Near Scho,9,High
Female,30,25 - 45,Caucasian,0,0,0,2,F,Burglary Unoccupied Dwelling,10,High
Male,35,25 - 45,Other,0,0,0,3,M,Battery,1,Low
Male,27,25 - 45,African-American,0,0,1,2,M,Possess Cannabis/20 Grams Or Less,9,High
Male,38,25 - 45,Caucasian,0,0,0,1,M,Battery,6,Medium
Male,48,Greater than 45,African-American,0,0,0,14,F,arrest case no charge,9,High
Female,28,25 - 45,African-American,0,0,0,2,F,Possession Of Alprazolam,5,Medium
Female,44,25 - 45,Caucasian,0,0,0,4,F,Possession of Cocaine,6,Medium
Male,23,Less than 25,Caucasian,0,0,1,2,F,Poss of Firearm by Convic Felo,7,Medium
Female,34,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,6,Medium
Male,20,Less than 25,Caucasian,0,1,0,1,F,Burglary Conveyance Unoccup,5,Medium
Male,58,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low
Female,35,25 - 45,Caucasian,0,0,0,4,F,Felony Battery w/Prior Convict,3,Low
Male,31,25 - 45,Hispanic,0,0,0,3,F,Tamper With Witness/Victim/CI,3,Low
Female,34,25 - 45,Hispanic,0,0,0,5,F,Live on Earnings of Prostitute,4,Low
Female,26,25 - 45,African-American,0,0,0,3,F,Burglary With Assault/battery,5,Medium
Female,47,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low
Male,47,Greater than 45,African-American,0,0,0,6,F,Att Tamper w/Physical Evidence,2,Low
Male,34,25 - 45,African-American,0,0,0,7,F,Possession of Cannabis,6,Medium
