Feature_A_(i),Feature_B_(2i),Feature_C_(-i),Constant_Feature,Random_Feature,Outcome
4756,9512,-4756,1,0.4663722728568437,B
4757,9514,-4757,1,0.9105938178200679,B
4758,9516,-4758,1,0.95470180494935,B
4759,9518,-4759,1,0.3820254989081593,B
4760,9520,-4760,1,0.4224891926462876,B
4761,9522,-4761,1,0.7285278824298657,B
4762,9524,-4762,1,0.798381722174302,B
4763,9526,-4763,1,0.5419580277179127,B
4765,9530,-4765,1,0.20397787015480706,B
4767,9534,-4767,1,0.4938400686726051,B
4768,9536,-4768,1,0.41199215813439194,B
4769,9538,-4769,1,0.986840378008445,B
4770,9540,-4770,1,0.2596601471615515,B
4771,9542,-4771,1,0.1303284578987558,B
4772,9544,-4772,1,0.30261843877848216,B
4774,9548,-4774,1,0.9851349772515391,B
4775,9550,-4775,1,0.7321778066765966,B
4776,9552,-4776,1,0.14789725089254158,B
4777,9554,-4777,1,0.23151608311683047,B
4780,9560,-4780,1,0.28579465505619206,B
4781,9562,-4781,1,0.7059366006452149,B
4783,9566,-4783,1,0.22245485206620186,B
4784,9568,-4784,1,0.08318764504203724,B
4785,9570,-4785,1,0.10297231047800681,B
4786,9572,-4786,1,0.5175485514494605,B
4788,9576,-4788,1,0.1876102062147369,B
4790,9580,-4790,1,0.3816261802253994,B
4796,9592,-4796,1,0.9142652005624938,B
4797,9594,-4797,1,0.4092782052989248,B
4800,9600,-4800,1,0.14844426829264235,B
4801,9602,-4801,1,0.18923367808661884,B
4802,9604,-4802,1,0.9033162422400968,B
4804,9608,-4804,1,0.31197850623241397,B
4805,9610,-4805,1,0.8887277502222578,B
4807,9614,-4807,1,0.8520061441910018,B
4808,9616,-4808,1,0.09072216919633347,B
4809,9618,-4809,1,0.8662331544005124,B
4810,9620,-4810,1,0.7308988956319858,B
4811,9622,-4811,1,0.5272365945570062,B
4812,9624,-4812,1,0.8982853782034913,B
4813,9626,-4813,1,0.785177056904534,B
4816,9632,-4816,1,0.0128144741584173,B
4817,9634,-4817,1,0.3573429661047173,B
4819,9638,-4819,1,0.28293544370350054,B
4820,9640,-4820,1,0.8418894952718771,B
4821,9642,-4821,1,0.31188975308001865,B
4824,9648,-4824,1,0.9584922680399186,B
4825,9650,-4825,1,0.12711545031614746,B
4826,9652,-4826,1,0.08858327920453657,B
4828,9656,-4828,1,0.11965430906430874,B
4829,9658,-4829,1,0.8186474738752932,B
4833,9666,-4833,1,0.7100960828436695,B
4834,9668,-4834,1,0.6798863663756045,B
4836,9672,-4836,1,0.6960054129334938,B
4837,9674,-4837,1,0.23114086285905378,B
4838,9676,-4838,1,0.2762507596768726,B
4839,9678,-4839,1,0.776740375358688,B
4840,9680,-4840,1,0.19085701088325158,B
4841,9682,-4841,1,0.5596258921320115,B
4842,9684,-4842,1,0.174777995504234,B
4844,9688,-4844,1,0.5876432420361855,B
4845,9690,-4845,1,0.6072888675663776,B
4848,9696,-4848,1,0.4889945983391967,B
4849,9698,-4849,1,0.5839040406961961,B
4850,9700,-4850,1,0.24590871838146555,B
4853,9706,-4853,1,0.892593435454424,B
4854,9708,-4854,1,0.6176404146720791,B
4856,9712,-4856,1,0.1669974347994977,B
4857,9714,-4857,1,0.1284447392546133,B
4858,9716,-4858,1,0.6801046682828146,B
4859,9718,-4859,1,0.6338004746887097,B
4860,9720,-4860,1,0.2940999768832666,B
4861,9722,-4861,1,0.7779780227414084,B
4863,9726,-4863,1,0.11776356919012687,B
4864,9728,-4864,1,0.19345473768221144,B
4865,9730,-4865,1,0.5503493624705993,B
4867,9734,-4867,1,0.6698788276043105,B
4868,9736,-4868,1,0.6334592965042948,B
4869,9738,-4869,1,0.6954714766417505,B
4870,9740,-4870,1,0.3489604252984898,B
4871,9742,-4871,1,0.02344335656335128,B
4872,9744,-4872,1,0.6938818220753652,B
4873,9746,-4873,1,0.9864863025810753,B
4874,9748,-4874,1,0.8326510460616797,B
4876,9752,-4876,1,0.08720997496626537,B
4878,9756,-4878,1,0.4091209146764283,B
4879,9758,-4879,1,0.5812589417942425,B
4883,9766,-4883,1,0.5499688031164888,B
4884,9768,-4884,1,0.24402803959111952,B
4885,9770,-4885,1,0.6308220845980754,B
4887,9774,-4887,1,0.261894319109111,B
4889,9778,-4889,1,0.41250321421108505,B
4890,9780,-4890,1,0.9860818208142558,B
4892,9784,-4892,1,0.6021676132766894,B
4893,9786,-4893,1,0.5377542484355907,B
4894,9788,-4894,1,0.8351291334493777,B
4895,9790,-4895,1,0.4772979889407203,B
4897,9794,-4897,1,0.3136419649169968,B
4898,9796,-4898,1,0.6811920537222877,B
4899,9798,-4899,1,0.5283367787410277,B
4900,9800,-4900,1,0.7660034980519549,B
4902,9804,-4902,1,0.526601710286087,B
4904,9808,-4904,1,0.2677338428846846,B
4905,9810,-4905,1,0.10509597425081141,B
4906,9812,-4906,1,0.11944253847502073,B
4907,9814,-4907,1,0.0063519245141817615,B
4908,9816,-4908,1,0.49408400667471364,B
4911,9822,-4911,1,0.9968470601133714,B
4912,9824,-4912,1,0.08289418194863674,B
4913,9826,-4913,1,0.6418519966478495,B
4918,9836,-4918,1,0.0995073421774868,B
4919,9838,-4919,1,0.781939354976404,B
4920,9840,-4920,1,0.37740820418772847,B
4922,9844,-4922,1,0.7797323907908884,B
4923,9846,-4923,1,0.07172912403089182,B
4925,9850,-4925,1,0.8603801374407918,B
4926,9852,-4926,1,0.14411777442816787,B
4927,9854,-4927,1,0.3977566076423721,B
4928,9856,-4928,1,0.5362539821991325,B
4929,9858,-4929,1,0.25144932833231537,B
4931,9862,-4931,1,0.5054231625338932,B
4932,9864,-4932,1,0.5545486556105945,B
4933,9866,-4933,1,0.6797456745218476,B
4935,9870,-4935,1,0.5111412771878222,B
4938,9876,-4938,1,0.8940846755509256,B
4940,9880,-4940,1,0.4211649353235455,B
4941,9882,-4941,1,0.37048395362439224,B
4942,9884,-4942,1,0.44483332274477294,B
4943,9886,-4943,1,0.5060643595489116,B
4944,9888,-4944,1,0.847634662227443,B
4945,9890,-4945,1,0.5837081143734941,B
4946,9892,-4946,1,0.13480657475593472,B
4947,9894,-4947,1,0.14069596067065904,B
4950,9900,-4950,1,0.8546576191676192,B
4951,9902,-4951,1,0.15117933298918096,B
4953,9906,-4953,1,0.6256966265294941,B
4955,9910,-4955,1,0.1505839696381026,B
4957,9914,-4957,1,0.8239226661940207,B
4958,9916,-4958,1,0.8233295907318875,B
4961,9922,-4961,1,0.2126134845009472,B
4962,9924,-4962,1,0.6024533037514248,B
4965,9930,-4965,1,0.7600370444504289,B
4966,9932,-4966,1,0.7401911557413767,B
4967,9934,-4967,1,0.7431695975495558,B
4969,9938,-4969,1,0.5221288573076238,B
4971,9942,-4971,1,0.2776625746172473,B
4973,9946,-4973,1,0.8352115923861982,B
4975,9950,-4975,1,0.1337609188979918,B
4976,9952,-4976,1,0.8694439655324551,B
4977,9954,-4977,1,0.25079647932600657,B
4978,9956,-4978,1,0.9064567152565639,B
4979,9958,-4979,1,0.31619643319750235,B
4980,9960,-4980,1,0.3676188856371918,B
4981,9962,-4981,1,0.46156245194853995,B
4982,9964,-4982,1,0.7429507593088769,B
4983,9966,-4983,1,0.7066117970531196,B
4984,9968,-4984,1,0.7616832764772455,B
4985,9970,-4985,1,0.8180707457327865,B
4986,9972,-4986,1,0.2959955268479254,B
4987,9974,-4987,1,0.23945002054383857,B
4989,9978,-4989,1,0.6599097771499638,B
4990,9980,-4990,1,0.7802355450065378,B
4993,9986,-4993,1,0.22546649899459592,B
4997,9994,-4997,1,0.7570293694632471,B
5001,10002,-5001,1,0.7617813272401895,B
5004,10008,-5004,1,0.09375533828567073,B
5005,10010,-5005,1,0.49446645618287854,B
5006,10012,-5006,1,0.5483168619892285,B
5007,10014,-5007,1,0.4451101328091558,B
5009,10018,-5009,1,0.4735128985305467,B
5010,10020,-5010,1,0.15145920622039366,B
5012,10024,-5012,1,0.7581383147692033,B
5015,10030,-5015,1,0.32486276523080204,B
5016,10032,-5016,1,0.7022333449295801,B
5017,10034,-5017,1,0.5529977596795941,B
5018,10036,-5018,1,0.6363714429378483,B
5020,10040,-5020,1,0.3725809780047471,B
5021,10042,-5021,1,0.5355209940599344,B
5022,10044,-5022,1,0.353312653581177,B
5023,10046,-5023,1,0.370462041463656,B
5024,10048,-5024,1,0.4049744012909452,B
5026,10052,-5026,1,0.5612818053998204,B
5027,10054,-5027,1,0.2705870793149804,B
5028,10056,-5028,1,0.9676089740372462,B
5029,10058,-5029,1,0.0008433609812288356,B
5030,10060,-5030,1,0.8659373859054671,B
5031,10062,-5031,1,0.8709967717676067,B
5037,10074,-5037,1,0.774619562267884,B
5038,10076,-5038,1,0.9478428924318192,B
5039,10078,-5039,1,0.5631434112371083,B
5040,10080,-5040,1,0.5659911602793513,B
5041,10082,-5041,1,0.5136216594081822,B
5042,10084,-5042,1,0.91480951657108,B
5044,10088,-5044,1,0.26611699725946436,B
5046,10092,-5046,1,0.7348846067662119,B
5047,10094,-5047,1,0.15532556492724692,B
5049,10098,-5049,1,0.014571590802392786,B
5051,10102,-5051,1,0.7864466728329781,B
5056,10112,-5056,1,0.6230375551345783,B
5057,10114,-5057,1,0.21188255156115288,B
5058,10116,-5058,1,0.7644753193524119,B
5060,10120,-5060,1,0.1850458171972882,B
5061,10122,-5061,1,0.3580183324878117,B
5064,10128,-5064,1,0.3040464339503136,B
5065,10130,-5065,1,0.9636944454366797,B
5067,10134,-5067,1,0.45455361798347904,B
5069,10138,-5069,1,0.9693729282381394,B
5070,10140,-5070,1,0.17604895191611503,B
5071,10142,-5071,1,0.20082979385427102,B
5072,10144,-5072,1,0.7855166711319199,B
5073,10146,-5073,1,0.08617064546406394,B
5074,10148,-5074,1,0.3645500084328399,B
5075,10150,-5075,1,0.8884407647275709,B
5076,10152,-5076,1,0.5315044884367357,B
5077,10154,-5077,1,0.05118633645565407,B
5078,10156,-5078,1,0.8653295802841964,B
5079,10158,-5079,1,0.7959405673120427,B
5082,10164,-5082,1,0.5242585116992085,B
5084,10168,-5084,1,0.3959126872631198,B
5088,10176,-5088,1,0.443599254405197,B
5090,10180,-5090,1,0.552143606909082,B
5092,10184,-5092,1,0.6640917281552415,B
5093,10186,-5093,1,0.5167462272100819,B
5094,10188,-5094,1,0.8750523871850592,B
5095,10190,-5095,1,0.9242069702129302,B
5096,10192,-5096,1,0.9658713792173621,B
5098,10196,-5098,1,0.43084345791172196,B
5099,10198,-5099,1,0.059568034576598206,B
5100,10200,-5100,1,0.1676576743945677,B
5101,10202,-5101,1,0.10836846163781699,B
5103,10206,-5103,1,0.6185616736968093,B
5104,10208,-5104,1,0.9407400612469655,B
5105,10210,-5105,1,0.25747225539637275,B
5106,10212,-5106,1,0.6827160525262556,B
5107,10214,-5107,1,0.6559493976536193,B
5108,10216,-5108,1,0.3840642056889294,B
5109,10218,-5109,1,0.3945250687515027,B
5110,10220,-5110,1,0.9127593601633454,B
5111,10222,-5111,1,0.03449481338110738,B
5112,10224,-5112,1,0.2075176095297434,B
5113,10226,-5113,1,0.6011610304852129,B
5115,10230,-5115,1,0.5487576631530597,B
5116,10232,-5116,1,0.001852810683583228,B
5118,10236,-5118,1,0.09400017621207846,B
5119,10238,-5119,1,0.338526242820692,B
5121,10242,-5121,1,0.20254581160592577,B
5123,10246,-5123,1,0.6061848691921133,B
5124,10248,-5124,1,0.39440334408760935,B
5125,10250,-5125,1,0.8263425515120277,B
5126,10252,-5126,1,0.7140438429410529,B
5127,10254,-5127,1,0.05912162075637073,B
5128,10256,-5128,1,0.4394600531766458,B
5129,10258,-5129,1,0.9025552190788354,B
5131,10262,-5131,1,0.7175815086345512,B
5132,10264,-5132,1,0.5452061126667364,B
5135,10270,-5135,1,0.7688401684508309,B
5136,10272,-5136,1,0.279783069459154,B
5137,10274,-5137,1,0.18772960339659084,B
5138,10276,-5138,1,0.4127659443871443,B
5139,10278,-5139,1,0.728604532769909,B
5141,10282,-5141,1,0.15732210265061608,B
5142,10284,-5142,1,0.048098116585384765,B
5145,10290,-5145,1,0.3214002253673759,B
5146,10292,-5146,1,0.6509830568683026,B
5147,10294,-5147,1,0.5104047757500149,B
5150,10300,-5150,1,0.01851096233516103,B
5151,10302,-5151,1,0.9335552318738451,B
5154,10308,-5154,1,0.9315902741970327,B
5155,10310,-5155,1,0.23244355929604532,B
5156,10312,-5156,1,0.582537627789942,B
5157,10314,-5157,1,0.3658606941143284,B
5158,10316,-5158,1,0.7727300561692416,B
5160,10320,-5160,1,0.022185335541667572,B
5161,10322,-5161,1,0.05686515404583836,B
5162,10324,-5162,1,0.7793573198673707,B
5163,10326,-5163,1,0.9439888497038574,B
5164,10328,-5164,1,0.9416363813193819,B
5166,10332,-5166,1,0.34394625120281785,B
5168,10336,-5168,1,0.9857717531918516,B
5169,10338,-5169,1,0.3842281942914275,B
5172,10344,-5172,1,0.6424145982950707,B
5173,10346,-5173,1,0.5423606049738098,B
5175,10350,-5175,1,0.6048896447861067,B
5179,10358,-5179,1,0.4510155190547783,B
5180,10360,-5180,1,0.14974948721306924,B
5181,10362,-5181,1,0.1431937361763479,B
5182,10364,-5182,1,0.4627858932606661,B
5183,10366,-5183,1,0.5856758887970422,B
5184,10368,-5184,1,0.8613404262525491,B
5185,10370,-5185,1,0.325252607208695,B
5188,10376,-5188,1,0.058055863947706565,B
5191,10382,-5191,1,0.20051742289309005,B
5192,10384,-5192,1,0.09325787692822507,B
5193,10386,-5193,1,0.33389409827057437,B
5195,10390,-5195,1,0.014454281775754252,B
5198,10396,-5198,1,0.7995195827890836,B
5201,10402,-5201,1,0.6499095060994966,B
5202,10404,-5202,1,0.2299326684293156,B
5203,10406,-5203,1,0.2609606372954797,B
5204,10408,-5204,1,0.5138995509532749,B
5205,10410,-5205,1,0.6858886272114586,B
5206,10412,-5206,1,0.15167798519304254,B
5207,10414,-5207,1,0.8617767550130003,B
5208,10416,-5208,1,0.07359670945780727,B
5209,10418,-5209,1,0.02934915721353648,B
5210,10420,-5210,1,0.8993360997424313,B
5211,10422,-5211,1,0.8758266274724348,B
5212,10424,-5212,1,0.07779264926151785,B
5215,10430,-5215,1,0.28818761053423314,B
5216,10432,-5216,1,0.2228457884286288,B
5217,10434,-5217,1,0.6619389164588547,B
5219,10438,-5219,1,0.7927245207347263,B
5220,10440,-5220,1,0.9872281829784695,B
5223,10446,-5223,1,0.43084017934406293,B
5224,10448,-5224,1,0.2401940639130672,B
5225,10450,-5225,1,0.4848173846184588,B
5226,10452,-5226,1,0.5477978306134171,B
5228,10456,-5228,1,0.5330153111137755,B
5230,10460,-5230,1,0.04743741345035879,B
5231,10462,-5231,1,0.8308408604824963,B
5232,10464,-5232,1,0.9391160824883276,B
5233,10466,-5233,1,0.20479149534265284,B
5234,10468,-5234,1,0.05794504250511345,B
5235,10470,-5235,1,0.12647172223635617,B
5236,10472,-5236,1,0.022327946760442696,B
5237,10474,-5237,1,0.7376129868779303,B
5238,10476,-5238,1,0.07546127645275635,B
5240,10480,-5240,1,0.11316552254251067,B
5241,10482,-5241,1,0.5560969731854732,B
5243,10486,-5243,1,0.07263698750266989,B
5244,10488,-5244,1,0.7419939595555657,B
5247,10494,-5247,1,0.2182364517615022,B
5248,10496,-5248,1,0.7570056622367977,B
5249,10498,-5249,1,0.2728334624625507,B
5250,10500,-5250,1,0.522010721439777,B
5251,10502,-5251,1,0.1770233786502159,B
5252,10504,-5252,1,0.7845526215831992,B
5253,10506,-5253,1,0.5280325793755398,B
5254,10508,-5254,1,0.5438088723616952,B
5257,10514,-5257,1,0.767330992556063,B
5259,10518,-5259,1,0.7749054488486943,B
5260,10520,-5260,1,0.8742130781269516,B
5261,10522,-5261,1,0.42284913778235267,B
5262,10524,-5262,1,0.17168995386369057,B
5264,10528,-5264,1,0.5707143756900209,B
5265,10530,-5265,1,0.745916407252705,B
5266,10532,-5266,1,0.836630823140524,B
5271,10542,-5271,1,0.9837695389596135,B
5272,10544,-5272,1,0.4630727030444246,B
5274,10548,-5274,1,0.2938664342738727,B
5275,10550,-5275,1,0.7042456298930451,B
5276,10552,-5276,1,0.19909557578013637,B
5277,10554,-5277,1,0.7396260187825805,B
5278,10556,-5278,1,0.9997604042324827,B
5280,10560,-5280,1,0.644607601588327,B
5281,10562,-5281,1,0.41836948577420563,B
5282,10564,-5282,1,0.0701697560997313,B
5284,10568,-5284,1,0.9608831939496413,B
5285,10570,-5285,1,0.4221386719491863,B
5286,10572,-5286,1,0.8416007793950352,B
5287,10574,-5287,1,0.4007919482145337,B
5288,10576,-5288,1,0.8767847464886103,B
5289,10578,-5289,1,0.6169145382560259,B
5290,10580,-5290,1,0.005587647729556333,B
5291,10582,-5291,1,0.905241990830248,B
5292,10584,-5292,1,0.2865507641619167,B
5293,10586,-5293,1,0.23737033152258713,B
5294,10588,-5294,1,0.18872275449636344,B
5295,10590,-5295,1,0.6670476810508106,B
5296,10592,-5296,1,0.7650504588350444,B
5298,10596,-5298,1,0.3774518772762553,B
5299,10598,-5299,1,0.9071629249543626,B
5300,10600,-5300,1,0.18142219760340705,B
5301,10602,-5301,1,0.6093154238491372,B
5302,10604,-5302,1,0.3335143104688182,B
5303,10606,-5303,1,0.6450611585702635,B
5305,10610,-5305,1,0.39846085970830203,B
5306,10612,-5306,1,0.9114305801203519,B
5308,10616,-5308,1,0.1430291169815937,B
5310,10620,-5310,1,0.07340035731857308,B
5311,10622,-5311,1,0.5402293370495801,B
5312,10624,-5312,1,0.3834581458732895,B
5314,10628,-5314,1,0.9830973646491348,B
5315,10630,-5315,1,0.47570479234007723,B
5316,10632,-5316,1,0.13558932989253802,B
5318,10636,-5318,1,0.33836221589285975,B
5319,10638,-5319,1,0.019977049983589512,B
5321,10642,-5321,1,0.9869055815430456,B
5323,10646,-5323,1,0.7685371488358171,B
5324,10648,-5324,1,0.8617016942099673,B
5325,10650,-5325,1,0.644581359725334,B
5326,10652,-5326,1,0.3389072119142629,B
5327,10654,-5327,1,0.6417182181878269,B
5329,10658,-5329,1,0.6606880839187464,B
5331,10662,-5331,1,0.21463524526215938,B
5332,10664,-5332,1,0.06815492004792734,B
5334,10668,-5334,1,0.5853450171125806,B
5335,10670,-5335,1,0.8576818758292415,B
5338,10676,-5338,1,0.4317177112546112,B
5340,10680,-5340,1,0.6016217722577313,B
5342,10684,-5342,1,0.32977130726220794,B
5343,10686,-5343,1,0.051014880770150484,B
5344,10688,-5344,1,0.051054678337834725,B
5345,10690,-5345,1,0.9064896671833333,B
5347,10694,-5347,1,0.6753754663034105,B
5348,10696,-5348,1,0.600787432682414,B
5350,10700,-5350,1,0.9763244885979361,B
5351,10702,-5351,1,0.5018626793170837,B
5353,10706,-5353,1,0.6687989100321617,B
5355,10710,-5355,1,0.4631830846892987,B
5357,10714,-5357,1,0.486203470719474,B
5358,10716,-5358,1,0.24973827059032694,B
5359,10718,-5359,1,0.5057929310816888,B
5360,10720,-5360,1,0.19579394430057417,B
5362,10724,-5362,1,0.93135421350243,B
5363,10726,-5363,1,0.06471629867701789,B
5364,10728,-5364,1,0.8439807944380313,B
5367,10734,-5367,1,0.5452782769437312,B
5368,10736,-5368,1,0.2601526216567486,B
5369,10738,-5369,1,0.2498416107564263,B
5370,10740,-5370,1,0.9108926017949189,B
5372,10744,-5372,1,0.16120366818909626,B
5374,10748,-5374,1,0.5648598793001979,B
5375,10750,-5375,1,0.8586645145115397,B
5376,10752,-5376,1,0.9408659622418746,B
5377,10754,-5377,1,0.6677737194056045,B
5378,10756,-5378,1,0.5704144763133351,B
5379,10758,-5379,1,0.405562271310831,B
5380,10760,-5380,1,0.20538534576324674,B
5381,10762,-5381,1,0.45892495420304047,B
5382,10764,-5382,1,0.018721979969131608,B
5383,10766,-5383,1,0.12373358693971659,B
5385,10770,-5385,1,0.9268382147623735,B
5386,10772,-5386,1,0.13535015514548676,B
5388,10776,-5388,1,0.03455060986737557,B
5391,10782,-5391,1,0.18655377937203754,B
5392,10784,-5392,1,0.1792654166346218,B
5393,10786,-5393,1,0.18570870554930918,B
5395,10790,-5395,1,0.8651941154180883,B
5396,10792,-5396,1,0.11077492771857467,B
5398,10796,-5398,1,0.23434018789851407,B
5399,10798,-5399,1,0.4271252023242865,B
5400,10800,-5400,1,0.7329991614508937,B
5401,10802,-5401,1,0.5415866145968812,B
5402,10804,-5402,1,0.07082259288285797,B
5404,10808,-5404,1,0.20343725306285776,B
5406,10812,-5406,1,0.5995654404119927,B
5407,10814,-5407,1,0.25574910382986593,B
5408,10816,-5408,1,0.21686618591472684,B
5412,10824,-5412,1,0.5823866062003817,B
5413,10826,-5413,1,0.810117897686087,B
5414,10828,-5414,1,0.06305199019899876,B
5415,10830,-5415,1,0.558303857340576,B
5416,10832,-5416,1,0.5016941681255025,B
5417,10834,-5417,1,0.1777807019990415,B
5418,10836,-5418,1,0.4680655388643973,B
5419,10838,-5419,1,0.9492316050327129,B
5420,10840,-5420,1,0.9799064413882105,B
5423,10846,-5423,1,0.1830490079109368,B
5425,10850,-5425,1,0.40196612216254246,B
5428,10856,-5428,1,0.40220579996383077,B
5429,10858,-5429,1,0.41196324037212395,B
5430,10860,-5430,1,0.18147822224211352,B
5431,10862,-5431,1,0.723115662917478,B
5432,10864,-5432,1,0.5950184163124067,B
5434,10868,-5434,1,0.940938327787818,B
5435,10870,-5435,1,0.7386822279745531,B
5439,10878,-5439,1,0.7845031976548107,B
5440,10880,-5440,1,0.6336786297095736,B
5442,10884,-5442,1,0.7581486767501735,B
5443,10886,-5443,1,0.13997911430294274,B
5444,10888,-5444,1,0.8779641962578771,B
5445,10890,-5445,1,0.14844444888801678,B
5447,10894,-5447,1,0.5357483123362511,B
5449,10898,-5449,1,0.19289117551599788,B
5450,10900,-5450,1,0.19326101448154875,B
5451,10902,-5451,1,0.23965308186956713,B
5452,10904,-5452,1,0.7313863414543236,B
5454,10908,-5454,1,0.5061048425563938,B
5455,10910,-5455,1,0.9041591581947559,B
5456,10912,-5456,1,0.33162893288959183,B
5457,10914,-5457,1,0.3700526833215747,B
5458,10916,-5458,1,0.4699649030897072,B
5459,10918,-5459,1,0.007789997983835062,B
5462,10924,-5462,1,0.7602959417246893,B
5464,10928,-5464,1,0.2299456053081722,B
5465,10930,-5465,1,0.39374854899515155,B
5466,10932,-5466,1,0.06556501829373995,B
5467,10934,-5467,1,0.27159918253018733,B
5469,10938,-5469,1,0.5098228515954835,B
5470,10940,-5470,1,0.526407683572576,B
5471,10942,-5471,1,0.37932594841000944,B
5472,10944,-5472,1,0.7508320371153462,B
5473,10946,-5473,1,0.3407078553220654,B
5474,10948,-5474,1,0.7742158751645968,B
5476,10952,-5476,1,0.9405719699361824,B
5478,10956,-5478,1,0.3831931198097118,B
5479,10958,-5479,1,0.6730146873847402,B
5480,10960,-5480,1,0.074217397833242,B
5481,10962,-5481,1,0.46618200968861967,B
5482,10964,-5482,1,0.5173332164683112,B
5485,10970,-5485,1,0.8563250549015817,B
5486,10972,-5486,1,0.10623406231172305,B
5487,10974,-5487,1,0.8695280045231318,B
5488,10976,-5488,1,0.07485516309930662,B
5489,10978,-5489,1,0.7154946813433717,B
5491,10982,-5491,1,0.6391798774038199,B
5492,10984,-5492,1,0.7038916533661504,B
5494,10988,-5494,1,0.3485884069485735,B
5495,10990,-5495,1,0.6813879803491822,B
5496,10992,-5496,1,0.3183845136301866,B
5497,10994,-5497,1,0.36363275345615553,B
5498,10996,-5498,1,0.6404361541492124,B
5499,10998,-5499,1,0.5526629427965694,B
5501,11002,-5501,1,0.14452504521485732,B
5503,11006,-5503,1,0.11647260538675697,B
5505,11010,-5505,1,0.20964834673752808,B
5506,11012,-5506,1,0.06980888145496944,B
5508,11016,-5508,1,0.383567722732034,B
5509,11018,-5509,1,0.6268110157106588,B
5510,11020,-5510,1,0.9391206883259731,B
5511,11022,-5511,1,0.16270661197145353,B
5512,11024,-5512,1,0.4089194998309391,B
5513,11026,-5513,1,0.847913665398959,B
5515,11030,-5515,1,0.8683105848692048,B
5516,11032,-5516,1,0.39725771214236993,B
5519,11038,-5519,1,0.9883891929670434,B
5522,11044,-5522,1,0.7709332606202701,B
5524,11048,-5524,1,0.3744141594704604,B
5525,11050,-5525,1,0.16059696852405736,B
5526,11052,-5526,1,0.6526871900283732,B
5527,11054,-5527,1,0.04908180716512145,B
5528,11056,-5528,1,0.9984503862626004,B
5529,11058,-5529,1,0.9852853574363,B
5530,11060,-5530,1,0.32589736418036297,B
5531,11062,-5531,1,0.47321742612812223,B
5532,11064,-5532,1,0.03602909239739038,B
5533,11066,-5533,1,0.8825175051243881,B
5534,11068,-5534,1,0.14555430420893978,B
5539,11078,-5539,1,0.07861287924247784,B
5540,11080,-5540,1,0.4070363664468485,B
5541,11082,-5541,1,0.5906955365914462,B
5542,11084,-5542,1,0.023366895464636994,B
5543,11086,-5543,1,0.7904777172480826,B
5546,11092,-5546,1,0.5101657825199177,B
5547,11094,-5547,1,0.6716955913969231,B
5548,11096,-5548,1,0.7847729036868485,B
5550,11100,-5550,1,0.726991365323171,B
5553,11106,-5553,1,0.622524380604237,B
5555,11110,-5555,1,0.20442423338918292,B
5556,11112,-5556,1,0.5608514676097559,B
5557,11114,-5557,1,0.49018978608025243,B
5559,11118,-5559,1,0.19972285475400853,B
5560,11120,-5560,1,0.8040594269329853,B
5561,11122,-5561,1,0.5485847044460538,B
5562,11124,-5562,1,0.804910295899721,B
5564,11128,-5564,1,0.012161207145946706,B
5565,11130,-5565,1,0.9503527763442527,B
5566,11132,-5566,1,0.4018753525135067,B
5568,11136,-5568,1,0.26139252317341943,B
5571,11142,-5571,1,0.02234973872512802,B
5573,11146,-5573,1,0.23884972301459972,B
5574,11148,-5574,1,0.22800265724705626,B
5576,11152,-5576,1,0.1583863003086664,B
5578,11156,-5578,1,0.7849304605779454,B
5580,11160,-5580,1,0.3234358213554045,B
5581,11162,-5581,1,0.3125994902181488,B
5582,11164,-5582,1,0.9706893444837098,B
5583,11166,-5583,1,0.17721871141737677,B
5584,11168,-5584,1,0.18333629085184655,B
5587,11174,-5587,1,0.9055897095248975,B
5589,11178,-5589,1,0.07765995180214369,B
5590,11180,-5590,1,0.02898635187635057,B
5593,11186,-5593,1,0.9228117247170342,B
5594,11188,-5594,1,0.2613144641661266,B
5595,11190,-5595,1,0.6437001100543567,B
5597,11194,-5597,1,0.873486962483942,B
5598,11196,-5598,1,0.1509738047975565,B
5599,11198,-5599,1,0.057801060820908856,B
5601,11202,-5601,1,0.5050477579570738,B
5604,11208,-5604,1,0.16163068604673614,B
5605,11210,-5605,1,0.6567709630276142,B
5607,11214,-5607,1,0.4423043545614215,B
5608,11216,-5608,1,0.20831076574240104,B
5610,11220,-5610,1,0.08211739529051842,B
5612,11224,-5612,1,0.2249312497704633,B
5613,11226,-5613,1,0.16236688450940984,B
5615,11230,-5615,1,0.9444007862493681,B
5616,11232,-5616,1,0.36443545562816204,B
5617,11234,-5617,1,0.4708955027874768,B
5619,11238,-5619,1,0.7241311570678887,B
5620,11240,-5620,1,0.7247398860681749,B
5622,11244,-5622,1,0.773548830472625,B
5623,11246,-5623,1,0.8159103618108945,B
5624,11248,-5624,1,0.6647546932676328,B
5625,11250,-5625,1,0.3924231096676768,B
5626,11252,-5626,1,0.48293472895111245,B
5627,11254,-5627,1,0.5057843245177359,B
5628,11256,-5628,1,0.8002812918370705,B
5631,11262,-5631,1,0.8597430367413958,B
5633,11266,-5633,1,0.21376771221663016,B
5634,11268,-5634,1,0.985559536882449,B
5635,11270,-5635,1,0.15899018413246502,B
5636,11272,-5636,1,0.5146396959894008,B
5637,11274,-5637,1,0.6260746924659901,B
5639,11278,-5639,1,0.8321375794534073,B
5640,11280,-5640,1,0.5278269451101584,B
5641,11282,-5641,1,0.5287072142744291,B
