1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,gender,Credit
2,11,2,10,1,2,1,3,21,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
2,18,0,23,2,2,3,3,28,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,21,0,50,5,3,4,2,29,1,2,1,2,1,1,0,1,0,0,1,0,0,1,1,0
1,21,1,27,1,4,4,3,26,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
2,15,4,14,1,2,2,1,30,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0
1,21,2,23,5,5,4,4,47,1,1,2,2,1,0,1,1,0,0,0,0,0,1,1,1
1,21,1,11,1,4,4,3,23,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
3,5,3,7,1,2,1,2,29,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,30,2,104,5,3,4,4,35,3,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0
2,21,3,35,5,3,2,2,35,1,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
2,24,3,16,2,4,2,2,23,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1,1
1,11,2,11,1,4,3,3,34,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,21,4,20,4,5,2,3,32,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,47,2,30,5,4,1,3,39,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1,1
1,48,2,68,1,3,2,3,31,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0
1,24,2,32,1,2,4,1,23,3,1,1,2,1,0,0,1,0,1,0,0,1,0,1,0
4,27,4,45,1,4,2,3,36,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1
4,24,2,54,5,1,4,2,26,3,1,1,2,1,0,1,1,0,1,0,0,0,0,1,1
1,15,2,8,1,3,4,2,22,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
2,8,2,8,1,5,4,3,26,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,15,4,28,1,4,3,3,24,1,2,1,1,1,0,0,0,1,0,1,0,0,1,1,1
2,12,2,29,1,4,1,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,24,4,19,5,3,2,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0,1
2,30,4,21,1,2,4,3,26,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,21,2,7,1,2,3,3,26,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
2,15,4,8,1,5,3,1,29,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,0
2,11,4,23,1,2,3,1,47,1,2,2,1,1,1,0,1,0,0,1,0,1,0,1,1
4,9,2,14,1,3,2,1,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
2,30,2,18,1,2,1,4,31,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
4,12,2,21,5,5,4,4,52,3,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
1,18,2,20,1,3,4,1,20,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0
1,8,4,21,1,3,2,1,34,3,2,2,1,1,1,0,1,0,1,0,0,0,1,1,1
1,11,2,10,1,3,1,2,20,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
1,15,2,9,1,3,3,1,45,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1,0
1,11,4,16,1,5,3,2,58,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1,12,4,4,1,4,3,1,58,3,4,1,2,1,0,0,1,0,0,1,0,1,0,0,1
2,24,3,20,5,3,4,3,42,3,2,1,2,1,1,0,1,0,1,0,0,0,1,0,1
4,21,2,16,4,5,4,1,36,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
2,24,2,27,1,3,4,2,20,3,1,1,2,1,1,0,1,0,1,0,0,1,0,1,0
1,21,1,11,5,5,3,3,38,2,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0
2,5,1,9,2,2,1,2,32,2,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
1,24,2,14,1,4,4,3,23,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0
2,21,0,32,1,3,4,1,34,3,3,1,2,1,0,0,1,0,0,1,0,1,0,1,0
4,15,4,21,1,4,2,2,30,1,2,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,21,3,29,1,3,2,4,31,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
2,7,2,23,1,2,1,1,45,3,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
2,9,2,9,1,3,1,2,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
2,24,1,18,1,4,4,4,34,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
4,36,2,33,1,3,2,3,28,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0
3,10,2,13,1,2,2,2,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,21,1,21,3,3,4,1,21,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
4,21,4,34,1,3,2,1,74,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,1
2,36,2,27,2,3,4,4,50,3,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
4,15,2,15,1,2,1,1,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,13,2,10,5,5,4,4,43,1,1,2,1,1,0,1,1,0,0,0,0,0,1,1,1
1,12,2,7,2,1,3,2,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
3,10,2,12,2,5,4,4,48,3,1,2,1,1,1,0,1,0,0,0,0,1,0,1,0
1,21,2,34,4,2,2,3,29,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,24,1,36,1,3,4,3,22,1,1,1,1,2,0,1,0,0,1,0,0,0,1,1,1
4,18,3,18,1,4,1,1,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
2,47,0,103,5,3,2,3,46,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,1
2,48,3,72,5,3,2,4,26,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
1,5,4,27,1,3,3,1,35,3,3,2,1,1,1,0,1,0,1,0,0,0,1,1,1
2,30,2,34,2,3,4,3,21,3,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0
4,11,2,4,1,3,2,1,47,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
2,20,4,27,1,4,3,2,26,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,15,4,11,1,3,2,2,31,1,2,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,47,2,29,5,3,2,1,36,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1,12,2,19,1,2,1,3,22,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
1,15,2,20,1,3,4,4,63,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0
4,13,2,15,5,5,2,3,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
3,5,2,15,1,3,2,1,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,8,1,11,2,4,3,4,28,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,42,4,30,3,3,4,1,34,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
4,8,2,28,5,5,4,1,62,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
1,24,2,37,1,3,4,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,15,1,12,1,3,3,3,42,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
2,13,2,11,5,2,1,2,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,9,2,20,1,2,2,3,19,3,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0
2,24,2,14,1,2,4,3,25,3,1,1,2,1,1,0,1,0,0,1,0,1,0,0,0
4,11,2,11,1,5,4,2,45,1,3,2,2,1,0,0,1,0,0,1,0,0,1,1,1
4,24,2,14,3,4,1,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,48,3,148,1,4,4,3,20,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
4,12,2,15,1,2,3,3,34,3,1,2,1,1,0,0,1,0,0,1,0,0,1,0,1
1,42,3,33,1,4,2,2,25,1,2,2,2,1,0,0,1,0,0,1,0,0,1,1,0
1,18,2,8,1,1,1,1,27,3,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0
2,13,2,10,1,5,4,3,36,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,13,2,35,2,3,2,2,38,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0
4,21,4,14,1,4,2,3,31,3,2,1,2,1,0,0,0,0,0,1,0,0,1,1,1
1,15,4,14,1,4,1,2,31,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
4,30,3,62,5,2,4,3,26,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1,0
1,27,0,35,1,3,2,1,31,3,2,1,1,1,0,0,0,0,0,1,0,0,1,1,1
4,12,2,14,3,3,2,2,26,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
3,21,2,7,1,4,3,4,36,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0
1,11,2,5,1,3,4,3,38,3,1,2,1,1,0,0,1,0,1,0,0,1,0,1,0
1,47,2,57,1,4,1,4,48,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1
2,11,2,14,1,3,2,2,35,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
1,21,2,17,1,5,1,1,43,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
2,30,3,63,2,5,4,3,40,3,4,1,2,1,1,0,1,0,0,1,0,0,0,1,0
4,21,4,17,1,4,3,3,33,3,2,1,2,1,0,1,1,0,0,1,0,0,1,1,1
1,12,2,30,1,1,4,4,21,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
2,11,2,7,1,5,4,3,39,1,1,2,1,1,1,0,1,0,0,1,0,1,0,1,0
4,47,2,79,5,4,3,3,35,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,30,0,42,1,3,1,3,28,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,15,4,48,1,5,1,4,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
3,11,2,10,1,3,4,1,22,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
1,11,2,7,5,3,2,3,22,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,20,2,16,1,5,2,1,48,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,5,3,8,1,1,1,2,33,2,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
3,5,4,10,1,3,4,2,50,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,21,4,47,1,1,2,4,26,1,2,1,2,1,0,0,0,1,0,1,0,0,0,1,1
2,27,1,26,4,3,2,3,32,2,1,2,2,1,0,0,1,0,0,1,0,0,1,1,1
4,48,1,36,1,3,1,1,27,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,11,4,36,1,5,4,2,41,3,2,1,2,1,1,0,0,1,1,0,0,0,1,1,0
3,27,4,23,1,5,4,2,45,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,21,4,31,2,3,3,2,26,3,2,1,2,1,0,0,1,0,0,1,0,1,0,1,1
4,30,2,43,2,4,2,3,30,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
4,48,2,82,1,5,4,2,40,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,1
4,5,4,15,3,3,2,3,23,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
4,20,3,20,3,2,2,1,39,1,1,2,1,1,0,0,1,0,0,1,0,1,0,1,0
4,30,4,45,1,4,4,3,26,3,1,1,2,1,0,0,1,0,1,0,0,0,0,1,1
4,21,4,38,1,5,4,3,31,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,60,2,42,2,3,2,3,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1,21,2,18,1,5,4,1,62,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
4,18,2,15,1,2,1,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1
4,5,2,15,1,2,2,4,56,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,11,2,17,5,3,4,4,35,3,1,1,2,1,0,0,1,0,0,0,0,0,1,1,1
4,13,3,11,1,3,3,1,31,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,21,4,38,1,2,3,4,45,3,3,1,2,1,0,0,1,0,0,0,0,0,1,1,1
2,30,3,78,2,4,3,2,30,3,2,2,2,1,0,0,1,0,0,1,0,1,0,1,1
4,48,2,48,5,3,4,4,32,3,1,2,2,1,1,0,1,0,0,0,0,0,1,1,1
3,9,4,10,5,4,2,2,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,30,3,22,2,5,3,4,29,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
4,8,2,21,2,5,4,3,33,3,1,1,2,1,0,0,0,1,0,1,0,0,1,1,1
1,11,2,27,4,3,3,2,30,3,1,2,1,1,1,0,1,0,0,1,0,0,1,1,1
1,13,4,8,1,3,3,2,24,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,15,2,26,2,3,2,1,25,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
2,21,2,22,2,2,1,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,5,4,35,5,2,3,1,42,3,2,2,1,1,1,0,1,0,0,1,0,1,0,1,1
4,21,2,17,1,4,2,3,27,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
4,5,2,9,3,3,4,2,48,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
2,11,2,8,1,4,3,1,28,3,2,1,1,2,0,0,0,0,0,1,0,0,1,1,1
4,12,4,9,1,1,2,2,38,3,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1
4,15,4,13,1,3,2,3,23,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
3,13,2,14,1,5,4,3,38,3,1,1,2,1,0,0,1,0,1,0,0,0,0,1,1
4,12,2,11,3,3,4,3,29,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
1,47,4,47,1,5,4,4,44,3,2,1,2,1,0,1,1,0,0,0,0,0,1,1,0
3,24,2,14,2,5,2,4,47,3,1,1,2,1,0,0,1,0,0,0,0,0,1,1,1
2,27,3,19,2,5,2,2,39,2,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,27,2,25,1,2,1,2,32,3,1,2,2,1,0,0,1,0,0,1,0,0,1,1,1
4,15,2,53,3,5,4,4,35,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
2,47,2,49,2,4,2,2,23,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
2,12,0,30,1,2,3,2,25,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0
2,9,2,12,1,5,4,1,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,8,2,15,1,3,2,1,35,3,1,2,1,1,0,0,1,0,0,1,0,1,0,1,1
4,15,4,4,3,5,3,2,31,1,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
1,5,1,12,1,5,4,4,35,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
4,20,2,19,5,5,4,1,44,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,1
1,8,4,8,1,3,4,1,24,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
2,48,2,116,1,4,2,4,26,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,0
4,27,4,58,5,5,4,3,61,3,2,1,1,1,0,1,1,0,0,1,0,0,1,1,1
4,27,4,23,5,5,2,3,38,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1,1
4,15,2,11,1,3,2,4,31,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1
3,21,4,23,5,3,2,3,30,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,18,0,45,2,5,4,3,30,1,2,1,2,1,0,1,1,0,0,1,0,0,1,1,1
3,8,0,10,1,2,2,3,32,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,0
2,5,1,4,4,2,2,2,24,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0
1,12,2,12,1,3,2,1,24,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
2,9,2,8,3,3,3,1,66,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,27,2,26,1,3,3,1,21,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
4,5,4,2,4,3,2,1,41,1,2,1,1,1,1,0,1,0,0,1,0,1,0,0,1
4,13,4,10,3,3,2,2,45,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
1,18,2,19,1,3,4,3,25,1,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0
2,48,1,64,1,5,3,4,59,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0
3,21,4,10,4,3,4,1,34,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,21,3,48,1,2,2,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,21,2,15,1,3,4,1,20,3,1,2,1,1,0,0,1,0,1,0,0,1,0,1,0
2,8,2,8,1,4,2,1,44,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
4,24,2,26,4,3,4,3,28,3,1,1,2,1,0,1,1,0,1,0,0,0,1,1,1
4,4,4,34,1,4,1,1,37,3,1,2,1,1,1,0,1,0,0,1,0,0,1,1,1
2,36,1,40,5,2,2,4,29,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1
2,24,2,116,1,3,4,3,23,3,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0
1,15,2,33,2,3,4,3,33,3,1,2,2,1,1,0,1,0,0,1,0,1,0,1,1
4,5,4,50,1,4,3,4,43,3,2,2,2,1,1,0,1,0,0,1,0,0,0,1,1
2,30,0,43,2,3,4,3,26,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1,21,1,17,2,4,3,3,31,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
2,9,1,8,1,3,4,1,22,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,20,2,24,5,5,3,2,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
1,21,1,19,3,3,4,1,21,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
1,33,4,119,5,4,4,2,29,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
1,11,4,13,1,2,1,2,27,1,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1
1,15,2,25,1,1,4,3,23,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
1,12,2,13,1,2,1,1,37,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
4,20,2,38,5,3,3,3,25,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1
4,13,2,23,1,4,2,3,31,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1
1,5,2,4,1,5,1,2,49,1,1,1,2,1,0,0,1,0,0,1,0,0,1,0,1
1,18,2,10,1,2,2,3,23,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
2,12,2,8,2,4,4,1,23,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
4,30,4,58,1,4,2,3,25,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,11,3,12,4,5,4,4,53,3,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0
1,24,2,13,5,4,4,4,32,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
3,5,4,10,1,3,1,1,74,3,3,2,1,2,1,0,1,0,0,1,1,0,0,1,1
3,13,4,10,5,3,4,4,37,3,2,1,2,1,0,0,1,0,0,0,0,0,1,1,0
4,21,2,11,1,3,2,1,30,3,1,1,2,1,1,0,0,0,0,1,0,0,1,1,1
1,11,4,5,1,5,3,2,33,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1,0
4,15,4,50,5,5,4,3,59,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,1
1,18,4,21,1,3,4,1,24,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0
1,11,2,16,1,3,3,2,23,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
4,20,4,110,5,5,4,4,29,3,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0
4,21,4,19,2,4,3,2,26,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1
2,11,2,9,1,5,3,1,38,1,2,1,1,1,0,0,0,0,0,1,0,1,0,1,1
1,27,2,23,1,2,4,2,30,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
4,10,2,29,5,2,4,1,31,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
2,11,4,27,1,5,4,3,27,3,3,1,2,1,0,0,1,0,1,0,0,0,1,1,1
4,11,4,13,1,5,4,1,61,3,2,1,2,1,0,0,1,0,0,1,0,1,0,1,1
1,24,2,28,5,5,4,1,26,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
1,36,4,81,1,3,2,4,25,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0
4,20,4,25,1,5,4,3,34,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,1
4,21,4,16,2,5,4,2,50,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
3,11,4,11,3,1,4,4,64,1,3,1,1,1,1,0,1,0,0,0,1,0,0,1,1
1,24,2,14,5,3,4,1,25,3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
4,30,4,26,1,4,4,3,35,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1
1,18,2,35,1,4,1,1,25,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
4,30,4,43,4,5,2,3,36,3,2,1,2,1,0,1,1,0,0,1,0,0,0,1,1
2,18,2,39,1,1,4,3,67,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0,1
2,33,4,37,1,4,2,1,24,3,2,1,1,1,0,0,0,0,0,1,0,0,1,1,0
4,21,4,14,4,5,4,1,58,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,1
2,11,0,11,1,3,2,1,30,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1,1
2,12,2,8,2,2,2,2,23,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
2,18,2,48,5,1,4,1,58,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,1
2,15,2,14,4,3,2,2,33,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1,1
4,20,2,21,3,5,4,3,38,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,47,4,21,5,5,3,3,36,3,2,2,2,1,0,1,1,0,0,1,0,0,1,1,1
2,47,3,46,1,5,4,4,48,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
1,36,4,45,1,3,3,4,26,1,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0
2,21,2,12,1,5,4,2,39,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0
4,21,2,47,5,5,4,3,39,3,1,2,2,1,0,1,1,0,0,1,0,0,0,1,1
4,5,4,9,5,3,2,2,26,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
3,21,2,22,1,5,4,4,49,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
4,21,2,23,3,5,3,4,31,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1,1
4,9,2,23,2,2,4,2,22,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
1,15,2,57,5,5,4,2,49,3,1,2,2,1,0,1,1,0,0,0,0,0,1,1,0
4,12,4,13,1,2,4,2,22,3,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1
4,21,3,5,5,5,4,3,52,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1
2,8,2,11,5,2,2,1,33,3,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1
4,21,4,12,1,5,4,4,52,3,2,2,1,1,0,0,1,0,0,0,0,0,1,1,1
2,18,4,18,1,5,4,1,48,1,2,1,2,1,0,0,0,0,1,0,0,1,0,1,1
1,20,4,43,1,5,4,2,24,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,11,4,8,5,5,4,3,33,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,12,2,75,5,1,2,1,24,3,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
1,30,2,75,1,4,1,3,23,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,0
2,5,2,4,1,2,3,1,25,3,1,1,1,2,0,0,1,0,0,1,0,1,0,1,1
4,11,4,7,5,5,4,1,63,3,4,1,1,1,0,0,1,0,0,1,0,0,1,1,1
2,42,1,75,1,1,2,4,53,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1
2,15,0,18,1,2,1,1,26,3,2,1,1,1,1,0,1,0,1,0,1,0,0,1,0
2,8,2,7,1,2,2,1,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1
2,5,2,3,1,4,3,1,27,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
1,30,4,76,1,4,4,3,23,3,2,1,2,1,0,1,1,0,0,1,0,0,1,1,0
1,47,2,23,1,3,4,3,52,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1,47,2,29,1,4,4,4,44,3,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0
2,36,3,74,1,3,2,2,54,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
4,5,2,10,3,3,4,1,60,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
4,5,4,16,1,4,2,3,24,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0,1
1,30,2,159,1,1,3,3,41,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
1,15,2,10,1,3,3,1,25,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
4,11,2,8,1,3,2,1,26,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1
3,11,2,23,1,3,1,3,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1,30,2,21,1,5,2,2,39,1,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0
1,8,4,5,1,5,4,1,45,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1,1
4,15,4,28,1,2,2,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1
1,20,4,12,1,5,3,3,29,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1
1,18,4,40,1,5,4,1,33,1,3,1,2,1,1,0,1,0,1,0,0,0,1,0,0
4,15,0,32,1,3,2,3,34,2,2,2,1,1,0,0,1,0,0,1,0,0,1,1,0
1,30,2,65,5,5,4,4,45,3,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
2,47,3,50,5,3,4,4,36,3,1,2,2,1,0,0,1,0,0,0,0,0,1,1,1
4,21,3,18,3,3,2,3,42,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1,1
1,18,2,12,1,2,3,3,23,3,1,1,2,1,1,0,1,0,1,0,0,0,1,1,0
1,42,0,92,1,5,4,3,28,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0
